,G_Val,F_Val,F_total,F_percent
2013.10.04,"-31,935","+36,579","18,441,795",55.95%
2013.10.02,"-33,438","+28,307","18,405,216",55.84%
2013.10.01,"-24,070","+28,948","18,376,909",55.75%
2013.09.30,"-25,323","+28,981","18,347,961",55.66%
2013.09.27,"-24,043","+28,134","18,314,222",55.56%
2013.09.26,"-27,241","+21,770","18,286,088",55.48%
2013.09.25,"-2,691","-1,739","18,264,318",55.41%
2013.09.24,"-11,359","+7,996","18,261,198",55.40%
2013.09.23,"-16,379","+10,874","18,252,971",55.38%
2013.09.17,"-26,740","+22,325","18,240,515",55.34%
2013.09.16,"-35,561","+21,979","18,215,680",55.26%
2013.09.13,"-38,664","+36,144","18,190,928",55.19%
2013.09.12,"-47,367","+84,909","18,150,326",55.06%
2013.09.11,"-71,963","+73,922","18,063,097",54.80%
2013.09.10,"-89,960","+143,972","17,989,175",54.58%
2013.09.09,"-44,085","+86,744","17,839,553",54.12%
2013.09.06,"-9,148","+34,269","17,752,809",53.86%
2013.09.05,"-17,681","+84,563","17,716,958",53.75%
2013.09.04,"-38,978","+18,952","17,632,395",53.49%
2013.09.03,"+29,866","-14,743","17,610,618",53.43%
2013.09.02,"+51,029","-54,015","17,625,361",53.47%
2013.08.30,"-154,870","+180,114","17,679,376",53.64%
2013.08.29,"-207,506","+600,158","17,503,935",53.10%
2013.08.28,0,0,"16,880,248",35.07%
2013.08.27,0,0,"24,892,198",51.72%
2013.08.26,0,0,"24,892,198",51.72%
2013.08.23,0,0,"24,892,198",51.72%
2013.08.22,0,0,"24,892,198",51.72%
2013.08.21,0,0,"24,892,198",51.72%
2013.08.20,0,0,"24,892,198",51.72%
2013.08.19,0,0,"24,892,198",51.72%
2013.08.16,0,0,"24,892,198",51.72%
2013.08.14,0,0,"24,892,198",51.72%
2013.08.13,0,0,"24,892,198",51.72%
2013.08.12,0,0,"24,892,198",51.72%
2013.08.09,0,0,"24,892,198",51.72%
2013.08.08,0,0,"24,892,198",51.72%
2013.08.07,0,0,"24,892,198",51.72%
2013.08.06,0,0,"24,892,198",51.72%
2013.08.05,0,0,"24,892,198",51.72%
2013.08.02,0,0,"24,892,198",51.72%
2013.08.01,0,0,"24,892,198",51.72%
2013.07.31,0,0,"24,892,198",51.72%
2013.07.30,0,0,"24,892,198",51.72%
2013.07.29,"-121,730","-8,373","24,892,198",51.72%
2013.07.26,"-263,726","+280,391","24,890,491",51.72%
2013.07.25,"-135,484","+134,897","24,610,100",51.14%
2013.07.24,"-62,349","-50,080","24,484,443",50.87%
2013.07.23,"+30,331","-2,879","24,534,523",50.98%
2013.07.22,"-28,899","-29,809","24,546,642",51.00%
2013.07.19,"-17,868","-15,658","24,584,851",51.08%
2013.07.18,"-14,267","-25,710","24,600,509",51.12%
2013.07.17,"+5,198","+3,650","24,626,219",51.17%
2013.07.16,"-21,700","+42,966","24,622,569",51.16%
2013.07.15,"-10,442","+1,013","24,579,603",51.07%
2013.07.12,"-55,527","+46,554","24,578,590",51.07%
2013.07.11,"-30,507","+64,410","24,532,036",50.97%
2013.07.10,"-9,534","-30,469","24,464,626",50.83%
2013.07.09,"-11,248","+22,137","24,495,095",50.90%
2013.07.08,"+19,120","-15,173","24,470,958",50.85%
2013.07.05,"+9,206","-19,134","24,486,131",50.88%
2013.07.04,"+32,112","-26,134","24,505,265",50.92%
2013.07.03,"+3,395","+5,178","24,532,239",50.97%
2013.07.02,"+33,022","-18,785","24,527,061",50.96%
2013.07.01,"+16,676","-35,204","24,546,686",51.00%
2013.06.28,"+14,936","+56,398","24,581,890",51.08%
2013.06.27,"+22,807","-63,292","24,530,532",50.97%
2013.06.26,"+17,711","+19,054","24,630,564",51.18%
2013.06.25,"+20,892","-13,290","24,612,350",51.14%
2013.06.24,"+24,846","-32,458","24,626,228",51.17%
2013.06.21,"+53,342","-23,877","24,666,246",51.25%
2013.06.20,"+52,650","-59,064","24,695,163",51.31%
2013.06.19,"+11,187","-31,248","24,758,427",51.44%
2013.06.18,"+61,437","-63,289","25,001,355",51.95%
2013.06.17,"+34,855","-8,357","25,066,324",52.08%
2013.06.14,"+36,679","-14,470","25,088,749",52.13%
2013.06.13,"+26,898","-67,249","25,112,123",52.18%
2013.06.12,"+32,132","-46,301","25,182,372",52.32%
2013.06.11,"+54,884","-29,011","25,228,673",52.42%
2013.06.10,"+22,300","-32,312","25,266,063",52.50%
2013.06.07,"+23,966","-44,265","25,301,624",52.57%
2013.06.05,"+1,521","-15,172","25,342,889",52.66%
2013.06.04,"+32,895","-88,065","25,354,061",52.68%
2013.06.03,"+15,739","-67,056","25,442,126",52.86%
2013.05.31,"+16,248","-48,923","25,508,327",53.00%
2013.05.30,"+36,346","-107,895","25,557,250",53.10%
2013.05.29,"-1,053","-2,139","25,662,145",53.32%
2013.05.28,"-4,678","-23,570","25,664,284",53.33%
2013.05.27,"+10,440","-15,232","25,680,854",53.36%
2013.05.24,"+11,358","-8,401","25,696,086",53.39%
2013.05.23,"+4,187","-14,731","25,701,487",53.40%
2013.05.22,"-5,263","+19,981","25,710,218",53.42%
2013.05.21,"-22,961","+46,673","25,688,237",53.38%
2013.05.20,"-16,176","-4,741","25,658,564",53.31%
2013.05.16,"-13,820","+124,923","25,662,450",53.32%
2013.05.15,"-16,375","+27,002","25,539,527",53.07%
2013.05.14,"-29,480","+15,066","25,512,525",53.01%
2013.05.13,"-26,597","+4,026","25,507,481",53.00%
2013.05.10,"-11,039","+16,662","25,503,968",52.99%
2013.05.09,"-41,127","-85,421","25,486,109",52.96%
2013.05.08,"-13,666","-7,537","25,571,530",53.13%
2013.05.07,"+19,619","-38,175","25,579,067",53.15%
2013.05.06,"+4,222","-31,663","25,617,242",53.23%
2013.05.03,"-33,128","+5,472","25,648,905",53.29%
2013.05.02,"+38,405","-41,862","25,643,433",53.28%
2013.04.30,"+92,795","-71,323","25,690,083",53.38%
2013.04.29,"+29,873","-47,111","25,757,502",53.52%
2013.04.26,"+9,167","-25,061","25,804,613",53.62%
2013.04.25,"+24,323","-44,003","25,829,674",53.67%
2013.04.24,"+61,290","-129,920","25,873,769",53.76%
2013.04.23,"+86,276","-139,820","25,982,853",53.99%
2013.04.22,"-16,841","-58,268","26,123,553",54.28%
2013.04.19,"+87,805","-122,256","26,174,253",54.39%
2013.04.18,"+8,910","-51,201","26,296,509",54.64%
2013.04.17,"+37,489","-90,215","26,347,710",54.75%
2013.04.16,"+70,301","-17,859","26,444,313",54.95%
2013.04.15,"+56,312","-54,984","26,461,472",54.98%
2013.04.12,"+76,039","-16,538","26,518,368",55.10%
2013.04.11,"+24,931","-14,929","26,534,906",55.14%
2013.04.10,"-35,181","-3,886","26,550,187",55.17%
2013.04.09,"+3,058","-16,892","26,554,073",55.18%
2013.04.08,"-27,627","-30,214","26,574,837",55.22%
2013.04.05,"+13,218","-53,199","26,614,555",55.30%
2013.04.04,"+15,689","-44,206","26,671,274",55.42%
2013.04.03,"+45,626","-69,838","26,715,480",55.51%
2013.04.02,"+11,360","-26,314","26,785,318",55.66%
2013.04.01,"+26,439","+18,745","26,811,632",55.71%
2013.03.29,"+15,996","+11,428","26,793,842",55.67%
2013.03.28,"+37,279","-20,275","26,777,959",55.64%
2013.03.27,"+24,256","-12,801","26,816,584",55.72%
2013.03.26,"-5,479","-30,866","26,829,385",55.75%
2013.03.25,"+7,586","-31,956","26,861,826",55.81%
2013.03.22,"-19,592","+43,689","26,900,257",55.89%
2013.03.21,"-46,215","+41,413","26,860,068",55.81%
2013.03.20,"+14,347","-13,417","26,820,405",55.73%
2013.03.19,"-2,948","+31,161","26,833,822",55.76%
2013.03.18,"+13,436","+4,638","26,807,911",55.70%
2013.03.15,"+3,656","+18,200","26,803,333",55.69%
2013.03.14,"-5,551","-10,040","26,785,133",55.66%
2013.03.13,"+19,370","-29,493","26,795,173",55.68%
2013.03.12,"-10,581","-16,239","26,828,166",55.74%
2013.03.11,"+30,868","-79,456","26,841,515",55.77%
2013.03.08,"+15,462","+25,932","26,920,971",55.94%
2013.03.07,"-26,181","+17,851","26,895,039",55.88%
2013.03.06,"-26,840","-11,028","26,877,188",55.85%
2013.03.05,"-49,369","+76,456","26,886,641",55.87%
2013.03.04,"-60,686","+153,433","26,810,185",55.71%
2013.02.28,"-29,736","+28,381","26,654,827",55.38%
2013.02.27,"+2,296","+11,132","26,627,496",55.33%
2013.02.26,"-39,642","+55,123","26,616,364",55.30%
2013.02.25,"-51,031","+40,482","26,561,241",55.19%
2013.02.22,"-64,317","+92,373","26,520,759",55.11%
2013.02.21,"-32,475","+32,350","26,428,386",54.91%
2013.02.20,"-93,046","+225,220","26,397,786",54.85%
2013.02.19,"-6,832","+26,565","26,172,566",54.38%
2013.02.18,"-8,059","+10,109","26,146,001",54.33%
2013.02.15,"+7,591","+20,003","26,135,892",54.31%
2013.02.14,"-28,734","+33,357","26,115,889",54.26%
2013.02.13,-838,"+48,817","26,082,532",54.20%
2013.02.12,"-86,120","+70,540","26,033,715",54.09%
2013.02.08,"+2,345","-5,054","25,963,175",53.95%
2013.02.07,"-105,557","+166,274","25,972,604",53.97%
2013.02.06,"-28,284","-19,763","25,806,825",53.62%
2013.02.05,"-59,573","-30,863","25,830,088",53.67%
2013.02.04,"-4,061","-1,745","25,841,351",53.69%
2013.02.01,"-14,589","+46,548","25,848,346",53.71%
2013.01.31,"+13,001","+3,053","25,800,923",53.61%
2013.01.30,"-7,809","+32,740","25,785,445",53.58%
2013.01.29,"+2,331","-27,124","25,744,655",53.49%
2013.01.28,"+38,063","-14,533","25,758,029",53.52%
2013.01.25,"+41,907","-25,869","25,811,762",53.63%
2013.01.24,"-9,840","+29,374","25,837,631",53.69%
2013.01.23,"+12,086","-15,016","25,808,257",53.63%
2013.01.22,"+55,605","+13,220","25,823,273",53.66%
2013.01.21,"+21,703","+47,401","25,813,553",53.64%
2013.01.18,"-26,199","+3,970","25,766,152",53.54%
2013.01.17,"-16,549","+1,783","25,762,182",53.53%
2013.01.16,"-30,332","+27,265","25,754,449",53.51%
2013.01.15,"-18,673",-615,"25,727,184",53.46%
2013.01.14,"-45,099","+54,280","25,726,899",53.46%
2013.01.11,"-2,180","-45,936","25,672,619",53.34%
2013.01.10,"-68,738","+12,215","25,715,055",53.43%
2013.01.09,"-17,504","-8,555","25,702,840",53.41%
2013.01.08,"-4,706","+10,246","25,711,395",53.42%
2013.01.07,"+30,653","+86,888","25,702,049",53.40%
2013.01.04,"-11,917","+35,404","25,619,536",53.23%
2013.01.03,"-105,357","+14,156","25,544,132",53.08%
2013.01.02,"-26,426","-10,846","25,325,726",52.62%
2012.12.28,"+44,456","-29,921","25,336,572",52.65%
2012.12.27,"+15,924","-15,399","25,363,093",52.70%
2012.12.26,"-4,828",+417,"25,378,492",52.73%
2012.12.24,"-15,152","+87,312","25,468,575",52.92%
2012.12.21,"-13,056","+149,308","25,381,263",52.74%
2012.12.20,"-109,618","-89,912","25,247,595",52.46%
2012.12.18,"-17,095","+2,315","25,337,311",52.65%
2012.12.17,"-81,851","-14,344","25,342,521",52.66%
2012.12.14,"-98,962","+3,566","25,362,115",52.70%
2012.12.13,"-18,972","+9,689","25,387,549",52.75%
2012.12.12,"-151,281","+6,449","25,378,735",52.73%
2012.12.11,"-81,849","+57,583","25,372,286",52.72%
2012.12.10,"-18,286","-14,021","25,314,703",52.60%
2012.12.07,"-77,597","+68,122","25,328,724",52.63%
2012.12.06,"-253,504","+50,072","25,260,602",52.49%
2012.12.05,"-81,250","-15,991","25,210,705",52.38%
2012.12.04,"+51,929","-17,415","25,226,696",52.42%
2012.12.03,"-14,541","+51,218","25,241,411",52.45%
2012.11.30,"+2,561","-8,081","25,188,443",52.34%
2012.11.29,"-23,386","-17,528","25,196,524",52.35%
2012.11.28,"+22,070","-56,768","25,214,052",52.39%
2012.11.27,"-21,330","-5,650","25,270,820",52.51%
2012.11.26,"+22,490","-16,904","25,278,220",52.52%
2012.11.23,"+72,681","-32,226","25,295,124",52.56%
2012.11.22,"+58,406","-43,562","25,327,350",52.63%
2012.11.21,"+50,676",-820,"25,373,537",52.72%
2012.11.20,"+64,662","+53,824","25,372,057",52.72%
2012.11.19,"+24,670","+3,472","25,370,858",52.72%
2012.11.16,"+42,057","-14,927","25,369,136",52.71%
2012.11.15,"+48,830","+26,187","25,386,338",52.75%
2012.11.14,"-39,830","-3,107","25,360,151",52.69%
2012.11.13,"-20,128","-18,575","25,365,883",52.71%
2012.11.12,"+24,303","-30,729","25,384,458",52.74%
2012.11.09,"+39,235","-91,335","25,417,112",52.81%
2012.11.08,"+99,669","-114,756","25,508,447",53.00%
2012.11.07,"+7,207","-49,913","25,623,203",53.24%
2012.11.06,"+17,614","-37,006","25,673,116",53.34%
2012.11.05,"+91,093","-65,675","25,711,872",53.43%
2012.11.02,"+12,059","-50,291","25,777,547",53.56%
2012.11.01,"+69,528","-65,657","25,827,838",53.67%
2012.10.31,"+48,403","-29,043","25,893,495",53.80%
2012.10.30,"-30,291","-11,468","25,927,538",53.87%
2012.10.29,"+67,959","-71,862","25,989,006",54.00%
2012.10.26,"+142,346","-244,724","26,065,243",54.16%
2012.10.25,"+83,536","-66,534","26,306,592",54.66%
2012.10.24,"+210,640","-163,074","26,373,126",54.80%
2012.10.23,"+51,978","-82,813","26,536,200",55.14%
2012.10.22,"+29,819","-42,800","26,619,013",55.31%
2012.10.19,"+51,816","-144,967","26,661,813",55.40%
2012.10.18,"+9,916","-171,339","26,815,278",55.72%
2012.10.17,"+7,821","-92,160","26,986,617",56.07%
2012.10.16,"+46,579","-62,167","27,078,777",56.27%
2012.10.15,"+97,452","-91,440","27,140,944",56.39%
2012.10.12,"+79,765","-130,002","27,232,384",56.58%
2012.10.11,"+73,580","-117,081","27,362,386",56.85%
2012.10.10,"+68,258","-110,728","27,480,099",57.10%
2012.10.09,"+46,832","-87,895","27,590,827",57.33%
2012.10.08,"+81,554","-133,841","27,678,722",57.51%
2012.10.05,"+118,192","-140,826","27,812,563",57.79%
2012.10.04,"+77,406","-175,291","27,953,389",58.08%
2012.10.02,"+49,162","-111,925","28,128,419",58.45%
2012.09.28,"+48,813","-23,549","28,238,594",58.68%
2012.09.27,"+26,253","-19,895","28,262,143",58.72%
2012.09.26,"+26,359","-55,596","28,282,038",58.77%
2012.09.25,"+33,981","-38,827","28,337,634",58.88%
2012.09.24,"+15,795","+5,155","28,376,461",58.96%
2012.09.21,"+44,320","-23,465","28,371,306",58.95%
2012.09.20,"+5,936","+29,348","28,394,771",59.00%
2012.09.19,"+1,103","+41,062","28,365,423",58.94%
2012.09.18,"+8,531","+3,993","28,324,361",58.85%
2012.09.17,"-30,726","-11,411","28,318,618",58.84%
2012.09.14,"+34,295","-13,897","28,334,279",58.87%
2012.09.13,"+48,920","-53,861","28,348,176",58.90%
2012.09.12,"+34,473","+70,227","28,352,037",58.91%
2012.09.11,"-1,909","+20,704","28,231,810",58.66%
2012.09.10,"-20,687","+8,363","28,211,106",58.62%
2012.09.07,"-4,506",+466,"28,202,743",58.60%
2012.09.06,"+33,330","-15,675","28,202,277",58.60%
2012.09.05,"-29,925","+18,859","28,217,952",58.63%
2012.09.04,"+28,532","-14,714","28,199,093",58.59%
2012.09.03,"+6,500","-19,438","28,213,807",58.62%
2012.08.31,"+11,076","-10,053","28,233,245",58.66%
2012.08.30,"+71,914","-60,058","28,243,298",58.68%
2012.08.29,"+21,014","-66,053","28,303,356",58.81%
2012.08.28,"+34,892","-63,184","28,369,409",58.95%
2012.08.27,"+50,222","-42,597","28,432,593",59.08%
2012.08.24,"+125,570","-144,642","28,475,190",59.17%
2012.08.23,"+106,731","-105,969","28,619,832",59.47%
2012.08.22,"+51,275","-29,761","28,725,801",59.69%
2012.08.21,"+46,642","-9,452","28,758,112",59.75%
2012.08.20,"+63,436","-5,330","28,767,564",59.77%
2012.08.17,"+70,256","-64,049","28,772,894",59.79%
2012.08.16,"+50,437","-19,242","28,836,943",59.92%
2012.08.14,"+162,198","-90,012","28,856,185",59.96%
2012.08.13,"+83,650","-176,509","28,946,197",60.15%
2012.08.10,"+50,293","-299,217","29,122,586",60.51%
2012.08.09,"-49,232","+39,677","29,431,803",61.15%
2012.08.08,"+23,137","-18,807","29,392,126",61.07%
2012.08.07,"-23,947","-60,866","29,404,303",61.10%
2012.08.06,"+4,545","-36,010","29,465,169",61.22%
2012.08.03,"-47,092","+54,751","29,501,179",61.30%
2012.08.02,"-10,032","+9,910","29,446,428",61.18%
2012.08.01,-972,"+11,805","29,436,518",61.16%
2012.07.31,"+27,192","-19,022","29,424,713",61.14%
2012.07.30,"+9,721","-38,982","29,443,735",61.18%
2012.07.27,"+17,630","+34,179","29,482,717",61.26%
2012.07.26,"-15,951","-2,584","29,448,538",61.19%
2012.07.25,"+12,505","-2,978","29,454,622",61.20%
2012.07.24,"+21,513","+2,455","29,465,350",61.22%
2012.07.23,"+28,523","-15,062","29,464,645",61.22%
2012.07.20,"+19,376","-11,336","29,479,707",61.25%
2012.07.19,"-35,225","+124,882","29,491,043",61.28%
2012.07.18,"-5,060","+24,385","29,366,161",61.02%
2012.07.17,"-52,221","+41,393","29,341,776",60.97%
2012.07.16,"-39,003","+43,544","29,300,383",60.88%
2012.07.13,"-7,821","+42,121","29,262,039",60.80%
2012.07.12,"-6,836",+584,"29,246,668",60.77%
2012.07.11,"+22,491","-27,361","29,306,084",60.89%
2012.07.10,"+53,969","-81,058","29,333,445",60.95%
2012.07.09,"-17,412","+38,841","29,414,503",61.12%
2012.07.06,"-21,881","+4,681","29,375,662",61.04%
2012.07.05,"-22,707","+42,199","29,370,981",61.03%
2012.07.04,"+74,805","-12,046","29,328,782",60.94%
2012.07.03,"-12,049","+19,804","29,340,828",60.97%
2012.07.02,"-11,466","-5,809","29,321,124",60.92%
2012.06.29,"-2,458","+32,501","29,325,534",60.93%
2012.06.28,"+23,316","+11,961","29,293,033",60.87%
2012.06.27,"+37,844","-17,038","29,292,077",60.86%
2012.06.26,"+20,683","-36,353","29,309,815",60.90%
2012.06.25,"+2,335","-20,559","29,351,068",60.99%
2012.06.22,"-10,125","-15,202","29,371,627",61.03%
2012.06.21,"-24,155","+34,017","29,385,604",61.06%
2012.06.20,"-35,303","+42,904","29,351,587",60.99%
2012.06.19,"-28,897","+45,442","29,308,683",60.90%
2012.06.18,+348,"-4,049","29,256,241",60.79%
2012.06.15,"+4,180","-3,645","29,260,290",60.80%
2012.06.14,-838,"+14,829","29,261,485",60.80%
2012.06.13,"-24,662","+32,217","29,253,656",60.78%
2012.06.12,"-6,511","+20,722","29,221,439",60.72%
2012.06.11,"+31,954","-9,328","29,200,717",60.67%
2012.06.08,"+15,319","+21,048","29,208,989",60.69%
2012.06.07,"+5,471","+11,216","29,187,941",60.65%
2012.06.05,"+50,155","-37,932","29,177,605",60.63%
2012.06.04,"+107,899","-69,012","29,215,537",60.71%
2012.06.01,"+21,060",+396,"29,284,549",60.85%
2012.05.31,"-13,810","+51,005","29,284,153",60.85%
2012.05.30,"-40,449","+64,213","29,233,148",60.74%
2012.05.29,"-20,725","-12,167","29,168,935",60.61%
2012.05.25,"+25,312","-39,751","29,183,918",60.64%
2012.05.24,"+39,450","-33,943","29,224,278",60.72%
2012.05.23,"+7,368","-4,351","29,259,101",60.80%
2012.05.22,"+32,794","-46,958","29,264,332",60.81%
2012.05.21,"+43,841","-22,087","29,191,466",60.66%
2012.05.18,"+62,851","-16,005","29,218,481",60.71%
2012.05.17,"-4,124","-51,130","29,236,598",60.75%
2012.05.16,"+67,755","-76,183","29,288,432",60.86%
2012.05.15,"+48,604","-63,055","29,366,903",61.02%
2012.05.14,"-3,203","+2,068","29,432,598",61.16%
2012.05.11,"-11,040","-12,815","29,435,429",61.16%
2012.05.10,-205,-221,"29,449,476",61.19%
2012.05.09,"+52,946","+27,668","29,449,873",61.19%
2012.05.08,"+8,827","-38,032","29,423,437",61.14%
2012.05.07,"+10,293","-8,712","29,464,805",61.22%
2012.05.04,"+41,961","-61,179","29,473,517",61.24%
2012.05.03,"-22,089","+19,825","29,530,629",61.36%
2012.05.02,"+8,094","-29,367","29,509,780",61.32%
2012.04.30,"+35,363","-17,219","29,539,147",61.38%
2012.04.27,"-1,662","-37,911","29,556,366",61.41%
2012.04.26,"+22,011","-30,689","29,594,277",61.49%
2012.04.25,"+2,404","+7,963","29,624,966",61.56%
2012.04.24,"-14,999","+6,360","29,618,863",61.54%
2012.04.23,"+22,915",-675,"29,611,441",61.53%
2012.04.20,"+27,219","-15,295","29,612,116",61.53%
2012.04.19,"+22,093","-6,335","29,627,411",61.56%
2012.04.18,"+24,538","-16,583","29,633,746",61.57%
2012.04.17,"+13,463","-4,788","29,650,329",61.61%
2012.04.16,"-11,933","+2,302","29,655,117",61.62%
2012.04.13,"-4,972","-32,994","29,651,318",61.61%
2012.04.12,"+8,526","-30,282","29,685,777",61.68%
2012.04.10,"+16,310","-23,691","29,716,059",61.75%
2012.04.09,"+6,375","-19,009","29,739,750",61.79%
2012.04.06,"+17,006","-30,697","29,758,759",61.83%
2012.04.05,"-8,571","+24,458","29,789,456",61.90%
2012.04.04,"-17,276","+7,046","29,764,998",61.85%
2012.04.03,"-19,425","+20,322","29,757,777",61.83%
2012.04.02,"-25,281","+21,252","29,737,455",61.79%
2012.03.30,"+9,049","+13,618","29,716,203",61.75%
2012.03.29,"+6,059","-5,718","29,702,585",61.72%
2012.03.28,"+46,832","-31,477","29,708,303",61.73%
2012.03.27,+991,"+65,425","29,696,780",61.71%
2012.03.26,"+47,221","+14,903","29,630,991",61.57%
2012.03.23,"+19,396","+19,816","29,615,557",61.54%
2012.03.22,"-36,274","+36,231","29,595,741",61.50%
2012.03.21,"+31,746","+37,676","29,549,070",61.40%
2012.03.20,"+9,507","+13,673","29,511,394",61.32%
2012.03.19,"+18,207","-8,933","29,497,721",61.29%
2012.03.16,"+14,613","-17,016","29,506,179",61.31%
2012.03.15,"+12,589","-32,075","29,521,455",61.34%
2012.03.14,"-23,957","+22,668","29,551,529",61.40%
2012.03.13,"+41,382","-22,600","29,528,330",61.36%
2012.03.12,"+47,113","+3,693","29,550,930",61.40%
2012.03.09,"+12,486","+35,098","29,547,237",61.39%
2012.03.08,"-2,003","-44,856","29,464,639",61.22%
2012.03.07,"-7,622","+28,029","29,507,725",61.31%
2012.03.06,"+48,536","-26,874","29,468,899",61.23%
2012.03.05,"+25,063","-28,332","29,493,859",61.28%
2012.03.02,"+9,024","-37,679","29,522,191",61.34%
2012.02.29,"-13,028","+16,945","29,559,670",61.42%
2012.02.28,"-49,228","+58,578","29,542,548",61.38%
2012.02.27,"-25,368","+51,414","29,483,622",61.26%
2012.02.24,"+35,481","-48,749","29,432,208",61.16%
2012.02.23,"+77,944","+52,654","29,480,957",61.26%
2012.02.22,"+97,696","+33,052","29,428,303",61.15%
2012.02.21,"+9,134","+31,911","29,395,251",61.08%
2012.02.20,"-18,616","+5,379","29,363,340",61.01%
2012.02.17,"-5,450","+15,192","29,357,961",61.00%
2012.02.16,"+11,589","+10,424","29,342,682",60.97%
2012.02.15,"+29,399","+51,238","29,332,258",60.95%
2012.02.14,"+25,326","+7,432","29,281,020",60.84%
2012.02.13,"+50,933","-12,259","29,273,588",60.83%
2012.02.10,"+107,270","-28,195","29,285,847",60.85%
2012.02.09,"-44,597","-5,201","29,314,042",60.91%
2012.02.08,"-102,006","+30,203","29,319,243",60.92%
2012.02.07,"-26,453","+27,549","29,289,040",60.86%
2012.02.06,"-48,511","+90,221","29,261,491",60.80%
2012.02.03,"-38,490","+119,998","29,171,447",60.61%
2012.02.02,"-69,957","+28,551","29,051,449",60.36%
2012.02.01,"+2,489","-39,073","29,022,898",60.30%
2012.01.31,"-9,235","-31,860","29,061,971",60.39%
2012.01.30,"+61,256","-98,722","29,093,831",60.45%
2012.01.27,"-28,270","-44,844","29,191,668",60.66%
2012.01.26,"-12,398","+19,777","29,236,512",60.75%
2012.01.25,"-57,048","+6,074","29,216,735",60.71%
2012.01.20,"-98,651","+105,931","29,210,661",60.69%
2012.01.19,"+38,041","+26,694","29,104,730",60.47%
2012.01.18,"+13,003","+39,534","29,078,036",60.42%
2012.01.17,"+4,805","+38,560","29,038,502",60.34%
2012.01.16,"+3,650","+21,557","28,999,942",60.26%
2012.01.13,"+1,299","+29,803","28,978,385",60.21%
2012.01.12,"+5,774","+44,515","28,948,582",60.15%
2012.01.11,"+17,149","+32,696","28,904,067",60.06%
2012.01.10,"+39,797","-24,963","28,869,256",59.99%
2012.01.09,"-10,839","+11,834","28,894,219",60.04%
2012.01.06,"-16,515","+33,642","28,882,385",60.01%
2012.01.05,"+26,798","-7,218","28,848,743",59.94%
2012.01.04,"+12,030","+38,390","28,855,961",59.96%
2012.01.03,"+18,867","+33,004","28,817,571",59.88%
2012.01.02,"+11,143","-14,115","28,784,567",59.81%
2011.12.29,"+4,443","+1,399","28,798,682",59.84%
2011.12.28,"-39,217","+9,447","28,794,628",59.83%
2011.12.27,"-6,657","+28,786","28,785,181",59.81%
2011.12.26,"-33,427","+15,836","28,756,395",59.75%
2011.12.23,"-11,340","+2,854","28,740,559",59.72%
2011.12.22,"-7,873","+19,064","28,737,705",59.71%
2011.12.21,"-33,437","+143,133","28,718,641",59.67%
2011.12.20,"-101,497","+59,491","28,575,424",59.38%
2011.12.19,"-31,054","+32,356","28,515,933",59.25%
2011.12.16,"+2,946",-46,"28,483,577",59.18%
2011.12.15,"-12,038","+15,370","28,491,709",59.20%
2011.12.14,"-2,183","-24,724","28,476,339",59.17%
2011.12.13,"-11,239","+38,808","28,501,063",59.22%
2011.12.12,"+39,080","+11,714","28,462,255",59.14%
2011.12.09,"-4,919","-42,161","28,450,541",59.12%
2011.12.08,"-43,310","+66,831","28,492,623",59.20%
2011.12.07,"+25,735","-60,636","28,431,882",59.08%
2011.12.06,"+62,164","-35,555","28,492,518",59.20%
2011.12.05,"+63,409","-11,874","28,528,073",59.28%
2011.12.02,"+16,421","-40,811","28,539,947",59.30%
2011.12.01,"-303,069","+7,469","28,580,758",59.39%
2011.11.30,"+30,596","-40,067","28,574,174",59.37%
2011.11.29,"-65,500","+96,570","28,614,241",59.46%
2011.11.28,"+3,919","+27,533","28,517,671",59.26%
2011.11.25,"+8,448","+21,557","28,490,138",59.20%
2011.11.24,"+13,997","-13,523","28,468,581",59.15%
2011.11.23,"+8,575","-9,287","28,482,104",59.18%
2011.11.22,"-6,440","+43,553","28,490,506",59.20%
2011.11.21,"+11,546","-2,588","28,446,953",59.11%
2011.11.18,"+7,467","-17,492","28,449,541",59.11%
2011.11.17,"-5,316","+4,924","28,466,538",59.15%
2011.11.16,"+9,468","+15,606","28,461,614",59.14%
2011.11.15,"+59,303","-1,822","28,446,008",59.11%
2011.11.14,"+27,972","-10,865","28,447,830",59.11%
2011.11.11,"+20,922","-3,624","28,458,695",59.13%
2011.11.10,"+41,022","-64,700","28,462,319",59.14%
2011.11.09,"+30,980","+16,492","28,527,019",59.27%
2011.11.08,"+2,559","+16,083","28,510,527",59.24%
2011.11.07,"-66,815","+36,657","28,497,807",59.21%
2011.11.04,"+5,585","+34,999","28,461,150",59.14%
2011.11.03,"-37,215","+25,611","28,426,151",59.06%
2011.11.02,"+14,037","+12,420","28,400,540",59.01%
2011.11.01,"+7,824",+511,"28,388,120",58.99%
2011.10.31,"-6,818","+21,415","28,388,549",58.99%
2011.10.28,"+16,536","-56,268","28,367,134",58.94%
2011.10.27,"-36,987","+55,996","28,423,402",59.06%
2011.10.26,"+14,135","-32,562","28,367,406",58.94%
2011.10.25,"+1,872","-24,870","28,399,968",59.01%
2011.10.24,"+46,802","-70,063","28,424,838",59.06%
2011.10.21,"+81,504","-210,488","28,494,901",59.21%
2011.10.20,"+107,795","-197,622","28,705,148",59.64%
