,G_Val,F_Val,F_total,F_percent
2022.06.07,"-111,969","-27,144","88,255,425",53.80%
2022.06.03,"+19,397","-12,047","88,226,009",53.78%
2022.06.02,"-49,063","+68,958","88,229,640",53.78%
2022.05.31,"-11,574","+202,587","88,190,976",53.76%
2022.05.30,"+221,987","+36,921","88,022,455",53.66%
2022.05.27,"+19,920","+34,237","87,986,234",53.63%
2022.05.26,"-13,733","+52,212","87,946,192",53.61%
2022.05.25,"+34,874","-92,449","87,874,980",53.57%
2022.05.24,"-112,397","-191,767","87,942,594",53.61%
2022.05.23,"+41,464","-14,439","88,207,600",53.77%
2022.05.20,"+53,149","-10,297","88,196,061",53.76%
2022.05.19,"-52,881","+12,485","88,170,173",53.75%
2022.05.18,"-27,879","+13,815","88,143,388",53.73%
2022.05.17,"+57,648","-35,248","88,101,122",53.70%
2022.05.16,"-22,304","+14,508","88,274,615",53.81%
2022.05.13,"+114,378","-90,704","88,254,677",53.80%
2022.05.12,"-77,960","+9,175","88,333,630",53.85%
2022.05.11,"-10,511","+11,645","88,322,529",53.84%
2022.05.10,"+45,708","+14,159","88,337,717",53.85%
2022.05.09,"+26,467","+85,476","88,309,708",53.83%
2022.05.06,"-99,402","-213,809","88,227,307",53.78%
2022.05.04,"+12,700","-98,018","88,439,427",53.91%
2022.05.03,"-17,732","+9,573","88,525,262",53.96%
2022.05.02,"-109,134","-21,019","88,515,689",53.96%
2022.04.29,"+25,656","+5,494","88,507,086",53.95%
2022.04.28,"+32,893","-151,190","88,515,760",53.96%
2022.04.27,"-72,590","-213,853","88,678,771",54.06%
2022.04.26,"-14,264","-277,290","88,861,415",54.17%
2022.04.25,"-127,832","-190,384","89,105,017",54.32%
2022.04.22,"-351,270","-184,602","89,224,668",54.39%
2022.04.21,"-172,507","-55,778","89,375,830",54.48%
2022.04.20,"-62,144","+131,735","89,395,744",54.49%
2022.04.19,"+1,007","+54,743","89,258,619",54.41%
2022.04.18,"-71,447","+6,169","89,194,693",54.37%
2022.04.15,"-32,881","-64,236","89,228,763",54.39%
2022.04.14,"+50,501","-37,072","89,214,148",54.38%
2022.04.13,"+50,177","-189,256","89,283,465",54.42%
2022.04.12,"-62,185","-92,751","89,404,894",54.50%
2022.04.11,"-100,444","-68,447","89,511,668",54.56%
2022.04.08,"-188,079","-21,950","89,579,492",54.61%
2022.04.07,"-114,381","-31,739","89,600,715",54.62%
2022.04.06,"-168,613","-132,632","89,603,888",54.62%
2022.04.05,"-28,460","+86,138","89,735,741",54.70%
2022.04.04,"+13,334","-10,957","89,624,603",54.63%
2022.04.01,"-58,640","+5,838","89,635,575",54.64%
2022.03.31,"+6,536","+71,433","89,629,737",54.64%
2022.03.30,"+40,300","+90,303","89,582,853",54.61%
2022.03.29,"+30,625","+14,397","89,473,748",54.54%
2022.03.28,"+15,770","-33,994","89,418,218",54.51%
2022.03.25,"-49,960","-118,451","89,472,640",54.54%
2022.03.24,"-65,317","-70,743","89,597,002",54.62%
2022.03.23,"+49,074","+30,378","89,675,738",54.66%
2022.03.22,"+20,345","-28,035","89,639,394",54.64%
2022.03.21,"-34,884","-49,542","89,662,539",54.66%
2022.03.18,"+6,549","-6,153","89,712,429",54.69%
2022.03.17,"+171,706","+188,642","89,738,617",54.70%
2022.03.16,"+62,642","-91,847","89,550,838",54.59%
2022.03.15,"+45,890","-73,058","89,611,085",54.62%
2022.03.14,"+73,180","-143,196","89,706,695",54.68%
2022.03.11,"+41,876","-210,226","89,865,361",54.78%
2022.03.10,"+160,470","+276,014","90,083,191",54.91%
2022.03.08,"+4,528","-80,902","89,802,497",54.74%
2022.03.07,"-58,603","-191,850","89,912,474",54.81%
2022.03.04,"-31,385","-73,222","90,096,243",54.92%
2022.03.03,"+80,163","-6,308","90,264,141",55.02%
2022.03.02,"+41,339","-76,610","90,266,561",55.02%
2022.02.28,"-52,249","+79,070","90,353,555",55.08%
2022.02.25,"+41,312","+113,078","90,284,851",55.04%
2022.02.24,"-46,698","-54,540","90,150,543",54.95%
2022.02.23,"-40,423","-78,418","90,201,801",54.98%
2022.02.22,"-95,599","-36,821","90,253,594",55.02%
2022.02.21,"-64,642","+18,807","90,305,242",55.05%
2022.02.18,"-50,713","-169,343","90,255,489",55.02%
2022.02.17,"+16,069","+10,073","90,428,444",55.12%
2022.02.16,"+61,698","-47,635","90,448,014",55.13%
2022.02.15,"+19,341","-66,402","90,466,008",55.15%
2022.02.14,"+36,025","+8,196","90,532,410",55.19%
2022.02.11,"-53,436","+11,428","90,532,109",55.19%
2022.02.10,"+6,239","+87,910","90,534,938",55.19%
2022.02.09,"+37,323",-25,"90,449,903",55.14%
2022.02.08,"-12,835","-59,011","90,445,465",55.13%
2022.02.07,"-149,911","+80,449","90,503,803",55.17%
2022.02.04,"-4,197","+28,701","90,438,954",55.13%
2022.02.03,"-14,233","+99,027","90,420,453",55.12%
2022.01.28,"+99,053","-209,051","90,294,186",55.04%
2022.01.27,"-42,195","-66,288","90,532,237",55.19%
2022.01.26,"+6,258","-230,789","90,573,010",55.21%
2022.01.25,"+2,027","-146,388","90,749,554",55.32%
2022.01.24,"+69,059","-74,533","90,847,343",55.38%
2022.01.21,"-43,313","+2,732","90,921,876",55.42%
2022.01.20,"+64,308","-129,863","90,743,552",55.31%
2022.01.19,"-26,863","-144,023","90,863,415",55.39%
2022.01.18,"-51,625","-65,646","90,987,438",55.46%
2022.01.17,"+6,764","-26,377","91,004,884",55.47%
2022.01.14,"-55,280","-46,747","91,012,761",55.48%
2022.01.13,"-45,771","+7,127","91,058,508",55.51%
2022.01.12,"+174,743","-131,934","91,048,124",55.50%
2022.01.11,"+49,908","-177,155","91,152,825",55.56%
2022.01.10,"-47,842","-64,074","91,328,296",55.67%
2022.01.07,"-91,546","-200,953","91,392,370",55.71%
2022.01.06,"-186,593","-298,619","91,568,291",55.82%
2022.01.05,"-312,425","-26,803","91,866,910",56.00%
2022.01.04,"-273,957","-227,120","91,867,713",56.00%
2022.01.03,"-79,169","-94,905","92,094,833",56.14%
2021.12.30,"-147,599","-2,080","92,189,738",56.20%
2021.12.29,"-138,231","-9,568","92,142,168",56.17%
2021.12.28,"+170,497","+16,701","92,119,736",56.15%
2021.12.27,"+3,841","-19,185","92,096,303",56.14%
2021.12.24,"+97,257","-7,488","92,237,712",56.23%
2021.12.23,"-27,631","-29,149","92,315,100",56.27%
2021.12.22,"-15,502","+9,128","92,337,332",56.21%
2021.12.21,"+72,325","-93,519","92,317,204",56.20%
2021.12.20,"-193,127","-111,733","92,431,716",56.27%
2021.12.17,"-41,972","-57,385","92,540,249",56.34%
2021.12.16,"-25,259","-110,496","92,600,302",56.37%
2021.12.15,"-14,767","-57,427","92,721,218",56.45%
2021.12.14,"+17,895","-12,549","92,821,109",56.51%
2021.12.13,"-3,732","-63,138","92,839,639",56.52%
2021.12.10,"+10,715","-25,439","92,883,599",56.55%
2021.12.09,"+145,965","-79,863","92,909,038",56.56%
2021.12.08,"+133,086","-28,553","92,987,401",56.61%
2021.12.07,"-83,274","+7,875","93,015,954",56.63%
2021.12.06,"-62,345","-76,571","93,016,179",56.63%
2021.12.03,"+12,623","+106,712","93,112,250",56.68%
2021.12.02,"+5,514","+124,500","92,997,738",56.62%
2021.12.01,"+30,822","+45,796","92,875,945",56.54%
2021.11.30,"-65,330","+20,760","92,802,149",56.50%
2021.11.29,"+66,637","-46,180","92,781,389",56.48%
2021.11.26,"-35,105","-145,206","92,814,469",56.50%
2021.11.25,-972,"-26,635","92,953,675",56.59%
2021.11.24,"-96,134","-154,493","92,981,310",56.61%
2021.11.23,"-107,410","-196,415","93,135,803",56.70%
2021.11.22,"+46,263",+429,"93,365,773",56.84%
2021.11.19,"+10,035","-79,563","93,365,244",56.84%
2021.11.18,"+34,232","+120,110","93,444,807",56.89%
2021.11.17,"-134,270","+9,502","93,329,757",56.82%
2021.11.16,"-85,194","+30,601","93,320,255",56.81%
2021.11.15,"-35,773","+66,513","93,289,654",56.79%
2021.11.12,"+7,327","+13,754","93,220,141",56.75%
2021.11.11,"-28,731","-55,333","93,206,387",56.74%
2021.11.10,"-8,011",-912,"93,261,720",56.78%
2021.11.09,"+107,298","+90,159","93,241,832",56.76%
2021.11.08,"-13,245","+13,608","93,151,673",56.71%
2021.11.05,"-45,386","+61,623","93,153,951",56.71%
2021.11.04,"+86,133","+117,407","93,092,328",56.67%
2021.11.03,"-75,764","-5,357","93,015,807",56.63%
2021.11.02,"+63,658","-5,927","93,015,164",56.63%
2021.11.01,"+82,584","-17,860","93,020,464",56.63%
2021.10.29,"-18,093","-21,368","93,057,089",56.65%
2021.10.28,"-11,776","+16,388","93,091,012",56.67%
2021.10.27,"+15,834","+58,924","93,074,624",56.66%
2021.10.26,"+84,582","+112,726","92,992,700",56.61%
2021.10.25,"-31,740","-17,742","92,879,974",56.54%
2021.10.22,"+48,657","-84,077","92,910,391",56.56%
2021.10.21,"+34,925",+170,"92,976,569",56.60%
2021.10.20,"+90,349","-25,309","92,975,399",56.60%
2021.10.19,"+160,352","+48,743","93,000,708",56.62%
2021.10.18,"-14,060","+32,978","92,951,865",56.59%
2021.10.15,"+17,951","-49,337","92,918,887",56.57%
2021.10.14,"+115,144","+41,645","92,968,224",56.60%
2021.10.13,"-47,104","+145,867","92,926,579",56.57%
2021.10.12,"-69,965","-174,815","92,790,712",56.49%
2021.10.08,"-65,457","+23,908","92,946,327",56.58%
2021.10.07,"+132,097","+20,167","92,964,819",56.60%
2021.10.06,"+38,268","+18,824","92,963,652",56.59%
2021.10.05,"+27,683","-14,519","92,930,028",56.57%
2021.10.01,"-51,269","+12,456","92,950,874",56.59%
2021.09.30,"-55,044","+32,805","92,943,418",56.58%
2021.09.29,"-63,086","-12,356","92,891,113",56.55%
2021.09.28,"-210,420","-106,769","92,876,626",56.54%
2021.09.27,"-50,956","+12,195","92,995,646",56.61%
2021.09.24,"+2,577","+72,844","92,984,640",56.61%
2021.09.23,"-44,523","+15,332","92,907,996",56.56%
2021.09.17,"-35,325",+103,"92,900,790",56.56%
2021.09.16,"-44,841","+42,412","92,950,686",56.59%
2021.09.15,"-26,083","-113,724","92,919,274",56.57%
2021.09.14,"-83,980","-215,443","93,060,898",56.65%
2021.09.13,"-31,116","-8,310","93,251,105",56.77%
2021.09.10,"+28,354","-62,344","93,259,115",56.77%
2021.09.09,"-211,488","-146,154","93,296,459",56.80%
2021.09.08,"-288,998","-550,006","93,435,013",56.88%
2021.09.07,"-32,670","-38,017","93,957,178",57.20%
2021.09.06,"-29,596","+49,434","94,031,616",57.24%
2021.09.03,"+36,471","+215,551","94,011,424",57.23%
2021.09.02,"-50,581","+61,015","93,782,773",57.09%
2021.09.01,"-27,883","+208,742","93,741,758",57.07%
2021.08.31,"-73,581","+246,404","93,488,516",56.91%
2021.08.30,"+3,449","+98,923","93,256,980",56.77%
2021.08.27,"+29,531","-112,309","93,174,657",56.72%
2021.08.26,"-23,025","-140,968","93,267,298",56.78%
2021.08.25,"-9,745","-148,771","93,408,266",56.87%
2021.08.24,"-37,872","+132,076","93,586,578",56.97%
2021.08.23,"+38,261","+75,472","93,454,502",56.89%
2021.08.20,"-6,881","+57,465","93,384,030",56.85%
2021.08.19,"-35,032","+60,957","93,326,565",56.82%
2021.08.18,"+58,977","-10,917","93,265,608",56.78%
2021.08.17,"-12,567","-35,523","93,268,613",56.78%
2021.08.13,"-16,488","+65,732","93,304,136",56.80%
2021.08.12,"-70,553","+13,172","93,209,404",56.74%
2021.08.11,"-9,926","+53,694","93,196,032",56.74%
2021.08.10,"-40,612","+67,533","93,150,827",56.71%
2021.08.09,"-12,552","+60,966","93,081,127",56.67%
2021.08.06,"+10,677","+27,238","93,049,778",56.65%
2021.08.05,"+45,949","+118,647","93,023,814",56.63%
2021.08.04,"+56,435","-19,911","92,907,167",56.56%
2021.08.03,"-63,988","-45,075","92,929,860",56.57%
2021.08.02,"+61,828","-33,707","92,979,949",56.60%
2021.07.30,"-63,517","+7,031","93,017,204",56.63%
2021.07.29,"-3,090","-24,310","93,011,173",56.62%
2021.07.28,"+41,158","-187,837","93,035,483",56.64%
2021.07.27,"+2,901","+7,724","93,223,976",56.75%
2021.07.26,"-45,000","-41,928","93,218,252",56.75%
2021.07.23,"+215,798","-19,630","93,275,815",56.78%
2021.07.22,"+145,233","-23,479","93,331,211",56.82%
2021.07.21,"-77,737","-103,814","93,354,690",56.83%
2021.07.20,"+26,122","-91,564","93,464,907",56.90%
2021.07.19,"-54,744","-36,703","93,542,902",56.95%
2021.07.16,"+92,294","+74,735","93,586,087",56.97%
2021.07.15,"+48,572","-61,295","93,520,747",56.93%
2021.07.14,"-17,245","-139,387","93,573,406",56.97%
2021.07.13,"+176,349","+220,807","93,796,093",57.10%
2021.07.12,"+1,723","+19,990","93,583,900",56.97%
2021.07.09,"+41,191","-196,164","93,563,910",56.96%
2021.07.08,"+154,906","+21,656","93,776,374",57.09%
2021.07.07,"+40,019","+77,993","93,751,697",57.07%
2021.07.06,"-13,288","+11,643","93,673,704",57.03%
2021.07.05,"+4,207","-43,800","93,665,064",57.02%
2021.07.02,"-20,525","+74,269","93,768,864",57.08%
2021.07.01,"-104,520","-3,994","93,675,291",57.03%
2021.06.30,"+90,929","+14,936","93,678,639",57.03%
2021.06.29,"-42,039","+56,330","93,575,903",56.97%
2021.06.28,"-72,297","+20,312","93,481,681",56.91%
2021.06.25,"-94,471","-52,745","93,427,269",56.88%
2021.06.24,"+21,508","-137,661","93,503,014",56.92%
2021.06.23,"+315,516","+231,162","93,557,260",56.96%
2021.06.22,"-44,905","-145,522","93,325,682",56.81%
2021.06.21,"-69,862","+67,172","93,548,872",56.95%
2021.06.18,"+214,049","+41,406","93,450,186",56.89%
2021.06.17,"-100,591","-16,313","93,411,080",56.87%
2021.06.16,"+76,877","+21,416","93,374,137",56.84%
2021.06.15,"+45,790","-93,018","93,302,721",56.80%
2021.06.14,"+132,927","+251,394","93,462,622",56.90%
2021.06.11,"+36,563","-78,853","93,212,628",56.75%
2021.06.10,"+74,587","+433,680","93,312,030",56.81%
2021.06.09,"-5,147","-44,492","92,878,350",56.54%
2021.06.08,"+26,605",+261,"92,922,842",56.57%
2021.06.07,"+32,748","+61,900","92,925,404",56.57%
2021.06.04,"-120,446","-53,393","92,853,504",56.53%
2021.06.03,"-15,201","-10,736","92,906,897",56.56%
2021.06.02,"-78,157","+5,364","92,899,229",56.56%
2021.06.01,"+55,210","+34,126","92,871,065",56.54%
2021.05.31,"-58,276","+97,303","92,836,939",56.52%
2021.05.28,"+5,367","-40,000","92,741,990",56.46%
2021.05.27,"+27,173","-197,515","92,793,490",56.49%
2021.05.26,"+131,614","+67,172","93,028,798",56.63%
2021.05.25,"+104,504","-53,977","92,948,786",56.59%
2021.05.24,"-25,796","-31,713","93,025,233",56.63%
2021.05.21,"+51,651","+124,318","93,061,890",56.65%
2021.05.20,"+50,645","-52,297","92,900,616",56.56%
2021.05.18,"+105,519","-40,323","92,942,913",56.58%
2021.05.17,"-22,564","-10,157","92,959,786",56.59%
2021.05.14,"-25,373","+18,160","93,014,943",56.63%
2021.05.13,"-101,072","+13,738","93,009,087",56.62%
2021.05.12,"-133,700","-146,320","93,014,819",56.63%
2021.05.11,"-274,829","-112,467","93,181,439",56.73%
2021.05.10,"-43,397","-33,253","93,293,906",56.80%
2021.05.07,"-59,020","-12,740","93,450,111",56.89%
2021.05.06,"-73,842","-65,809","93,472,851",56.90%
2021.05.04,"+1,440","+2,817","93,538,660",56.94%
2021.05.03,"+13,845","+23,704","93,507,415",56.93%
2021.04.30,"-268,917","+29,775","93,483,497",56.91%
2021.04.29,"-147,803","-51,656","93,427,940",56.88%
2021.04.28,"-105,964","-45,836","93,479,596",56.91%
2021.04.27,"-21,864","+6,893","93,522,432",56.93%
2021.04.26,"-128,351",-432,"93,515,539",56.93%
2021.04.23,"-63,480","-17,395","93,514,898",56.93%
2021.04.22,"-64,661","-54,546","93,535,303",56.94%
2021.04.21,"-231,687","-204,869","93,579,020",56.97%
2021.04.20,"-20,889","+46,835","93,783,889",57.09%
2021.04.19,"-33,258","-30,320","93,752,054",57.07%
2021.04.16,"-74,779","+53,122","93,782,374",57.09%
2021.04.15,"+26,432","-63,840","93,751,677",57.07%
2021.04.14,"+71,530","-21,586","93,813,798",57.11%
2021.04.13,"-49,252","+88,600","93,820,384",57.12%
2021.04.12,"+3,317","-11,296","93,730,240",57.06%
2021.04.09,"-74,927",+225,"93,740,678",57.07%
2021.04.08,"-138,781","-24,916","93,740,453",57.07%
2021.04.07,"-105,918","-92,872","93,744,511",57.07%
2021.04.06,"-1,322","+232,782","93,833,683",57.12%
2021.04.05,"-128,922","-15,436","93,619,901",56.99%
2021.04.02,"-17,928","-7,871","93,633,136",57.00%
2021.04.01,"-110,813","-8,944","93,680,363",57.03%
2021.03.31,"-72,199","-1,284","93,688,727",57.04%
2021.03.30,"+15,457","-32,358","93,690,011",57.04%
2021.03.29,"-223,836","-142,690","93,693,369",57.04%
2021.03.26,"-96,932","+33,467","93,826,059",57.12%
2021.03.25,"-90,175","-140,807","93,777,092",57.09%
2021.03.24,"-41,081","-105,224","93,914,079",57.17%
2021.03.23,"-89,628","-281,244","93,959,303",57.20%
2021.03.22,"+62,180","-270,513","94,129,258",57.30%
2021.03.19,"-44,738","-29,733","94,398,912",57.47%
2021.03.18,"+223,690","+326,362","94,411,109",57.48%
2021.03.17,"-87,980","+36,411","94,060,761",57.26%
2021.03.16,"-20,455","+47,108","94,021,447",57.24%
2021.03.15,"-45,287","+7,206","93,973,267",57.21%
2021.03.12,"+50,987","-6,219","93,966,061",57.20%
2021.03.11,"-105,834","-79,830","93,972,280",57.21%
2021.03.10,"+96,566","+66,492","94,048,610",57.25%
2021.03.09,"-28,486","-22,531","93,987,923",57.22%
2021.03.08,"-121,789","-30,794","94,013,074",57.23%
2021.03.05,"-310,242","-178,922","94,043,868",57.25%
2021.03.04,"-83,793","-113,494","94,222,790",57.36%
2021.03.03,"+151,019","+299,865","94,336,147",57.43%
2021.03.02,"+42,215","-67,818","94,026,837",57.24%
2021.02.26,"-114,098","-104,883","94,088,775",57.28%
2021.02.25,"-59,971","+63,306","94,193,658",57.34%
2021.02.24,"-57,592","-20,702","94,124,472",57.30%
2021.02.23,"-60,343","+126,550","94,135,174",57.31%
2021.02.22,"-204,579","-105,493","94,008,624",57.23%
2021.02.19,"-50,343","+137,671","94,111,381",57.29%
2021.02.18,"-109,561","-64,886","93,973,710",57.21%
2021.02.17,"-174,550","-82,164","94,065,860",57.27%
2021.02.16,"-77,842","-161,975","94,139,424",57.31%
2021.02.15,"-23,404","+56,798","94,301,311",57.41%
2021.02.10,"-174,683","+298,352","94,244,513",57.37%
2021.02.09,"-80,680","+124,712","93,946,161",57.19%
2021.02.08,"-57,064","+7,112","93,846,449",57.13%
2021.02.05,"-85,009","+104,868","93,839,337",57.13%
2021.02.04,"-202,970","-123,882","93,724,469",57.06%
2021.02.03,"-76,704","+128,972","93,848,351",57.13%
2021.02.02,"+205,475","-47,132","93,719,379",57.05%
2021.02.01,"+26,931","+10,627","93,766,511",57.08%
2021.01.29,"+125,854","-252,585","93,767,912",57.08%
2021.01.28,"+239,661","+179,918","93,990,469",57.22%
2021.01.27,"+53,646","-107,856","93,803,051",57.11%
2021.01.26,"-111,874","-64,104","93,898,907",57.16%
2021.01.25,"+70,658","+34,334","93,960,287",57.20%
2021.01.22,"+236,046","+621,249","93,921,372",57.18%
2021.01.21,"+77,349","+455,060","93,300,123",56.80%
2021.01.20,"-58,581","-4,603","92,845,063",56.52%
2021.01.19,"+133,991","-26,485","92,849,666",56.53%
2021.01.18,"-52,385","+52,614","92,852,971",56.53%
2021.01.15,"-156,320","-38,886","92,800,357",56.49%
2021.01.14,+991,"+17,992","92,804,233",56.50%
2021.01.13,"+125,739","+254,908","92,786,584",56.49%
2021.01.12,"-174,926","-41,150","92,496,933",56.31%
2021.01.11,"-309,312","+77,064","92,538,120",56.34%
2021.01.08,"+155,626","+586,484","92,461,746",56.29%
2021.01.07,"-98,353","-144,107","91,863,617",55.92%
2021.01.06,"-91,787","+34,211","91,986,781",56.00%
2021.01.05,"-104,868","+4,081","91,952,570",55.98%
2021.01.04,"-154,478","+46,570","91,883,489",55.94%
2020.12.30,"+88,550","+437,014","91,836,919",55.91%
2020.12.29,"-169,694","+44,683","91,399,905",55.64%
2020.12.28,"+66,782","+23,267","91,355,222",55.62%
2020.12.24,"+12,621","-56,002","91,331,955",55.60%
2020.12.23,"+9,010","-51,540","91,417,989",55.65%
2020.12.22,"+97,058","+118,856","91,622,841",55.78%
2020.12.21,"+20,058","+16,024","91,511,735",55.71%
2020.12.18,"-31,487","-27,779","91,489,451",55.70%
2020.12.17,"-39,742","-6,579","91,648,349",55.79%
2020.12.16,"-17,312","+51,926","91,665,332",55.80%
2020.12.15,"-55,564","-40,367","91,638,604",55.79%
2020.12.14,"-77,632","-29,343","91,712,771",55.83%
2020.12.11,"+68,558","+22,084","91,754,553",55.86%
2020.12.10,"+13,583","+11,487","91,755,115",55.86%
2020.12.09,"-41,963","+30,290","91,753,483",55.86%
2020.12.08,"+10,940","-61,952","91,723,193",55.84%
2020.12.07,"-41,275","-151,562","91,788,200",55.88%
2020.12.04,"+89,653","+132,548","92,001,459",56.01%
2020.12.03,"-6,730","+193,133","91,928,911",55.96%
2020.12.02,"-95,958","-9,558","91,735,778",55.85%
2020.12.01,"+40,103","+240,586","91,745,336",55.85%
2020.11.30,"+42,313","-343,956","91,523,297",55.72%
2020.11.27,"-8,556","-24,357","91,867,253",55.93%
2020.11.26,"+19,804","+247,634","91,891,610",55.94%
2020.11.25,"-104,922","-56,114","91,654,856",55.80%
2020.11.24,"-95,321","+70,298","91,718,919",55.84%
2020.11.23,"-76,502","+141,757","91,650,980",55.80%
2020.11.20,"-57,025","-14,883","91,507,704",55.71%
2020.11.19,"-80,227","+4,159","91,519,115",55.71%
2020.11.18,"+31,375","+111,274","91,509,965",55.71%
2020.11.17,"-129,159","-14,516","91,401,946",55.64%
2020.11.16,"-167,975","-76,076","91,416,462",55.65%
2020.11.13,"-58,408","-41,110","91,514,239",55.71%
2020.11.12,"-174,210","-133,621","91,560,349",55.74%
2020.11.11,"-221,630","-139,768","91,693,970",55.82%
2020.11.10,"-541,873","-329,629","91,833,521",55.91%
2020.11.09,"-69,817","-59,015","92,141,450",56.09%
2020.11.06,"+9,823","+125,900","92,200,465",56.13%
2020.11.05,"-73,872","+96,793","92,074,565",56.05%
2020.11.04,"+202,226","+276,952","91,976,904",55.99%
2020.11.03,"-268,324","-150,894","91,698,216",55.82%
2020.11.02,"-137,331","-9,814","91,849,352",55.92%
2020.10.30,"-122,185","+77,528","91,859,166",55.92%
2020.10.29,"-27,883","+91,124","91,815,707",55.90%
2020.10.28,"+71,826","+122,962","91,730,703",55.84%
2020.10.27,"-35,356","+31,094","91,607,741",55.77%
2020.10.26,"-67,354","+60,117","91,579,685",55.75%
2020.10.23,"-53,315","-43,144","91,520,511",55.72%
2020.10.22,"+22,671","-47,246","91,563,655",55.74%
2020.10.21,"-18,086","+97,310","91,670,901",55.81%
2020.10.20,"-13,668","+121,854","91,573,591",55.75%
2020.10.19,"-13,235","-32,143","91,437,737",55.67%
2020.10.16,"+19,074","+34,849","91,470,823",55.69%
2020.10.15,"-79,225","-23,976","91,435,031",55.66%
2020.10.14,"-26,107","+162,790","91,458,064",55.68%
2020.10.13,"-50,706","+82,097","91,293,270",55.58%
2020.10.12,"-172,615","-25,542","91,211,173",55.53%
2020.10.08,"-144,553","+73,816","91,236,715",55.54%
2020.10.07,"-16,803","+77,701","91,151,199",55.49%
2020.10.06,"+113,462","+106,323","91,090,198",55.45%
2020.10.05,"-73,562","+138,512","90,988,875",55.39%
2020.09.29,"-92,301","+16,867","90,850,363",55.31%
2020.09.28,"+17,952","-5,589","90,833,496",55.30%
2020.09.25,"+1,088","-25,114","90,839,085",55.30%
2020.09.24,"-31,241","+96,478","90,842,199",55.30%
2020.09.23,"+62,443","+65,311","90,745,721",55.24%
2020.09.22,"-180,012","+173,670","90,663,050",55.19%
2020.09.21,"-80,935","+24,012","90,489,163",55.09%
2020.09.18,"-101,964","-58,514","90,464,934",55.07%
2020.09.17,"-191,960","-28,130","90,523,231",55.11%
2020.09.16,"-106,528","-89,764","90,530,625",55.11%
2020.09.15,"-33,922","+77,541","90,618,219",55.17%
2020.09.14,"-105,603","-23,797","90,540,678",55.12%
2020.09.11,"-87,942",+953,"90,553,625",55.13%
2020.09.10,"-126,394","-12,639","90,553,125",55.13%
2020.09.09,"-81,110","-8,747","90,565,764",55.13%
2020.09.08,"-75,682","-91,377","90,542,985",55.12%
2020.09.07,"-209,484","-305,461","90,634,362",55.18%
2020.09.04,"-111,218","-114,409","90,939,823",55.36%
2020.09.03,"-62,584","+213,499","91,094,232",55.46%
2020.09.02,"-83,557","+120,811","90,880,733",55.33%
2020.09.01,"-34,593","-9,310","90,714,922",55.23%
2020.08.31,"-7,069","-444,052","90,724,232",55.23%
2020.08.28,"-53,787","-79,841","91,168,066",55.50%
2020.08.27,"+5,831","-41,939","91,246,381",55.55%
2020.08.26,"+12,143","+76,253","91,285,704",55.57%
2020.08.25,"-61,261","+117,726","91,189,485",55.51%
2020.08.24,"+75,187","+42,121","91,071,759",55.44%
2020.08.21,"+46,115","-20,923","91,027,676",55.42%
2020.08.20,"-36,215","+29,092","91,047,073",55.43%
2020.08.19,"+73,530","+88,183","91,017,981",55.41%
2020.08.18,"+87,104","+125,994","90,928,708",55.36%
2020.08.14,"+1,851","-40,732","90,802,060",55.28%
2020.08.13,"-68,178","-157,769","90,893,048",55.33%
2020.08.12,"-86,773","-103,603","91,010,627",55.41%
2020.08.11,"+17,771","-44,861","91,126,468",55.48%
2020.08.10,+450,"-26,539","91,171,111",55.50%
2020.08.07,"-60,388","-82,274","91,190,674",55.52%
2020.08.06,"+29,300","+126,399","91,266,844",55.56%
2020.08.05,"-104,955","+107,337","91,133,033",55.48%
2020.08.04,"-19,139","-192,534","91,018,720",55.41%
2020.08.03,"+18,378","+174,710","91,225,639",55.54%
2020.07.31,"+3,197","+231,286","91,058,074",55.43%
2020.07.30,"-43,745","+163,235","90,823,954",55.29%
2020.07.29,"+57,731","-60,510","90,660,719",55.19%
2020.07.28,"+3,274","+69,303","90,726,229",55.23%
2020.07.27,"+34,383","+9,831","90,659,708",55.19%
2020.07.24,"-36,152","-40,708","90,648,787",55.19%
2020.07.23,"+81,034","+358,572","90,688,841",55.21%
2020.07.22,"+16,722","-95,226","90,312,558",54.98%
2020.07.21,"+17,045","+47,577","90,407,784",55.04%
2020.07.20,"-153,185","-247,123","90,364,989",55.01%
2020.07.17,"-66,483","+93,476","90,611,676",55.16%
2020.07.16,"-216,770","-29,708","90,518,200",55.11%
2020.07.15,"-26,051","-37,864","90,537,472",55.12%
2020.07.14,"-205,074","-244,534","90,574,900",55.14%
2020.07.13,"+2,535","-186,774","90,818,780",55.29%
2020.07.10,"-86,146","-255,104","91,005,336",55.40%
2020.07.09,"+70,988","-403,256","91,220,440",55.53%
2020.07.08,"+4,575","-116,525","91,623,696",55.78%
2020.07.07,"-82,735","-139,342","91,781,951",55.87%
2020.07.06,"+109,400","-114,760","91,931,293",55.97%
2020.07.03,"+53,415","-162,163","92,046,053",56.04%
2020.07.02,"+202,587","-13,419","92,208,216",56.13%
2020.07.01,"+35,462","-38,847","92,221,635",56.14%
2020.06.30,"+36,151","-43,803","92,250,236",56.16%
2020.06.29,"-35,405","+3,651","92,294,039",56.19%
2020.06.26,"-30,847","-86,884","92,173,384",56.11%
2020.06.25,"-176,173","-325,998","92,260,268",56.17%
2020.06.24,"-20,585","-122,583","92,586,266",56.36%
