,G_Val,F_Val,F_total,F_percent
2022.06.07,"-371,437","-994,664","126,111,416",28.40%
2022.06.03,"+285,362","+46,363","127,025,980",28.60%
2022.06.02,"-269,064","+22,661","126,989,144",28.60%
2022.05.31,"-179,124","+180,297","127,041,704",28.61%
2022.05.30,"+160,558","+294,341","126,847,407",28.56%
2022.05.27,"+89,939","-180,745","126,548,966",28.50%
2022.05.26,"-61,518","-4,555","126,712,049",28.53%
2022.05.25,"+153,153","+193,810","126,745,107",28.54%
2022.05.24,"-313,849","-186,889","126,568,862",28.50%
2022.05.23,"+22,487","-138,965","126,773,910",28.55%
2022.05.20,"+358,283","+292,989","126,909,226",28.58%
2022.05.19,"-193,460","-90,286","126,591,868",28.51%
2022.05.18,"-114,379","-72,086","126,682,154",28.53%
2022.05.17,"+238,837","-23,223","126,660,368",28.52%
2022.05.16,"+7,490","+344,682","126,663,364",28.52%
2022.05.13,"+144,129","+57,384","126,303,502",28.24%
2022.05.12,"-418,240","-715,865","126,246,118",28.29%
2022.05.11,"+94,373","+62,357","126,922,325",28.44%
2022.05.10,"+219,994","-215,120","126,745,363",28.40%
2022.05.09,"-87,000","+68,629","126,947,494",28.45%
2022.05.06,"-775,001","-811,096","127,025,395",28.46%
2022.05.04,"+1,789","-265,265","127,766,491",28.63%
2022.05.03,"+2,580","+98,881","128,000,973",28.68%
2022.05.02,"-465,214","-182,877","127,848,239",28.65%
2022.04.29,"+78,018","-208,065","128,031,116",28.69%
2022.04.28,"+112,363","-127,019","128,239,181",28.74%
2022.04.27,"-196,913","-50,133","128,366,200",28.76%
2022.04.26,"-13,352","+58,967","128,289,424",28.75%
2022.04.25,"-227,728","-23,463","128,279,457",28.74%
2022.04.22,"-596,361","+135,884","128,281,517",28.75%
2022.04.21,"-221,783","-323,017","128,212,763",28.73%
2022.04.20,"-155,758","+107,215","128,509,789",28.80%
2022.04.19,"+31,770","-32,759","128,440,219",28.78%
2022.04.18,"-111,351","-49,166","128,378,696",28.77%
2022.04.15,"-124,106","-18,970","128,727,862",28.85%
2022.04.14,"+115,407","-234,494","128,772,549",28.86%
2022.04.13,"+95,612","-103,135","129,055,386",28.92%
2022.04.12,"-269,699","+93,684","129,149,736",28.94%
2022.04.11,"-511,793","-60,003","129,046,154",28.92%
2022.04.08,"-638,577","-62,745","129,123,806",28.93%
2022.04.07,"-632,110","-238,226","129,095,279",28.94%
2022.04.06,"-287,450","-102,019","129,337,388",28.99%
2022.04.05,"+141,634","+362,280","129,479,407",29.02%
2022.04.04,"-101,358","+62,670","129,210,176",28.96%
2022.04.01,"-132,756","+139,984","129,135,221",28.95%
2022.03.31,"+30,543","+4,185","128,985,237",28.91%
2022.03.30,"+87,297","+111,386","129,015,652",28.92%
2022.03.29,"+193,764","+60,942","128,989,486",28.91%
2022.03.28,"+41,987","+113,262","128,484,713",28.80%
2022.03.25,"-116,779","+90,645","128,444,684",28.79%
2022.03.24,"-137,524","-26,527","128,183,736",28.73%
2022.03.23,"+62,109","-88,684","128,221,679",28.74%
2022.03.22,"-5,337","+167,180","128,293,015",28.76%
2022.03.21,"-260,262","-182,203","128,093,295",28.71%
2022.03.18,"+35,883","+255,506","128,195,498",28.74%
2022.03.17,"+289,469","+637,548","127,828,920",28.65%
2022.03.16,"+109,824","-49,534","127,127,960",28.50%
2022.03.15,"+113,510","-63,895","127,043,924",28.48%
2022.03.14,"+206,027","-38,606","127,028,747",28.47%
2022.03.11,"+9,183","+166,128","126,976,103",28.46%
2022.03.10,"+630,095","+1,420,783","126,830,669",28.44%
2022.03.08,"+192,622","-13,056","125,373,006",28.11%
2022.03.07,"-317,510","-238,342","125,403,062",28.12%
2022.03.04,"-100,300","-480,637","125,687,504",28.18%
2022.03.03,"+31,232","-145,283","126,190,798",28.30%
2022.03.02,"+172,535","-27,747","126,292,330",28.32%
2022.02.28,"-80,264","-257,374","126,270,009",28.31%
2022.02.25,"+378,751","+783,450","126,528,183",28.37%
2022.02.24,"-78,344","-322,793","125,744,924",28.20%
2022.02.23,"+102,790","+29,644","126,144,637",28.29%
2022.02.22,"-52,145","-130,296","125,930,201",28.24%
2022.02.21,"+128,685","+276,055","125,904,197",28.23%
2022.02.18,"-61,250","+296,474","125,576,842",28.16%
2022.02.17,"+79,132","-391,032","125,170,869",28.07%
2022.02.16,"+339,560","+106,853","125,837,163",28.22%
2022.02.15,"+102,207","-208,720","125,525,978",28.15%
2022.02.14,"+299,131","-1,358,865","125,542,705",28.15%
2022.02.11,"-9,780","+150,106","126,721,561",28.42%
2022.02.10,"+7,519","-216,889","126,651,653",28.40%
2022.02.09,"+5,728","-366,508","126,981,809",28.48%
2022.02.08,"-7,971","-533,479","127,348,317",28.56%
2022.02.07,"-351,855","+246,649","127,865,236",28.68%
2022.02.04,"-41,177","+25,548","127,666,905",28.63%
2022.02.03,"-27,619","-462,426","127,707,016",28.64%
2022.01.28,"+145,530","-205,317","128,101,442",28.73%
2022.01.27,"-367,072","-357,689","128,199,384",28.75%
2022.01.26,"+150,831","-242,461","128,507,693",28.82%
2022.01.25,"+81,420","-558,572","128,738,102",28.87%
2022.01.24,"+241,804","-356,759","129,228,640",28.98%
2022.01.21,"-11,006","-333,992","129,464,004",29.03%
2022.01.20,"+251,358","-353,544","129,756,596",29.10%
2022.01.19,"-13,608","+138,731","130,110,140",29.18%
2022.01.18,"-51,961","-82,471","129,971,409",29.15%
2022.01.17,"-197,404","-93,349","130,025,732",29.16%
2022.01.14,"-491,781","-503,854","130,125,081",29.18%
2022.01.13,"-125,311","-266,264","130,476,935",29.26%
2022.01.12,"+100,906","-444,942","130,794,799",29.33%
2022.01.11,"+56,356","-863,717","131,259,883",29.44%
2022.01.10,"-29,148","-909,925","132,098,207",29.62%
2022.01.07,"-169,770","-823,100","133,250,464",29.88%
2022.01.06,"-564,694","-1,859,246","134,196,193",30.10%
2022.01.05,"-973,097","-1,210,097","136,052,939",30.52%
2022.01.04,"-587,790","-661,024","137,262,836",30.79%
2022.01.03,"-90,952","+287,178","137,923,860",30.94%
2021.12.30,"-419,061","-128,354","137,606,682",30.87%
2021.12.29,"-393,633","+48,531","137,315,839",30.80%
2021.12.28,"+361,049","+272,624","137,331,123",30.81%
2021.12.27,"-42,565","-28,681","137,100,867",30.75%
2021.12.24,"+189,382","+131,063","137,196,108",30.78%
2021.12.23,"-115,510","-63,631","137,123,800",30.76%
2021.12.22,"-100,692","+32,841","137,260,314",30.79%
2021.12.21,"+122,812","+130,859","137,261,574",30.79%
2021.12.20,"-437,915","-371,107","137,178,710",30.77%
2021.12.17,"+15,486","-293,280","137,555,261",30.86%
2021.12.16,"+64,832","+15,083","137,848,633",30.92%
2021.12.15,"-118,512","+161,402","137,985,074",30.95%
2021.12.14,"-250,689","-129,988","137,864,036",30.93%
2021.12.13,"-199,231","-222,360","137,994,855",30.96%
2021.12.10,"-55,690","+231,653","138,229,813",31.01%
2021.12.09,"+181,475","-48,682","137,998,160",30.96%
2021.12.08,"+236,597","-278,140","138,046,842",30.97%
2021.12.07,"-93,478","-151,647","138,324,982",31.04%
2021.12.06,"-192,361","-344,393","138,476,629",31.07%
2021.12.03,"-55,403","+342,393","138,795,287",31.14%
2021.12.02,"-124,897","+8,862","138,452,894",31.06%
2021.12.01,"-49,965","+67,807","138,825,439",31.15%
2021.11.30,"-109,483","+134,855","138,775,632",31.14%
2021.11.29,"-114,069","-55,511","138,000,777",30.96%
2021.11.26,"-108,269","-23,402","138,087,288",30.98%
2021.11.25,"+86,678","+956,275","138,139,111",30.99%
2021.11.24,"-267,745","+65,812","137,472,836",30.84%
2021.11.23,"-306,332","-457,481","137,500,303",30.85%
2021.11.22,"+229,952","+368,724","137,989,404",30.96%
2021.11.19,"+34,800","+469,873","137,620,680",30.88%
2021.11.18,"+36,776","+35,264","137,151,492",30.77%
2021.11.17,"-240,163","-130,671","137,120,158",30.77%
2021.11.16,"+22,832","+7,697","137,250,829",30.79%
2021.11.15,"+169,338","+544,747","137,243,357",30.79%
2021.11.12,"+148,417","+563,908","136,698,610",30.67%
2021.11.11,"+14,301","+317,436","136,136,572",30.57%
2021.11.10,"-3,211","-54,809","135,790,134",30.49%
2021.11.09,"+95,593","+146,065","135,819,073",30.50%
2021.11.08,"-87,813","-693,860","135,627,662",30.45%
2021.11.05,"-59,429","-208,548","136,418,797",30.63%
2021.11.04,"+779,858","+1,075,481","136,627,408",30.68%
2021.11.03,"-365,081","-96,338","135,618,671",30.45%
2021.11.02,"+208,060","+445,958","135,715,009",30.47%
2021.11.01,"+200,654","+43,436","135,282,096",30.38%
2021.10.29,"-130,537","+91,745","135,010,920",30.31%
2021.10.28,"-73,801","-119,811","135,072,795",30.33%
2021.10.27,"-34,004","+365,156","135,173,606",30.35%
2021.10.26,"+100,110","+183,662","134,728,450",30.25%
2021.10.25,"+29,054","-24,616","134,544,788",30.21%
2021.10.22,"+64,887","+60,098","134,591,354",30.22%
2021.10.21,"+132,938","-20,253","134,572,610",30.22%
2021.10.20,"+53,321","+103,090","134,422,863",30.18%
2021.10.19,"+277,609","+542,919","134,319,773",30.16%
2021.10.18,"-27,892","+1,312","133,811,909",30.05%
2021.10.15,"+103,703","+8,652","133,818,255",30.05%
2021.10.14,"+466,380","+159,432","133,850,558",30.05%
2021.10.13,"+183,613","+200,813","133,691,126",30.02%
2021.10.12,"+10,321","-360,869","133,588,368",30.00%
2021.10.08,"+30,449","-109,068","134,144,289",30.12%
2021.10.07,"+603,958","-263,166","134,313,357",30.18%
2021.10.06,"+140,569","+342,117","134,608,138",30.25%
2021.10.05,"-98,732","-504,125","134,514,366",30.23%
2021.10.01,"-21,626","-77,737","135,057,987",30.35%
2021.09.30,"+139,619","-100,380","135,068,324",30.35%
2021.09.29,"-102,281","-193,370","135,199,185",30.38%
2021.09.28,"-344,778","-135,912","135,380,312",30.42%
2021.09.27,"+67,450","-327,131","135,516,295",30.45%
2021.09.24,"+39,105","+121,257","135,891,021",30.54%
2021.09.23,"-212,095","+184,930","135,583,906",30.47%
2021.09.17,"-427,844","-131,881","135,428,385",30.43%
2021.09.16,"-131,034","+44,323","135,548,630",30.46%
2021.09.15,"-170,862","-820,888","135,563,994",30.46%
2021.09.14,"+135,283","-1,954,673","136,364,782",30.64%
2021.09.13,"-323,335","-3,525","138,269,455",31.07%
2021.09.10,"+40,194","-1,089,410","138,341,378",31.09%
2021.09.09,"-801,852","-1,316,824","139,203,626",31.30%
2021.09.08,"-1,368,371","-3,073,136","140,319,943",31.55%
2021.09.07,"-75,699","+70,165","143,602,216",32.29%
2021.09.06,"+76,489","-44,243","143,526,014",32.27%
2021.09.03,"+119,312","+298,227","143,347,631",32.23%
2021.09.02,"-120,101","+305,275","143,057,404",32.17%
2021.09.01,"-71,295","-244,474","142,814,029",32.11%
2021.08.31,"+47,203","+994,664","143,258,503",32.21%
2021.08.30,"+82,857","+156,106","142,418,839",32.03%
2021.08.27,"+182,534","-43,124","142,262,733",31.99%
2021.08.26,"+3,862","-119,411","142,305,857",32.00%
2021.08.25,"+85,085","+333,435","142,431,656",32.03%
2021.08.24,"+11,888","+204,739","142,098,339",31.95%
2021.08.23,"+173,690","+871,216","142,074,600",31.95%
2021.08.20,"+9,788","-190,797","141,180,384",31.75%
2021.08.19,"+107,615","+557,789","141,371,181",31.79%
2021.08.18,"+245,560","+287,522","140,739,362",31.65%
2021.08.17,"-172,042","-214,013","140,451,312",31.58%
2021.08.13,"-146,163","+196,064","140,726,909",31.64%
2021.08.12,"+546,784","+13,862","140,653,439",31.65%
2021.08.11,"-3,383","-561,935","140,615,383",31.64%
2021.08.10,"-6,380","-235,038","141,152,441",31.76%
2021.08.09,"+84,890","+276,171","141,275,845",31.79%
2021.08.06,"-342,721","-997,046","141,023,829",31.73%
2021.08.05,"-54,332","-79,573","142,024,434",31.95%
2021.08.04,"+290,045","+226,992","142,215,581",32.00%
2021.08.03,"-63,405","+353,472","141,988,589",31.95%
2021.08.02,"+72,848","-160,676","141,635,117",31.87%
2021.07.30,"-78,735","-75,290","141,795,793",31.90%
2021.07.29,"+89,121","+284,509","141,891,083",31.92%
2021.07.28,"+192,818","+117,310","141,606,574",31.86%
2021.07.27,"+43,776","+439,347","141,518,109",31.84%
2021.07.26,"-172,724","+163,338","141,086,940",31.74%
2021.07.23,"+217,378","+5,467","140,861,834",31.69%
2021.07.22,"+73,893","+363,716","140,959,528",31.71%
2021.07.21,"-796,468","-912,244","140,759,712",31.67%
2021.07.20,-992,"+223,873","141,813,689",31.91%
2021.07.19,"-182,115","-29,535","141,566,536",31.85%
2021.07.16,"-426,821","-328,915","141,563,511",31.85%
2021.07.15,"-218,777","-528,057","142,029,685",31.96%
2021.07.14,"+28,099","+111,865","142,698,966",32.11%
2021.07.13,"+76,663","-476,611","142,445,551",32.05%
2021.07.12,"+157,389","+223,775","142,922,162",32.16%
2021.07.09,"-110,100","-244,520","142,716,237",32.11%
2021.07.08,"+242,150","+133,935","143,027,757",32.22%
2021.07.07,"+102,023","+689,249","142,902,513",32.19%
2021.07.06,"-46,744","+53,560","142,183,264",32.03%
2021.07.05,"-257,418","-182,938","142,129,704",32.02%
2021.07.02,"+13,928","+31,518","142,662,943",32.14%
2021.07.01,"-282,424","-551,545","142,645,425",32.13%
2021.06.30,"+181,306","-506,594","143,006,970",32.21%
2021.06.29,"-104,792","+63,118","143,404,263",32.30%
2021.06.28,"-176,028","-545,704","142,852,270",32.18%
2021.06.25,"-30,129","-574,488","143,083,974",32.23%
2021.06.24,"-932,909","-1,817,095","143,833,762",32.40%
2021.06.23,"-179,393","-71,955","145,498,675",32.78%
2021.06.22,"-80,195","+115,542","145,546,764",32.79%
2021.06.21,"-425,174","-1,311,534","145,464,614",32.77%
2021.06.18,"-160,027","-714,792","146,670,567",33.04%
2021.06.17,"-132,545","+85,026","147,395,459",33.20%
2021.06.16,"-45,388","-1,131,953","147,252,651",33.17%
2021.06.15,"+19,493","-322,052","148,374,504",33.42%
2021.06.14,"-124,119","-48,255","148,751,556",33.51%
2021.06.11,"-19,148","+17,984","148,813,608",33.52%
2021.06.10,"-188,145","+777,850","148,786,824",33.52%
2021.06.09,"+55,847","+271,362","148,008,974",33.35%
2021.06.08,"+168,559","+225,823","147,700,489",33.28%
2021.06.07,"+173,943","+92,451","147,502,347",33.23%
2021.06.04,"-218,726","-394,097","147,409,896",33.21%
2021.06.03,"-29,463","-66,691","147,803,993",33.30%
2021.06.02,"-76,154","-106,664","147,984,526",33.34%
2021.06.01,"+151,531","+851,809","148,171,390",33.38%
2021.05.31,"-161,659","+514,421","147,494,501",33.23%
2021.05.28,"+183,310","-858,820","146,981,937",33.11%
2021.05.27,"+576,022","+1,589,909","147,937,757",33.33%
2021.05.26,"+106,509","+499,200","146,345,928",32.97%
2021.05.25,"+227,875","+218,015","145,700,748",32.83%
2021.05.24,"+12,679","-203,606","145,533,298",32.79%
2021.05.21,"+357,930","+645,593","145,734,772",32.83%
2021.05.20,"-10,420","+115,801","145,074,801",32.69%
2021.05.18,"+221,699","-96,993","144,959,000",32.66%
2021.05.17,"+4,556","+151,212","145,275,953",32.73%
2021.05.14,"-190,950","-407,846","145,152,265",32.71%
2021.05.13,"-431,410","-1,052,388","145,491,076",32.78%
2021.05.12,"-251,861","-395,219","146,599,429",33.03%
2021.05.11,"-435,270","-68,214","147,069,648",33.14%
2021.05.10,"+148,344","+122,433","147,137,862",33.15%
2021.05.07,"-118,932","-444,736","147,129,363",33.15%
2021.05.06,"-279,272","-810,044","147,574,099",33.25%
2021.05.04,"+210,307","-154,400","148,375,143",33.43%
2021.05.03,"-15,745","-73,016","148,519,177",33.46%
2021.04.30,"-554,499","-528,050","148,638,660",33.49%
2021.04.29,"-170,528","-410,527","149,089,781",33.59%
2021.04.28,"-96,294","-128,811","149,500,308",33.69%
2021.04.27,"+67,542","+188,015","149,608,244",33.71%
2021.04.26,"-185,561","+273,054","149,421,504",33.67%
2021.04.23,+397,"-27,246","149,145,379",33.61%
2021.04.22,"-120,954","-162,531","149,179,715",33.61%
2021.04.21,"-204,236","-792,545","149,341,968",33.65%
2021.04.20,"-37,502","-310,754","150,223,013",33.85%
2021.04.19,"-105,643","-1,276,956","150,502,175",33.91%
2021.04.16,"+185,582","+1,380,067","151,779,131",34.20%
2021.04.15,"-2,263,494","-1,206,626","150,392,669",33.89%
2021.04.14,0,0,"151,558,295",170.75%
2021.04.13,0,0,"30,311,659",34.15%
2021.04.12,0,0,"30,311,659",34.15%
2021.04.09,"+11,604","+21,624","30,335,969",34.18%
2021.04.08,+186,"-18,563","30,283,809",34.12%
2021.04.07,"+34,055","-114,189","30,301,946",34.14%
2021.04.06,"+95,232","+622,131","30,421,235",34.28%
2021.04.05,"+2,273","+56,794","29,719,184",33.49%
2021.04.02,"+24,101","-14,485","29,673,210",33.44%
2021.04.01,"+70,607","-36,291","29,767,375",33.54%
2021.03.31,"-22,480","+77,283","29,802,382",33.58%
2021.03.30,"+22,365","+36,719","29,725,099",33.49%
2021.03.29,"-53,761","-58,271","29,676,380",33.44%
2021.03.26,"+14,088","+127,209","29,726,051",33.50%
2021.03.25,"-17,412","-116,771","29,585,842",33.35%
2021.03.24,"-6,198","+17,347","29,631,285",33.40%
2021.03.23,"-25,877","+7,146","29,593,938",33.36%
2021.03.22,"+10,705","-8,689","29,586,939",33.35%
2021.03.19,"-68,154","-31,013","29,595,201",33.36%
2021.03.18,"+106,819","+149,174","29,618,022",33.39%
2021.03.17,"+5,259","+33,678","29,457,596",33.21%
2021.03.16,"-16,746","-38,546","29,420,161",33.17%
2021.03.15,"-33,711","-25,161","29,458,175",33.21%
2021.03.12,"+2,710","-30,331","29,483,336",33.24%
2021.03.11,"-8,115","+171,936","29,513,667",33.28%
2021.03.10,"+12,568","+164,452","29,340,053",33.09%
2021.03.09,"-49,156","-141,864","29,188,490",32.92%
2021.03.08,"-39,630","-176,903","29,308,467",33.05%
2021.03.05,"-110,178","-151,628","29,480,370",33.24%
2021.03.04,"-116,398","-229,712","29,631,998",33.42%
2021.03.03,"+38,991","-70,496","29,861,646",33.67%
2021.03.02,"+45,630","-9,429","29,930,655",33.75%
2021.02.26,"-108,256","-464,211","29,907,172",33.73%
2021.02.25,"+46,424","-50,966","30,371,527",34.25%
2021.02.24,"-47,371","-64,287","30,419,581",34.31%
2021.02.23,"-41,485","-39,980","30,483,868",34.38%
2021.02.22,"-80,884","-134,297","30,523,877",34.42%
2021.02.19,"+17,836","-44,539","30,656,818",34.57%
2021.02.18,"-33,785","-12,058","30,717,045",34.64%
2021.02.17,"-96,156","-77,162","30,727,747",34.65%
2021.02.16,"-28,781","+132,435","30,869,909",34.81%
2021.02.15,"+19,446","+63,474","30,737,303",34.67%
2021.02.10,"-44,074","+706,184","30,673,829",34.64%
2021.02.09,"+7,850","+166,439","29,967,645",33.84%
2021.02.08,"+78,523","+23,650","29,801,206",33.65%
2021.02.05,"-5,671","-30,047","29,777,556",33.62%
2021.02.04,"-62,838","-52,766","29,799,803",33.65%
2021.02.03,"+21,052","+139,958","29,852,569",33.71%
2021.02.02,"+19,742","-5,674","29,712,611",33.55%
2021.02.01,"+2,645","-167,588","29,718,285",33.56%
2021.01.29,"-47,502","-54,165","29,893,873",33.76%
2021.01.28,"+35,089","-111,990","29,948,038",33.84%
2021.01.27,"+13,563","+36,114","30,060,028",33.97%
2021.01.26,"-86,196","-186,722","29,865,914",33.75%
2021.01.25,"-11,860","+57,652","30,051,280",33.96%
2021.01.22,"+8,159","+158,905","29,993,628",33.89%
2021.01.21,"+68,485","+30,337","29,834,723",33.71%
2021.01.20,"-35,811",+148,"29,804,386",33.68%
2021.01.19,"+54,583","+24,726","29,804,238",33.68%
2021.01.18,"-12,509","+52,120","29,768,669",33.64%
2021.01.15,"-158,952","+80,268","29,716,775",33.58%
2021.01.14,"-64,227","-17,348","29,593,981",33.46%
2021.01.13,"+23,785","-16,723","29,611,329",33.47%
2021.01.12,"-84,181","+120,159","29,617,412",33.48%
2021.01.11,"-177,432","+303,893","29,478,876",33.32%
2021.01.08,"+111,630","+311,872","29,175,268",32.98%
2021.01.07,"+29,411",+783,"28,842,956",32.61%
2021.01.06,"-48,909","+242,174","28,842,173",32.61%
2021.01.05,"-95,313","-40,418","28,591,195",32.33%
2021.01.04,"-62,182","+108,332","28,631,613",32.38%
2020.12.30,"-9,324","+77,129","28,523,281",32.25%
2020.12.29,"-41,224","+259,974","28,450,152",32.17%
2020.12.28,"+98,038","+69,806","28,190,178",31.88%
2020.12.24,+761,"-24,425","28,120,372",31.84%
2020.12.23,"+40,578","+43,397","28,166,352",31.89%
2020.12.22,"+100,835","+61,773","28,124,603",31.85%
2020.12.21,"+222,510","+150,740","28,066,646",31.78%
2020.12.18,"-21,528","-22,394","27,912,768",31.61%
2020.12.17,"-7,371","-70,025","27,943,272",31.64%
2020.12.16,"+10,543","+18,479","28,011,158",31.72%
2020.12.15,"-19,937","-43,696","28,009,441",31.72%
2020.12.14,"-30,670","-27,564","28,068,737",31.78%
2020.12.11,"+23,422","+15,499","28,101,715",31.82%
2020.12.10,"+20,385","-110,462","28,101,868",31.83%
2020.12.09,"+16,304","-145,986","28,256,929",32.01%
2020.12.08,"-59,169","-196,122","28,389,915",32.16%
2020.12.07,"-57,528","-194,866","28,587,542",32.38%
2020.12.04,"+172,250","+274,214","28,778,342",32.60%
2020.12.03,"-41,923","+27,156","28,504,151",32.29%
2020.12.02,"-33,293","-21,131","28,474,597",32.26%
2020.12.01,"+100,743","+78,332","28,492,535",32.28%
2020.11.30,"+28,005","-105,455","28,479,503",32.26%
2020.11.27,"-29,011","-15,802","28,584,958",32.38%
2020.11.26,"+6,947","+163,597","28,600,760",32.40%
2020.11.25,"-52,884","-69,532","28,442,123",32.22%
2020.11.24,"-21,460","+91,160","28,511,333",32.30%
2020.11.23,"-22,156","+54,009","28,421,246",32.19%
2020.11.20,-679,"+16,703","28,388,415",32.16%
2020.11.19,"-7,840","+30,119","28,375,650",32.14%
2020.11.18,"+25,900","+110,468","28,343,070",32.11%
2020.11.17,"-25,235","+34,427","28,234,207",31.98%
2020.11.16,"-76,251","-76,174","28,199,780",31.94%
2020.11.13,"+36,371","+141,752","28,286,655",32.04%
2020.11.12,"-75,579","+3,653","28,144,903",31.89%
2020.11.11,"-122,043","+49,775","28,141,250",31.89%
2020.11.10,"-263,769","-134,386","28,091,368",31.83%
2020.11.09,"+13,104","-68,816","28,215,054",31.97%
2020.11.06,"+96,257","+173,475","28,283,870",32.05%
2020.11.05,"-7,674","+46,913","28,110,395",31.85%
2020.11.04,"+222,209","+235,383","28,063,054",31.80%
2020.11.03,"-48,754","-22,679","27,826,815",31.53%
2020.11.02,"+7,050","+36,750","27,849,494",31.56%
2020.10.30,"-45,649","-177,022","27,812,744",31.52%
2020.10.29,"-30,141","-89,794","28,006,565",31.74%
2020.10.28,"+65,378","-28,487","28,099,149",31.84%
2020.10.27,"-1,315","+37,630","28,127,636",31.87%
2020.10.26,"-85,644","+91,625","28,086,240",31.83%
2020.10.23,"-113,684","-83,641","27,999,109",31.73%
2020.10.22,"-39,681","-8,514","28,082,750",31.82%
2020.10.21,"+5,637","-101,164","28,122,670",31.87%
2020.10.20,"-72,730","+6,429","28,233,834",31.99%
2020.10.19,"-41,881","-14,335","28,227,405",31.99%
2020.10.16,"-12,116","-39,935","28,215,240",31.97%
2020.10.15,"-62,828","+9,412","28,262,675",32.03%
2020.10.14,"-39,939","+24,220","28,260,763",32.02%
2020.10.13,"-22,614","+16,515","28,243,043",32.00%
2020.10.12,"-98,590","-4,677","28,231,528",31.99%
2020.10.08,"-42,440","+114,887","28,236,205",32.00%
2020.10.07,"+45,482","-17,004","28,135,818",31.95%
2020.10.06,"+96,133","+219,049","28,167,022",31.98%
2020.10.05,"+38,886","+112,482","27,952,973",31.74%
2020.09.29,"-42,053","-134,963","27,844,491",31.62%
2020.09.28,"+57,773","+72,684","27,989,954",31.78%
2020.09.25,"+3,513","+1,970","27,900,270",31.68%
2020.09.24,"-25,052","-127,690","27,898,300",31.69%
2020.09.23,"+58,959","+29,128","28,025,990",31.84%
2020.09.22,"-19,934","+40,829","27,988,302",31.79%
2020.09.21,"-20,302","-45,420","27,947,366",31.75%
2020.09.18,"+23,416","-3,341","27,996,679",31.80%
2020.09.17,"-42,751","+6,250","28,002,913",31.81%
2020.09.16,"-14,188","-112,255","27,988,007",31.79%
2020.09.15,"+46,250","-52,256","28,112,692",31.93%
2020.09.14,"-116,806","+53,486","28,162,248",31.99%
2020.09.11,"-92,750","-43,096","28,103,412",31.92%
2020.09.10,"-65,669","-11,516","28,066,508",31.89%
2020.09.09,"-132,257","+10,239","28,042,524",31.86%
2020.09.08,"-21,291","-16,173","28,037,036",31.86%
2020.09.07,"-142,671","-60,703","28,053,209",31.87%
2020.09.04,"-78,163","-78,379","28,124,412",31.95%
2020.09.03,"-41,047","-30,517","28,216,791",32.06%
2020.09.02,"+14,162","+91,741","28,247,308",32.09%
2020.09.01,"-40,927","-57,724","28,174,067",32.01%
2020.08.31,"-60,115","-181,987","28,231,791",32.08%
2020.08.28,"-125,629","-236,632","28,413,671",32.28%
2020.08.27,"+87,374","+44,232","28,649,554",32.55%
2020.08.26,"+22,868","+167,512","28,604,038",32.50%
2020.08.25,"-10,596","-30,024","28,427,625",32.30%
2020.08.24,"+29,851","+41,031","28,457,449",32.33%
2020.08.21,"+27,398","+108,103","28,428,355",32.30%
2020.08.20,"+34,105","-51,216","28,324,503",32.18%
2020.08.19,"+15,980","-218,313","28,375,719",32.24%
2020.08.18,"+159,311","+257,637","28,610,497",32.51%
2020.08.14,"+51,101","-31,506","28,372,121",32.24%
2020.08.13,"+138,762","-53,557","28,402,771",32.27%
2020.08.12,"-5,117","-20,132","28,438,793",32.31%
2020.08.11,"-41,445","-110,047","28,451,925",32.33%
2020.08.10,"-69,725","-5,660","28,568,865",32.46%
2020.08.07,"-203,128","-283,914","28,583,101",32.48%
2020.08.06,"-304,553","-195,350","28,865,019",32.86%
2020.08.05,"-17,697","-65,780","29,056,731",33.08%
2020.08.04,"-80,373","-99,255","29,119,087",33.15%
2020.08.03,"+68,744","-2,414","29,217,486",33.26%
2020.07.31,"+58,800","+97,657","29,219,365",33.26%
2020.07.30,"-39,202","+12,257","29,120,317",33.15%
2020.07.29,"-8,412","+37,755","29,108,060",33.14%
2020.07.28,"+18,954","+11,371","29,070,305",33.09%
2020.07.27,"+48,091","+23,399","29,058,827",33.08%
2020.07.24,"-38,444","-23,929","29,034,893",33.05%
2020.07.23,"+29,294","+104,215","29,008,501",33.02%
2020.07.22,"-3,053","-39,041","28,903,978",32.90%
2020.07.21,"+1,319","-204,265","28,943,019",32.95%
2020.07.20,"-125,201","-244,154","29,151,209",33.18%
2020.07.17,"-35,296","-63,186","29,395,149",33.46%
2020.07.16,"-195,682","+27,465","29,458,335",33.53%
2020.07.15,"-103,353","-64,776","29,430,656",33.50%
2020.07.14,"-120,931","-8,193","29,495,218",33.58%
2020.07.13,"-11,213","-152,265","29,503,090",33.59%
2020.07.10,"-129,520","-330,240","29,665,248",33.77%
2020.07.09,"-226,899","-26,845","29,935,488",34.10%
2020.07.08,"-95,816","+142,348","29,962,333",34.13%
2020.07.07,"-139,603","+193,471","29,818,380",33.96%
2020.07.06,"+2,288","-88,023","29,624,909",33.74%
2020.07.03,"+14,799","+122,310","29,737,932",33.87%
2020.07.02,"+150,671","+232,358","29,615,622",33.73%
2020.07.01,"-12,765","+67,464","29,363,264",33.44%
2020.06.30,"+5,258","-15,028","29,327,771",33.40%
2020.06.29,"-73,700","+61,111","29,347,799",33.43%
2020.06.26,"-22,296","+19,584","29,238,342",33.30%
2020.06.25,"-101,875","-86,886","29,208,758",33.39%
