,G_Val,F_Val,F_total,F_percent
2013.10.18,"+9,013","-22,753","7,492,674",55.26%
2013.10.17,"-7,945","-4,247","7,515,427",55.43%
2013.10.16,"-21,816","-1,200","7,519,674",55.46%
2013.10.15,"-8,884","+9,450","7,520,874",55.47%
2013.10.14,"-14,226","+10,854","7,511,424",55.40%
2013.10.11,-437,"-2,017","7,494,570",55.28%
2013.10.10,"-50,147","+48,771","7,496,587",55.29%
2013.10.08,"-30,367","+30,834","7,447,816",54.93%
2013.10.07,"-24,545","+27,096","7,417,314",54.71%
2013.10.04,"-30,727","+25,277","7,390,218",54.51%
2013.10.02,"+3,799","+14,823","7,414,941",54.69%
2013.10.01,"+15,629","+4,445","7,400,118",54.58%
2013.09.30,+689,-42,"7,395,673",54.55%
2013.09.27,"+13,317","-4,051","7,396,715",54.55%
2013.09.26,"-18,607","+22,663","7,394,766",54.54%
2013.09.25,"-11,773","+24,175","7,372,103",54.37%
2013.09.24,"+4,756","+9,815","7,349,014",54.20%
2013.09.23,"-34,081","+38,894","7,339,199",54.13%
2013.09.17,"-6,993","+24,568","7,300,305",53.84%
2013.09.16,"+4,421","+1,220","7,260,808",53.55%
2013.09.13,"+18,999","+5,740","7,259,588",53.54%
2013.09.12,"-12,103","+17,377","7,253,848",53.50%
2013.09.11,"-14,636","+44,179","7,236,471",53.37%
2013.09.10,"-28,444","+12,208","7,192,292",53.05%
2013.09.09,"-29,944","+27,481","7,180,084",52.96%
2013.09.06,"-21,988","+34,897","7,154,103",52.76%
2013.09.05,"-18,443","+15,530","7,119,206",52.51%
2013.09.04,"-27,347","+22,648","7,103,676",52.39%
2013.09.03,"-28,225","+11,714","7,079,028",52.21%
2013.09.02,+552,"+13,136","7,067,314",52.12%
2013.08.30,"-50,422",-551,"7,072,678",52.16%
2013.08.29,"-12,408","-2,149","7,093,229",52.32%
2013.08.28,"-68,343","+48,019","7,096,378",52.34%
2013.08.27,"-8,909",+844,"7,050,359",52.00%
2013.08.26,"-20,895","-1,518","7,049,515",51.99%
2013.08.23,"-12,042",-791,"7,051,033",52.00%
2013.08.22,"+10,173","-6,357","7,055,824",52.04%
2013.08.21,"+15,156","+3,224","7,062,181",52.09%
2013.08.20,-228,"+11,836","7,057,957",52.06%
2013.08.19,"-16,451","+12,555","7,046,121",51.97%
2013.08.16,"-11,689","+19,677","7,083,566",52.24%
2013.08.14,"-10,495",-341,"7,063,889",52.10%
2013.08.13,"+6,934","-4,370","7,014,230",51.73%
2013.08.12,"-10,122","-14,910","7,018,600",51.76%
2013.08.09,"+8,582","-4,305","7,033,510",51.87%
2013.08.08,"-11,222","+25,276","7,037,815",51.91%
2013.08.07,"-3,798","+25,569","7,012,539",51.72%
2013.08.06,"-30,551","+42,033","6,988,970",51.55%
2013.08.05,+878,"+6,922","6,946,937",51.24%
2013.08.02,"-21,438","+28,519","6,940,015",51.19%
2013.08.01,-979,"+4,233","6,910,496",50.97%
2013.07.31,"+13,066","-8,346","6,905,263",50.93%
2013.07.30,"+23,470","-7,444","6,913,609",50.99%
2013.07.29,"+21,444","-12,762","6,921,053",51.05%
2013.07.26,"+1,927","+21,530","6,933,815",51.14%
2013.07.25,"-14,194","+17,253","6,912,285",50.98%
2013.07.24,"-19,713","+13,783","6,895,032",50.85%
2013.07.23,"-21,737","+40,894","6,881,249",50.75%
2013.07.22,"-4,677","+30,181","6,840,355",50.45%
2013.07.19,"+25,681","+11,365","6,810,174",50.23%
2013.07.18,"-27,453","+33,983","6,798,809",50.14%
2013.07.17,"+8,347","+5,012","6,764,826",49.89%
2013.07.16,"+2,999","+4,142","6,759,814",49.86%
2013.07.15,"-30,631","+44,761","6,755,672",49.83%
2013.07.12,"-40,636","+35,883","6,710,911",49.50%
2013.07.11,"+13,382","-4,754","6,674,528",49.23%
2013.07.10,"+10,615","-2,574","6,679,282",49.26%
2013.07.09,"-68,058","+74,214","6,682,356",49.28%
2013.07.08,"-8,062","+10,335","6,607,142",48.73%
2013.07.05,"+14,157","+14,778","6,596,807",48.65%
2013.07.04,"+1,187","+12,823","6,582,029",48.54%
2013.07.03,"-15,484","+16,565","6,566,706",48.43%
2013.07.02,"+10,461","+10,350","6,550,141",48.31%
2013.07.01,"+3,264","+7,892","6,540,391",48.24%
2013.06.28,"+6,293","-25,740","6,532,499",48.18%
2013.06.27,"+20,407","-15,941","6,558,239",48.37%
2013.06.26,"+23,684","-64,175","6,574,180",48.49%
2013.06.25,"+4,705","+3,078","6,638,855",48.96%
2013.06.24,+214,+240,"6,635,177",48.94%
2013.06.21,"+36,816","-4,005","6,634,937",48.94%
2013.06.20,"+49,672","-12,065","6,638,942",48.96%
2013.06.19,"+5,703","+13,913","6,652,007",49.06%
2013.06.18,"+12,451","-1,341","6,638,094",48.96%
2013.06.17,"+12,292","-2,723","6,634,935",48.94%
2013.06.14,"+5,152","+8,862","6,637,658",48.96%
2013.06.13,"+31,098","-5,359","6,628,796",48.89%
2013.06.12,"+23,485","+1,079","6,634,155",48.93%
2013.06.11,"+17,051","-8,158","6,633,076",48.92%
2013.06.10,"+19,467","-24,593","6,641,234",48.98%
2013.06.07,"-15,572","-30,617","6,665,827",49.16%
2013.06.05,"-7,703","-24,944","6,696,444",49.39%
2013.06.04,"-1,799","-11,077","6,731,388",49.65%
2013.06.03,+573,"-50,580","6,742,465",49.73%
2013.05.31,"+6,007","-16,710","6,778,045",49.99%
2013.05.30,"-6,764","-9,763","6,794,755",50.11%
2013.05.29,"+18,182","+12,253","6,804,518",50.19%
2013.05.28,"-13,249","+19,729","6,792,265",50.10%
2013.05.27,"-42,005","+15,134","6,772,536",49.95%
2013.05.24,"-20,834","+23,069","6,757,402",49.84%
2013.05.23,"-3,509","+13,768","6,734,333",49.67%
2013.05.22,"-26,712","+19,245","6,720,565",49.57%
2013.05.21,"+48,969","-35,719","6,701,320",49.42%
2013.05.20,"+18,014","-1,643","6,737,039",49.69%
2013.05.16,"+13,523","-14,324","6,738,682",49.70%
2013.05.15,"-22,042",-839,"6,753,006",49.81%
2013.05.14,"-29,741","-12,396","6,756,845",49.83%
2013.05.13,"-46,048","+21,465","6,769,241",49.93%
2013.05.10,"-45,569","+30,794","6,747,776",49.77%
2013.05.09,"-46,852","+31,676","6,716,982",49.54%
2013.05.08,"-10,008","+1,606","6,685,306",49.31%
2013.05.07,"-17,239","+42,543","6,683,700",49.29%
2013.05.06,"+3,544","+8,451","6,646,157",49.02%
2013.05.03,"+1,292","+7,588","6,637,706",48.96%
2013.05.02,-875,"+9,285","6,630,118",48.90%
2013.04.30,-578,-490,"6,620,833",48.83%
2013.04.29,"-12,845","+32,625","6,621,323",48.83%
2013.04.26,"+7,376",+645,"6,588,698",48.59%
2013.04.25,"+11,505","+3,847","6,588,053",48.59%
2013.04.24,"+3,748","-4,465","6,584,206",48.56%
2013.04.23,"-39,130","-4,413","6,588,671",48.59%
2013.04.22,"+2,134","-5,717","6,593,084",48.63%
2013.04.19,"+18,255","+2,794","6,593,801",48.63%
2013.04.18,"+5,392","-11,165","6,591,007",48.61%
2013.04.17,"+8,902","-1,134","6,602,172",48.69%
2013.04.16,"+4,474","+36,884","6,603,306",48.70%
2013.04.15,"-22,866","-31,552","6,566,422",48.52%
2013.04.12,"-4,495","-12,244","6,597,974",48.75%
2013.04.11,"+10,062","-33,711","6,610,218",48.84%
2013.04.10,"+30,319","-13,804","6,643,929",49.09%
2013.04.09,"+5,984","-14,369","6,657,733",49.19%
2013.04.08,"+10,523","-60,078","6,672,102",49.30%
2013.04.05,"+2,576",+878,"6,732,180",49.75%
2013.04.04,"+21,779","+3,344","6,731,302",49.74%
2013.04.03,"-4,648","-1,094","6,727,958",49.71%
2013.04.02,"+3,396","-7,248","6,729,052",49.72%
2013.04.01,"+8,847","-6,942","6,736,300",49.78%
2013.03.29,"+7,055","-7,479","6,743,242",49.83%
2013.03.28,"-7,877","+2,060","6,750,721",49.88%
2013.03.27,"-8,613",-57,"6,748,661",49.87%
2013.03.26,"-6,393","+8,025","6,748,718",49.87%
2013.03.25,"-7,472","+6,938","6,740,693",49.81%
2013.03.22,"+10,139","-2,305","6,733,755",49.76%
2013.03.21,+259,"+3,015","6,736,060",49.77%
2013.03.20,-584,"+5,544","6,733,045",49.75%
2013.03.19,"-7,071","+7,202","6,727,501",49.71%
2013.03.18,"+19,342","-18,873","6,720,299",49.66%
2013.03.15,"-1,966","+29,561","6,739,172",49.84%
2013.03.14,"-12,677","+1,222","6,709,611",49.62%
2013.03.13,"-18,801","-30,343","6,708,389",49.61%
2013.03.12,"+17,044","-18,431","6,738,732",49.84%
2013.03.11,"+10,000","+1,261","6,757,163",49.97%
2013.03.08,+525,"-2,948","6,755,902",49.96%
2013.03.07,"+11,163",+64,"6,758,850",49.98%
2013.03.06,"-30,463","+5,023","6,758,786",49.98%
2013.03.05,"+12,571","-31,832","6,753,763",49.95%
2013.03.04,"+11,762","-29,527","6,785,595",50.18%
2013.02.28,"+12,545","-32,941","6,815,122",50.40%
2013.02.27,"+22,077","-43,670","6,848,063",50.64%
2013.02.26,"+22,687","-45,900","6,891,733",50.97%
2013.02.25,"+11,728","-23,629","6,937,633",51.31%
2013.02.22,"+21,919","-53,123","6,961,262",51.48%
2013.02.21,"+15,253","-38,409","7,014,385",51.87%
2013.02.20,"+23,542","-80,470","7,052,794",52.16%
2013.02.19,"+23,004","-65,510","7,113,564",52.61%
2013.02.18,"+20,884","-25,257","7,179,074",53.09%
2013.02.15,"-62,620","-51,471","7,204,331",53.28%
2013.02.14,"-15,920","-57,082","7,255,802",53.73%
2013.02.13,"-41,466","+56,338","7,312,884",54.15%
2013.02.12,"-1,667","+10,213","7,256,546",53.73%
2013.02.08,"-1,523","+12,707","7,246,333",53.66%
2013.02.07,"-22,596","+39,613","7,233,626",53.56%
2013.02.06,"-4,063","+50,793","7,194,013",53.27%
2013.02.05,"+8,795","+4,462","7,143,220",52.89%
2013.02.04,+574,"+5,661","7,143,558",52.90%
2013.02.01,"-15,800","+33,693","7,137,897",52.85%
2013.01.31,"+9,448","-8,065","7,104,204",52.60%
2013.01.30,"+13,265","-11,389","7,112,269",52.66%
2013.01.29,"+5,752","+7,937","7,123,658",52.75%
2013.01.28,"+3,437","+4,032","7,115,721",52.69%
2013.01.25,"+9,572","-4,850","7,111,689",52.66%
2013.01.24,"-8,749","+12,180","7,116,539",52.70%
2013.01.23,"-37,594","+40,518","7,104,359",52.61%
2013.01.22,"-14,993","+25,542","7,063,841",52.31%
2013.01.21,"-18,386","+33,979","7,038,299",52.12%
2013.01.18,+514,"+7,301","7,004,320",51.87%
2013.01.17,"-2,963","+11,279","6,997,019",51.81%
2013.01.16,"-5,113","+10,652","6,985,740",51.73%
2013.01.15,"-27,155","+21,502","6,975,088",51.65%
2013.01.14,"+11,035","-3,378","6,953,586",51.49%
2013.01.11,"-9,988","+37,232","6,956,964",51.52%
2013.01.10,"-3,534","+24,709","6,919,732",51.24%
2013.01.09,"-62,206","+70,639","6,895,023",51.06%
2013.01.08,"-84,458","+96,900","6,823,884",50.53%
2013.01.07,"-109,140","+167,053","6,725,084",49.80%
2013.01.04,"+21,664","+87,086","6,558,031",48.56%
2013.01.03,"+20,523","+6,097","6,469,145",47.90%
2013.01.02,"+26,780","+26,276","6,467,048",47.89%
2012.12.28,"+12,082","+9,695","6,440,772",47.69%
2012.12.27,"-6,000","+7,879","6,431,077",47.62%
2012.12.26,"-15,500","+3,759","6,423,198",47.56%
2012.12.24,"+5,900","+7,787","6,419,549",47.54%
2012.12.21,"+24,894","+1,709","6,411,762",47.48%
2012.12.20,"-13,639","-3,636","6,410,053",47.47%
2012.12.18,"+3,740","+1,393","6,413,689",47.49%
2012.12.17,"-9,881","-25,768","6,412,296",47.48%
2012.12.14,"+26,314","-32,962","6,438,064",47.67%
2012.12.13,"+5,683","-3,075","6,471,026",47.93%
2012.12.12,"-6,711","+13,262","6,474,101",47.95%
2012.12.11,"+2,718","+18,491","6,460,839",47.85%
2012.12.10,"-12,972","+10,300","6,442,348",47.71%
2012.12.07,+877,"+19,246","6,429,423",47.62%
2012.12.06,"+13,715","-2,812","6,406,367",47.45%
2012.12.05,"+11,788","+32,882","6,409,179",47.47%
2012.12.04,"-1,564","+34,754","6,382,297",47.27%
2012.12.03,"-4,037","+18,575","6,347,543",47.01%
2012.11.30,"-47,832","-7,927","6,328,968",46.87%
2012.11.29,"-11,662","-3,476","6,341,195",46.96%
2012.11.28,"-14,742","+2,109","6,344,671",46.99%
2012.11.27,"+1,557","-10,715","6,343,262",46.98%
2012.11.26,"-3,373","+17,512","6,353,977",47.06%
2012.11.23,"+18,381","-11,041","6,354,704",47.06%
2012.11.22,"-3,357","+5,879","6,365,745",47.15%
2012.11.21,"+9,269",+878,"6,359,866",47.10%
2012.11.20,"+7,585","+6,238","6,358,988",47.10%
2012.11.19,"-10,099","-3,090","6,352,750",47.05%
2012.11.16,"+10,777","+1,126","6,355,840",47.07%
2012.11.15,"-24,028","+26,413","6,356,714",47.08%
2012.11.14,"-26,818","+33,666","6,316,301",46.78%
2012.11.13,"-31,050","+44,608","6,280,666",46.52%
2012.11.12,"-48,841","+36,674","6,256,058",46.34%
2012.11.09,"+29,189","-30,116","6,219,384",46.07%
2012.11.08,"+23,965","-17,365","6,249,500",46.29%
2012.11.07,"-41,966","+22,972","6,266,865",46.42%
2012.11.06,"-68,346","+17,812","6,243,893",46.25%
2012.11.05,"-10,810","+24,506","6,226,081",46.12%
2012.11.02,"-17,975","+16,994","6,201,575",45.93%
2012.11.01,"-10,216","+25,047","6,184,581",45.81%
2012.10.31,"-5,654","+54,933","6,159,534",45.62%
2012.10.30,"+2,825","+10,212","6,104,601",45.22%
2012.10.29,"-26,100","+34,439","6,094,389",45.14%
2012.10.26,"+23,681","-13,633","6,059,950",44.89%
2012.10.25,"-32,504","+60,691","6,073,583",44.99%
2012.10.24,"+8,558","+21,160","6,012,892",44.54%
2012.10.23,"-29,326","+2,221","5,991,732",44.38%
2012.10.22,"+2,095","+19,417","5,989,511",44.36%
2012.10.19,"-42,845","+51,317","5,970,094",44.22%
2012.10.18,"-376,502","+58,862","5,918,777",43.84%
2012.10.17,"+28,256","-25,794","5,859,915",43.41%
2012.10.16,"+2,723","+10,680","5,885,709",43.60%
2012.10.15,"+34,202","-1,425","5,875,029",43.52%
2012.10.12,"-44,386","+32,023","5,876,454",43.53%
2012.10.11,"+9,413","-20,254","5,844,431",43.29%
2012.10.10,"-64,454","-16,492","5,864,685",43.44%
2012.10.09,"-18,847","-1,724","5,881,177",43.56%
2012.10.08,"-3,546","+19,430","5,882,901",43.58%
2012.10.05,"+38,165","-2,316","5,863,471",43.43%
2012.10.04,"-20,981","+11,330","5,865,787",43.45%
2012.10.02,"-2,589",+116,"5,854,457",43.37%
2012.09.28,"-4,081","+44,837","5,854,341",43.37%
2012.09.27,"+32,064","+27,503","5,809,504",43.03%
2012.09.26,"-5,142","+14,924","5,782,001",42.83%
2012.09.25,"+5,459",-628,"5,767,077",42.72%
2012.09.24,"-21,094","-1,107","5,767,705",42.72%
2012.09.21,"+7,731","-3,035","5,768,812",42.73%
2012.09.20,"+4,313","-16,374","5,771,847",42.75%
2012.09.19,"-22,482","+4,637","5,788,221",42.88%
2012.09.18,"+27,167","-1,596","5,783,584",42.84%
2012.09.17,"-42,450","-21,242","5,785,180",42.85%
2012.09.14,"-13,838","-3,100","5,806,422",43.01%
2012.09.13,"-24,207","+1,684","5,809,522",43.04%
2012.09.12,"-38,790","+16,234","5,807,838",43.02%
2012.09.11,"-33,162","-28,405","5,791,604",42.90%
2012.09.10,"-52,202","-22,907","5,820,009",43.11%
2012.09.07,"-2,074","+6,561","5,842,426",43.28%
2012.09.06,"+23,504","-8,327","5,835,865",43.23%
2012.09.05,"+8,656","-3,969","5,844,192",43.29%
2012.09.04,"+33,031","-2,448","5,848,161",43.32%
2012.09.03,"+11,333","+5,158","5,850,609",43.34%
2012.08.31,"+6,024","+63,514","5,845,451",43.30%
2012.08.30,"+20,551","+18,907","5,781,937",42.83%
2012.08.29,"+20,702","+48,021","5,763,030",42.69%
2012.08.28,"-38,861","+38,853","5,715,009",42.34%
2012.08.27,"+28,753","+17,644","5,676,156",42.05%
2012.08.24,"-16,029","+2,400","5,658,512",41.92%
2012.08.23,"-7,491","-13,685","5,657,112",41.91%
2012.08.22,"-5,002","-30,322","5,670,797",42.01%
2012.08.21,"+2,687","-3,553","5,701,119",42.23%
2012.08.20,"+8,120","-11,273","5,704,672",42.26%
2012.08.17,"+27,054","+9,199","5,724,014",42.40%
2012.08.16,"-29,045","+2,946","5,714,815",42.33%
2012.08.14,"-94,842","+58,461","5,711,869",42.31%
2012.08.13,"-56,767","+7,679","5,653,408",41.89%
2012.08.10,"-129,248","+103,068","5,645,729",41.83%
2012.08.09,"-48,322","+15,961","5,542,661",41.07%
2012.08.08,"-66,997","-4,060","5,526,000",40.94%
2012.08.07,"-26,011","-1,328","5,530,060",40.97%
2012.08.06,"-33,955","+22,070","5,533,888",41.00%
2012.08.03,"-26,202","+30,169","5,516,449",40.87%
2012.08.02,"-24,975","+35,033","5,486,280",40.65%
2012.08.01,"-18,180","+15,518","5,451,247",40.39%
2012.07.31,"-26,572","+23,111","5,435,729",40.27%
2012.07.30,"-40,406","+27,672","5,412,618",40.10%
2012.07.27,"-44,589","+38,536","5,384,946",39.90%
2012.07.26,"-30,081","+24,012","5,346,410",39.61%
2012.07.25,"-27,860","+50,377","5,322,398",39.43%
2012.07.24,"+38,200","+26,373","5,272,021",39.06%
2012.07.23,"-43,519","+66,298","5,244,648",38.86%
2012.07.20,-439,+764,"5,178,350",38.37%
2012.07.19,"+2,896","+16,510","5,177,586",38.36%
2012.07.18,"-27,178","+27,294","5,161,076",38.24%
2012.07.17,"-9,691","+27,831","5,123,602",37.96%
2012.07.16,"-16,308","+4,483","5,095,771",37.75%
2012.07.13,"+16,297","-52,206","5,091,288",37.72%
2012.07.12,"+8,490","-4,111","5,143,494",38.11%
2012.07.11,"-20,718","+30,013","5,137,305",38.08%
2012.07.10,"+6,416","+4,528","5,107,292",37.86%
2012.07.09,"+1,580","-2,484","5,103,764",37.83%
2012.07.06,"-1,251","+5,224","5,106,248",37.85%
2012.07.05,+181,"+5,351","5,101,024",37.81%
2012.07.04,"-11,146","+11,022","5,095,673",37.77%
2012.07.03,"-3,595","+23,855","5,084,651",37.69%
2012.07.02,"-40,033","+6,496","5,051,115",37.44%
2012.06.29,+330,"-20,630","5,044,300",37.39%
2012.06.28,"+9,832","-23,284","5,064,930",37.55%
2012.06.27,"+13,544","-20,768","5,088,214",37.72%
2012.06.26,"+12,024","+3,983","5,108,982",37.87%
2012.06.25,"+3,696","-2,019","5,104,999",37.84%
2012.06.22,"-4,218","+8,790","5,107,018",37.86%
2012.06.21,"+6,192","+12,264","5,098,228",37.79%
2012.06.20,"+16,140","+36,275","5,085,964",37.70%
2012.06.19,"+49,204","-37,612","5,049,689",37.43%
2012.06.18,"-41,833","+27,857","5,087,301",37.71%
2012.06.15,"+5,840","+12,055","5,059,444",37.52%
2012.06.14,"+6,313","-18,835","5,047,389",37.43%
2012.06.13,"-18,845","+21,117","5,066,224",37.57%
2012.06.12,"+10,784","+25,144","5,045,107",37.41%
2012.06.11,"-32,876","+38,826","5,019,963",37.22%
2012.06.08,"-37,717","+15,081","4,981,137",36.94%
2012.06.07,"+1,974","-1,900","4,966,056",36.82%
2012.06.05,"+7,548","-19,665","4,967,956",36.84%
2012.06.04,"-15,137","-21,986","4,987,621",36.98%
2012.06.01,"-44,855","+2,938","5,009,607",37.15%
2012.05.31,"-16,767","-6,099","5,006,669",37.13%
2012.05.30,"-26,264","-4,408","5,012,768",37.17%
2012.05.29,"-35,084","+2,235","5,017,176",37.20%
2012.05.25,"-12,940","-25,035","5,014,941",37.19%
2012.05.24,"-10,457","-7,569","5,039,424",37.37%
2012.05.23,"-6,466","+11,131","5,046,993",37.43%
2012.05.22,"-19,408","+21,676","5,035,862",37.34%
2012.05.21,"+14,235","-17,900","5,014,186",37.18%
2012.05.18,"-6,243","+26,268","5,032,086",37.31%
2012.05.17,"-14,020","+11,342","5,005,818",37.12%
2012.05.16,"-22,405","+67,330","4,994,476",37.07%
2012.05.15,"+7,712","+7,533","4,927,146",36.57%
2012.05.14,"-43,736","+67,791","4,919,613",36.52%
2012.05.11,"-29,210","+61,751","4,851,822",36.02%
2012.05.10,"+30,348","+76,799","4,790,071",35.56%
2012.05.09,"-7,784","+3,762","4,713,272",34.99%
2012.05.08,"-14,801","-17,469","4,709,510",34.96%
2012.05.07,"+19,682","+19,703","4,726,979",35.09%
2012.05.04,"-31,115","+83,041","4,707,276",34.94%
2012.05.03,"-184,673","+55,328","4,624,235",34.33%
2012.05.02,+899,"-55,335","4,568,907",33.92%
2012.04.30,"-23,364","+25,883","4,624,242",34.33%
2012.04.27,"-83,820","-3,174","4,598,359",34.13%
2012.04.26,"-175,280","+153,838","4,601,533",34.16%
2012.04.25,"-18,700","+16,418","4,447,695",33.02%
2012.04.24,"-10,711","+23,574","4,431,277",32.89%
2012.04.23,-597,"+5,190","4,407,703",32.72%
2012.04.20,"+14,046","-13,001","4,402,513",32.68%
2012.04.19,"-11,343","+31,840","4,415,514",32.78%
2012.04.18,"+23,815","-6,670","4,385,474",32.55%
2012.04.17,"+6,167","+64,577","4,392,144",32.60%
2012.04.16,"+33,115","+18,145","4,327,567",32.12%
2012.04.13,"+61,059","+18,264","4,309,422",31.99%
2012.04.12,"-17,874","+20,176","4,291,158",31.85%
2012.04.10,"-46,569","+4,175","4,270,982",31.70%
2012.04.09,"-11,462","+6,666","4,266,807",31.69%
2012.04.06,"-28,027","+50,497","4,260,141",31.64%
2012.04.05,"+3,690","+5,662","4,209,644",31.26%
2012.04.04,"-19,102","-10,854","4,203,982",31.22%
2012.04.03,"-56,738","+12,148","4,214,836",31.30%
2012.04.02,"-34,701","+24,649","4,202,688",31.21%
2012.03.30,"-35,603","+23,474","4,178,039",31.03%
2012.03.29,"-16,612","+9,296","4,182,565",31.06%
2012.03.28,"+4,966","-2,650","4,173,269",30.99%
2012.03.27,"+11,945","+18,610","4,175,919",31.01%
2012.03.26,"-16,608","+9,692","4,157,309",30.88%
2012.03.23,"-66,987","+75,357","4,147,617",30.80%
2012.03.22,"+7,627","+11,881","4,072,260",30.24%
2012.03.21,"+65,307","-20,487","4,032,379",29.95%
2012.03.20,"-84,457","+33,533","4,052,866",30.10%
2012.03.19,"-46,039","+43,036","4,019,333",29.85%
2012.03.16,"+16,176","+3,627","3,976,297",29.53%
2012.03.15,"+7,256","+69,923","3,972,670",29.50%
2012.03.14,"+43,544","+35,897","3,902,747",29.00%
2012.03.13,"-91,698","+78,942","3,866,850",28.73%
2012.03.12,"+13,254","+10,475","3,787,908",28.15%
2012.03.09,"-4,377","+42,207","3,777,433",28.07%
2012.03.08,"+26,254","+31,912","3,735,226",27.76%
2012.03.07,"-18,677","-8,738","3,703,314",27.52%
2012.03.06,"-14,729","+9,402","3,712,052",27.58%
2012.03.05,"-52,482","+5,111","3,702,650",27.51%
2012.03.02,"-84,147","+39,951","3,697,539",27.48%
2012.02.29,"-85,492","-11,390","3,657,588",27.18%
2012.02.28,"-62,344","+30,086","3,668,978",27.26%
2012.02.27,"-5,216","+22,033","3,638,892",27.04%
2012.02.24,"+37,590","+31,143","3,616,859",26.88%
2012.02.23,"+68,845","-16,229","3,585,716",26.64%
2012.02.22,"+5,448","+1,855","3,601,745",26.76%
2012.02.21,"+13,692","-6,966","3,599,890",26.75%
2012.02.20,"-65,449","+14,840","3,606,856",26.80%
2012.02.17,"-40,352","-18,821","3,592,016",26.69%
2012.02.16,"-16,273","+3,023","3,610,837",26.83%
2012.02.15,"-90,785","-30,574","3,607,814",26.81%
2012.02.14,"+23,358","-16,348","3,638,370",27.04%
2012.02.13,"+14,614","+20,498","3,652,918",27.14%
2012.02.10,"+10,787","-5,135","3,632,420",26.99%
2012.02.09,"-34,907","-3,356","3,637,555",27.04%
2012.02.08,"+16,507","+6,451","3,640,911",27.06%
2012.02.07,"-4,399","-12,711","3,634,460",27.01%
2012.02.06,"-99,468","+2,064","3,647,171",27.11%
2012.02.03,"-5,759","-40,338","3,645,107",27.09%
2012.02.02,"-90,017","-8,395","3,685,445",27.39%
2012.02.01,"-18,682","-4,401","3,693,840",27.45%
2012.01.31,"+7,328","+16,532","3,698,241",27.49%
2012.01.30,"+35,763","+8,656","3,681,709",27.36%
2012.01.27,"+31,908","-12,156","3,673,053",27.30%
2012.01.26,"+9,048","+5,343","3,685,209",27.39%
2012.01.25,"-45,893","+3,887","3,679,866",27.35%
2012.01.20,"-57,528","+29,582","3,675,979",27.32%
2012.01.19,"+13,903","-4,956","3,646,397",27.10%
2012.01.18,"+31,465","-24,643","3,651,353",27.14%
2012.01.17,"+13,851","+20,091","3,675,996",27.32%
2012.01.16,"+34,619",+640,"3,655,905",27.17%
2012.01.13,"-60,017","+38,760","3,655,265",27.17%
2012.01.12,"-21,327","+21,776","3,616,505",26.88%
2012.01.11,"+27,068","+9,986","3,594,598",26.72%
2012.01.10,"+87,313","-44,528","3,584,612",26.65%
2012.01.09,"+34,298","-15,707","3,629,140",26.98%
2012.01.06,"-7,298","-1,015","3,644,847",27.10%
2012.01.05,-304,-439,"3,645,862",27.10%
2012.01.04,"-19,258","+20,385","3,646,301",27.11%
2012.01.03,"-4,241","+40,277","3,625,916",26.95%
2012.01.02,"+4,732","-1,534","3,585,639",26.66%
2011.12.29,"-4,819","-17,978","3,587,173",26.67%
2011.12.28,"+10,284","-15,345","3,605,151",26.80%
2011.12.27,"+29,661","-28,267","3,620,496",26.91%
2011.12.26,"+12,512","-14,498","3,648,763",27.12%
2011.12.23,"+27,185","-26,199","3,663,261",27.23%
2011.12.22,"-2,340","+2,391","3,689,460",27.43%
2011.12.21,"-30,840","+3,639","3,687,069",27.41%
2011.12.20,"-69,972",+530,"3,683,430",27.38%
2011.12.19,"+10,371","+1,721","3,682,900",27.38%
2011.12.16,+423,"+15,266","3,681,179",27.37%
2011.12.15,"-19,390","+23,270","3,665,913",27.25%
2011.12.14,"-2,852","+23,083","3,642,643",27.08%
2011.12.13,"-12,400","+6,293","3,619,560",26.92%
2011.12.12,"+2,628","+16,509","3,615,758",26.89%
2011.12.09,"-8,797","-6,667","3,599,249",26.77%
2011.12.08,"-34,072","+11,006","3,605,916",26.82%
2011.12.07,"-19,290","+13,042","3,594,910",26.74%
2011.12.06,"-9,315","+4,242","3,581,868",26.64%
2011.12.05,"-32,353","+14,944","3,577,626",26.61%
2011.12.02,"-31,377","+20,135","3,562,682",26.50%
2011.12.01,"-106,891","+15,597","3,542,547",26.35%
2011.11.30,"-37,437","+29,483","3,526,950",26.23%
2011.11.29,+571,"+8,584","3,497,467",26.01%
2011.11.28,"+14,084","+8,279","3,488,883",25.95%
2011.11.25,"+13,274","-1,190","3,480,604",25.89%
2011.11.24,"+20,100","-6,068","3,481,794",25.89%
2011.11.23,"+5,862","+16,295","3,487,862",25.94%
2011.11.22,"+13,891","+5,395","3,471,567",25.82%
2011.11.21,"+8,884","-10,643","3,466,172",25.78%
2011.11.18,"+24,618","-5,368","3,476,415",25.85%
2011.11.17,"+9,930","+5,252","3,481,783",25.89%
2011.11.16,"+37,051","+5,652","3,476,531",25.86%
2011.11.15,-589,"-7,913","3,470,879",25.81%
2011.11.14,"-18,694","-4,255","3,478,792",25.87%
2011.11.11,"+16,279","-11,174","3,483,047",25.90%
2011.11.10,"+89,531","-31,141","3,494,221",26.01%
2011.11.09,"+68,739","+4,213","3,523,271",26.23%
2011.11.08,"+2,885","+1,427","3,519,058",26.20%
2011.11.07,"-51,155","+27,157","3,517,631",26.19%
