Date,Close,Open,High,Low,Volume,Change
2010-01-04,3535.23,3592.47,3597.75,3535.23,66100.0,-0.0113
2010-01-05,3564.04,3545.19,3577.53,3497.66,85810.0,0.008100000000000001
2010-01-06,3541.73,3558.7,3588.83,3541.17,78470.0,-0.0063
2010-01-07,3471.46,3543.16,3558.56,3452.77,80350.0,-0.019799999999999998
2010-01-08,3480.13,3456.91,3482.08,3426.7,60790.0,0.0025
2010-01-11,3482.05,3593.11,3594.53,3465.32,89980.0,0.0006
2010-01-12,3534.92,3477.84,3535.41,3437.66,93740.0,0.0152
2010-01-13,3421.14,3448.29,3490.11,3415.69,112460.0,-0.0322
2010-01-14,3469.05,3433.47,3470.32,3411.81,83350.0,0.013999999999999999
2010-01-15,3482.74,3472.52,3500.07,3448.66,72540.0,0.0039000000000000003
2010-01-18,3500.68,3471.78,3501.26,3458.04,82850.0,0.0052
2010-01-19,3507.48,3506.81,3528.39,3497.09,74880.0,0.0019
2010-01-20,3394.43,3512.25,3515.45,3387.82,92500.0,-0.0322
2010-01-21,3408.57,3397.04,3425.18,3364.72,70600.0,0.0042
2010-01-22,3366.2,3364.45,3390.8,3293.19,88930.0,-0.0124
2010-01-25,3328.01,3340.01,3372.43,3326.27,56850.0,-0.0113
2010-01-26,3242.8,3328.11,3341.2,3222.14,61750.0,-0.0256
2010-01-27,3198.57,3243.04,3255.12,3183.36,52690.0,-0.013600000000000001
2010-01-28,3206.57,3195.29,3220.31,3168.46,46990.0,0.0025
2010-01-29,3204.16,3190.32,3249.45,3176.92,50260.0,-0.0008
2010-02-01,3152.71,3198.23,3198.31,3116.44,57000.0,-0.0161
2010-02-02,3146.19,3170.78,3211.94,3143.09,50130.0,-0.0021
2010-02-03,3230.72,3160.71,3231.1,3094.57,64800.0,0.0269
2010-02-04,3218.8,3206.43,3242.52,3190.44,58970.0,-0.0037
2010-02-05,3153.09,3147.72,3177.42,3129.92,59110.0,-0.0204
2010-02-08,3150.99,3152.25,3172.31,3133.81,37360.0,-0.0007000000000000001
2010-02-09,3169.19,3147.76,3178.95,3144.48,35950.0,0.0058
2010-02-10,3214.13,3195.14,3214.46,3182.83,34220.0,0.014199999999999999
2010-02-11,3220.4,3216.69,3238.35,3207.16,35790.0,0.002
2010-02-12,3251.28,3232.88,3253.2,3228.74,34060.0,0.0096
2010-02-22,3233.34,3248.95,3261.95,3232.78,38280.0,-0.0055000000000000005
2010-02-23,3198.63,3225.39,3225.39,3152.93,42740.0,-0.010700000000000001
2010-02-24,3244.48,3177.08,3244.82,3165.13,49990.0,0.0143
2010-02-25,3292.13,3252.15,3294.14,3249.33,67590.0,0.0147
2010-02-26,3281.67,3286.09,3301.15,3273.69,52110.0,-0.0032
2010-03-01,3324.42,3290.01,3330.38,3287.56,60510.0,0.013000000000000001
2010-03-02,3311.24,3327.1,3339.89,3299.68,57030.0,-0.004
2010-03-03,3335.08,3313.02,3335.65,3293.92,60620.0,0.0072
2010-03-04,3250.57,3338.67,3345.91,3244.98,69350.0,-0.0253
2010-03-05,3259.76,3253.16,3276.4,3239.68,45630.0,0.0028000000000000004
2010-03-08,3286.18,3268.4,3293.93,3258.03,41540.0,0.008100000000000001
2010-03-09,3305.86,3285.62,3322.51,3255.98,54200.0,0.006
2010-03-10,3279.69,3304.04,3321.08,3267.76,46420.0,-0.0079
2010-03-11,3276.7,3282.2,3303.49,3251.7,47490.0,-0.0009
2010-03-12,3233.13,3277.31,3284.26,3232.12,39960.0,-0.013300000000000001
2010-03-15,3183.18,3231.22,3234.82,3171.8,37840.0,-0.0154
2010-03-16,3203.97,3183.78,3204.29,3169.1,30850.0,0.006500000000000001
2010-03-17,3273.92,3214.22,3274.0,3207.27,45800.0,0.0218
2010-03-18,3267.55,3277.88,3295.37,3256.59,46950.0,-0.0019
2010-03-19,3293.87,3270.98,3296.41,3251.14,46060.0,0.008100000000000001
2010-03-22,3302.63,3297.82,3313.92,3288.51,49440.0,0.0027
2010-03-23,3275.57,3305.55,3309.12,3272.92,46540.0,-0.008199999999999999
2010-03-24,3276.67,3282.05,3298.54,3271.03,44550.0,0.0003
2010-03-25,3229.13,3270.39,3270.39,3222.82,44980.0,-0.014499999999999999
2010-03-26,3275.0,3226.8,3285.39,3220.59,47450.0,0.014199999999999999
2010-03-29,3358.54,3295.76,3363.61,3293.67,84730.0,0.0255
2010-03-30,3366.71,3361.35,3372.26,3350.31,56440.0,0.0024
2010-03-31,3345.61,3369.19,3369.9,3338.74,53120.0,-0.0063
2010-04-01,3391.93,3349.88,3392.48,3349.88,67770.0,0.0138
2010-04-02,3407.35,3400.14,3412.2,3391.81,69070.0,0.0045000000000000005
2010-04-06,3405.14,3422.85,3436.29,3386.89,65190.0,-0.0006
2010-04-07,3386.95,3403.09,3404.58,3369.02,54010.0,-0.0053
2010-04-08,3346.74,3381.31,3381.31,3336.16,62190.0,-0.011899999999999999
2010-04-09,3379.17,3348.77,3379.4,3342.47,51280.0,0.0097
2010-04-12,3351.48,3388.36,3393.56,3330.3,74570.0,-0.008199999999999999
2010-04-13,3391.72,3350.73,3401.71,3324.05,79910.0,0.012
2010-04-14,3403.71,3394.64,3404.52,3377.44,60310.0,0.0034999999999999996
2010-04-15,3394.57,3407.03,3412.94,3365.88,61050.0,-0.0027
2010-04-16,3356.33,3388.29,3388.29,3348.78,47140.0,-0.0113
2010-04-19,3176.42,3313.5,3313.5,3175.44,88420.0,-0.0536
2010-04-20,3173.37,3176.41,3196.65,3130.96,64140.0,-0.001
2010-04-21,3236.68,3178.88,3237.54,3164.76,66930.0,0.02
2010-04-22,3201.54,3222.68,3231.99,3177.73,71080.0,-0.0109
2010-04-23,3190.0,3198.78,3224.74,3172.58,61250.0,-0.0036
2010-04-26,3172.0,3195.46,3207.72,3168.37,50890.0,-0.005600000000000001
2010-04-27,3108.41,3163.1,3163.1,3060.85,65300.0,-0.02
2010-04-28,3097.35,3080.32,3122.11,3062.09,46000.0,-0.0036
2010-04-29,3060.06,3114.94,3130.7,3059.8,48260.0,-0.012
2010-04-30,3067.36,3060.12,3068.13,3014.07,54480.0,0.0024
2010-05-04,3019.45,3005.49,3056.08,2994.92,41250.0,-0.015600000000000001
2010-05-05,3036.39,2981.78,3036.86,2943.36,59670.0,0.005600000000000001
2010-05-06,2896.86,3014.91,3014.91,2895.39,58770.0,-0.046
2010-05-07,2836.79,2835.88,2892.53,2817.15,61120.0,-0.0207
2010-05-10,2858.23,2842.37,2872.31,2798.52,50210.0,0.0076
2010-05-11,2800.82,2916.34,2922.12,2790.7,58360.0,-0.020099999999999996
2010-05-12,2818.16,2781.71,2832.15,2756.42,53000.0,0.0062
2010-05-13,2886.91,2818.58,2886.97,2811.66,55150.0,0.024399999999999998
2010-05-14,2868.02,2865.58,2888.09,2849.24,42500.0,-0.006500000000000001
2010-05-17,2714.72,2828.88,2828.88,2712.44,52170.0,-0.0535
2010-05-18,2771.35,2711.41,2781.84,2686.97,54510.0,0.0209
2010-05-19,2762.17,2748.95,2803.7,2723.3,45580.0,-0.0033
2010-05-20,2726.02,2739.22,2793.88,2721.07,42180.0,-0.0131
2010-05-21,2768.79,2656.42,2769.09,2647.6,54480.0,0.015700000000000002
2010-05-24,2873.47,2787.75,2886.37,2787.75,74500.0,0.0378
2010-05-25,2813.94,2851.26,2855.33,2798.02,55170.0,-0.0207
2010-05-26,2813.94,2814.44,2839.03,2797.63,39860.0,0.0
2010-05-27,2859.98,2808.05,2866.86,2771.59,53450.0,0.016399999999999998
2010-05-28,2850.3,2885.86,2893.69,2835.07,51540.0,-0.0034000000000000002
2010-05-31,2773.26,2835.33,2857.42,2772.79,46220.0,-0.027000000000000003
2010-06-01,2744.16,2755.28,2782.29,2710.59,44850.0,-0.0105
2010-06-02,2757.53,2729.33,2757.91,2700.07,39590.0,0.0049
2010-06-03,2736.08,2769.1,2787.51,2735.7,39590.0,-0.0078000000000000005
2010-06-04,2744.39,2721.36,2748.48,2713.09,32750.0,0.003
2010-06-07,2695.72,2692.83,2716.4,2673.34,39540.0,-0.0177
2010-06-08,2699.34,2694.11,2720.59,2672.06,35140.0,0.0013
2010-06-09,2782.13,2711.64,2787.82,2687.33,60210.0,0.030699999999999998
2010-06-10,2750.02,2755.94,2776.26,2746.11,42910.0,-0.0115
2010-06-11,2758.87,2766.2,2782.09,2755.95,40560.0,0.0032
2010-06-17,2742.73,2778.53,2784.92,2742.64,32610.0,-0.0059
2010-06-18,2696.17,2739.03,2755.84,2686.61,41810.0,-0.017
2010-06-21,2780.66,2698.98,2784.47,2686.32,55260.0,0.0313
2010-06-22,2783.72,2772.89,2795.32,2766.44,39100.0,0.0011
2010-06-23,2758.49,2768.7,2788.22,2734.05,35600.0,-0.0091
2010-06-24,2757.5,2753.71,2783.51,2739.81,29220.0,-0.0004
2010-06-25,2736.29,2744.12,2759.45,2715.66,30670.0,-0.0077
2010-06-28,2716.78,2734.51,2751.45,2710.09,27710.0,-0.0070999999999999995
2010-06-29,2592.02,2717.47,2724.23,2591.69,48760.0,-0.045899999999999996
2010-06-30,2563.07,2572.91,2575.82,2546.84,35700.0,-0.011200000000000002
2010-07-01,2526.07,2557.92,2574.1,2524.57,32860.0,-0.0144
2010-07-02,2534.11,2523.03,2542.12,2462.2,44910.0,0.0032
2010-07-05,2512.65,2507.35,2529.43,2476.49,32180.0,-0.0085
2010-07-06,2562.9,2504.87,2563.41,2502.93,39720.0,0.02
2010-07-07,2580.48,2561.11,2580.61,2548.56,35720.0,0.0069
2010-07-08,2575.92,2591.51,2602.23,2564.64,34060.0,-0.0018
2010-07-09,2647.1,2578.55,2662.16,2557.26,58490.0,0.0276
2010-07-12,2676.22,2647.42,2689.81,2636.65,58460.0,0.011000000000000001
2010-07-13,2634.59,2649.66,2649.66,2618.34,43230.0,-0.015600000000000001
2010-07-14,2653.61,2640.93,2684.62,2640.54,46690.0,0.0072
2010-07-15,2608.52,2650.33,2680.44,2607.79,40440.0,-0.017
2010-07-16,2616.13,2597.0,2621.33,2573.79,35060.0,0.0029
2010-07-19,2682.47,2592.09,2691.94,2585.01,53870.0,0.0254
2010-07-20,2741.5,2685.46,2746.24,2685.46,73130.0,0.022000000000000002
2010-07-21,2747.34,2744.7,2766.2,2733.72,70760.0,0.0021
2010-07-22,2781.29,2738.03,2783.14,2734.07,61070.0,0.0124
2010-07-23,2793.08,2787.52,2806.98,2769.44,64519.99999999999,0.0042
2010-07-26,2811.05,2798.76,2811.95,2775.78,53580.0,0.0064
2010-07-27,2795.72,2803.76,2812.21,2785.37,49800.0,-0.0055000000000000005
2010-07-28,2863.72,2796.48,2866.4,2784.16,79990.0,0.024300000000000002
2010-07-29,2877.98,2866.77,2888.6,2852.0,95970.0,0.005
2010-07-30,2868.85,2871.48,2876.14,2844.68,62580.0,-0.0032
2010-08-02,2917.28,2868.28,2922.61,2867.45,71740.0,0.0169
2010-08-03,2865.97,2925.25,2929.61,2865.76,81750.0,-0.0176
2010-08-04,2876.43,2858.35,2876.59,2818.25,71320.0,0.0036
2010-08-05,2850.83,2874.66,2877.31,2833.67,67160.0,-0.0089
2010-08-06,2897.66,2848.16,2898.53,2821.03,74920.0,0.016399999999999998
2010-08-09,2918.24,2894.1,2922.62,2888.05,74730.0,0.0070999999999999995
2010-08-10,2832.64,2920.4,2925.3,2832.08,78440.0,-0.029300000000000003
2010-08-11,2850.21,2823.15,2864.36,2823.15,54980.0,0.0062
2010-08-12,2816.39,2822.79,2860.37,2810.1,59890.0,-0.011899999999999999
2010-08-13,2855.55,2818.41,2856.04,2799.22,58510.0,0.0139
2010-08-16,2922.08,2851.22,2927.69,2843.02,81070.0,0.0233
2010-08-17,2942.29,2927.26,2949.73,2917.83,76450.0,0.0069
2010-08-18,2937.36,2945.98,2962.75,2924.67,70750.0,-0.0017000000000000001
2010-08-19,2955.39,2940.77,2975.19,2928.01,76930.0,0.0060999999999999995
2010-08-20,2898.33,2943.33,2951.96,2892.64,71660.0,-0.019299999999999998
2010-08-23,2896.19,2895.71,2920.54,2886.66,48920.0,-0.0007000000000000001
2010-08-24,2911.83,2892.13,2933.12,2866.8,61090.0,0.0054
2010-08-25,2843.02,2893.99,2904.66,2842.25,63610.0,-0.0236
2010-08-26,2850.09,2853.11,2868.88,2836.13,48670.0,0.0025
2010-08-27,2858.57,2847.45,2861.07,2833.42,40790.0,0.003
2010-08-30,2915.01,2874.25,2921.09,2872.92,65750.0,0.0197
2010-08-31,2903.19,2905.15,2910.06,2889.81,65770.0,-0.0040999999999999995
2010-09-01,2884.04,2907.66,2931.76,2859.17,76980.0,-0.0066
2010-09-02,2921.39,2917.74,2931.55,2903.03,70700.0,0.013000000000000001
2010-09-03,2920.2,2926.94,2929.55,2891.88,72640.0,-0.0004
2010-09-06,2975.09,2935.89,2980.42,2935.89,93860.0,0.018799999999999997
2010-09-07,2983.11,2979.3,2991.43,2959.9,73520.0,0.0027
2010-09-08,2980.97,2970.0,2982.72,2953.84,72870.0,-0.0007000000000000001
2010-09-09,2926.46,2986.87,2986.87,2922.2,81400.0,-0.0183
2010-09-10,2932.55,2928.0,2940.79,2890.03,65090.0,0.0021
2010-09-13,2962.32,2933.59,2977.08,2925.42,67280.0,0.0102
2010-09-14,2965.01,2971.55,2984.47,2954.51,70110.0,0.0009
2010-09-15,2913.19,2965.54,2965.54,2905.63,71620.0,-0.0175
2010-09-16,2857.79,2908.32,2917.85,2834.03,74070.0,-0.019
2010-09-17,2861.37,2864.72,2877.08,2847.68,51940.0,0.0013
2010-09-20,2849.83,2865.04,2872.22,2829.76,50280.0,-0.004
2010-09-21,2857.48,2859.43,2869.38,2844.12,35750.0,0.0027
2010-09-27,2905.03,2869.93,2905.53,2864.21,49070.0,0.0166
2010-09-28,2880.91,2900.54,2900.54,2875.66,58660.0,-0.0083
2010-09-29,2874.81,2877.27,2908.73,2866.85,56780.0,-0.0021
2010-09-30,2935.57,2859.06,2935.59,2857.42,63000.0,0.021099999999999997
2010-10-08,3044.23,2965.65,3055.84,2963.24,100000.0,0.037000000000000005
2010-10-11,3132.89,3069.19,3154.2,3069.19,158740.0,0.0291
2010-10-12,3172.73,3121.64,3173.85,3106.22,127360.0,0.0127
2010-10-13,3217.58,3176.89,3221.65,3165.58,144610.0,0.0141
2010-10-14,3224.14,3245.13,3286.02,3215.03,179610.0,0.002
2010-10-15,3327.68,3204.72,3327.68,3199.12,193410.0,0.0321
2010-10-18,3306.16,3345.8,3390.01,3288.78,217880.0,-0.006500000000000001
2010-10-19,3375.67,3300.52,3375.87,3280.0,130440.0,0.021
2010-10-20,3396.88,3304.22,3439.22,3301.01,166530.0,0.0063
2010-10-21,3374.68,3404.72,3418.09,3344.96,123880.0,-0.006500000000000001
2010-10-22,3378.66,3365.6,3408.49,3346.11,116360.0,0.0012
2010-10-25,3481.08,3386.85,3481.35,3366.43,145430.0,0.030299999999999997
2010-10-26,3466.08,3491.47,3499.82,3436.46,142640.0,-0.0043
2010-10-27,3403.87,3451.43,3490.22,3398.09,123760.0,-0.0179
2010-10-28,3397.69,3390.43,3420.89,3371.44,98350.0,-0.0018
2010-10-29,3379.98,3400.26,3404.6,3351.6,100460.0,-0.0052
2010-11-01,3472.99,3390.41,3472.99,3390.41,126270.0,0.0275
2010-11-02,3463.13,3484.23,3522.18,3449.72,154910.0,-0.0028000000000000004
2010-11-03,3420.34,3462.74,3474.71,3419.08,126360.0,-0.0124
2010-11-04,3480.51,3426.46,3480.93,3419.64,116800.0,0.0176
2010-11-05,3520.8,3538.99,3554.47,3498.28,137690.0,0.0116
2010-11-08,3548.57,3534.19,3549.3,3506.38,126470.0,0.0079
2010-11-09,3523.95,3547.44,3547.44,3498.62,122460.0,-0.0069
2010-11-10,3499.11,3507.2,3508.28,3470.97,120080.0,-0.006999999999999999
2010-11-11,3509.97,3490.74,3557.99,3484.89,138980.0,0.0031
2010-11-12,3291.83,3484.61,3497.06,3284.35,160730.0,-0.0621
2010-11-15,3314.89,3298.74,3319.98,3241.76,102320.0,0.006999999999999999
2010-11-16,3169.54,3311.62,3311.62,3155.47,108310.0,-0.0438
2010-11-17,3103.91,3124.11,3168.93,3087.51,83260.0,-0.0207
2010-11-18,3147.96,3134.94,3158.63,3097.39,65700.0,0.014199999999999999
2010-11-19,3178.85,3168.16,3178.85,3076.21,83350.0,0.0098
2010-11-22,3171.94,3148.22,3200.47,3137.75,83210.0,-0.0022
2010-11-23,3107.18,3156.48,3156.48,3061.62,77400.0,-0.0204
2010-11-24,3177.04,3088.99,3177.41,3088.99,75330.0,0.0225
2010-11-25,3223.48,3197.97,3227.05,3172.28,83440.0,0.0146
2010-11-26,3194.85,3214.13,3224.52,3170.36,64470.0,-0.0089
2010-11-29,3190.05,3183.54,3206.76,3159.46,59000.0,-0.0015
2010-11-30,3136.99,3187.53,3205.78,3060.44,85760.0,-0.0166
2010-12-01,3136.02,3127.26,3150.44,3111.64,48880.0,-0.0003
2010-12-02,3155.06,3185.76,3194.23,3154.32,61020.0,0.0060999999999999995
2010-12-03,3158.16,3161.93,3171.38,3134.42,50480.0,0.001
2010-12-06,3165.57,3168.88,3185.33,3140.55,56360.0,0.0023
2010-12-07,3200.34,3152.73,3214.69,3112.22,58480.0,0.011000000000000001
2010-12-08,3171.88,3194.89,3215.28,3166.77,59520.0,-0.0089
2010-12-09,3123.37,3156.0,3175.05,3122.2,66150.0,-0.015300000000000001
2010-12-10,3161.98,3107.38,3172.16,3101.08,57110.0,0.0124
2010-12-13,3261.06,3176.34,3261.34,3173.56,95710.0,0.0313
2010-12-14,3269.47,3270.2,3279.36,3254.18,84100.0,0.0026
2010-12-15,3247.64,3270.78,3282.77,3242.52,72270.0,-0.0067
2010-12-16,3230.66,3246.01,3258.39,3224.12,56800.0,-0.0052
2010-12-17,3225.66,3229.3,3232.84,3212.58,44920.0,-0.0015
2010-12-20,3178.66,3239.02,3249.76,3118.0,74760.0,-0.0146
2010-12-21,3249.51,3184.7,3251.55,3168.89,79850.0,0.0223
2010-12-22,3215.45,3253.82,3263.45,3201.67,69940.0,-0.0105
2010-12-23,3188.61,3210.67,3237.64,3183.15,61320.0,-0.0083
2010-12-24,3162.95,3170.64,3187.72,3139.45,55140.0,-0.008
2010-12-27,3099.71,3176.11,3219.66,3092.26,70020.0,-0.02
2010-12-28,3044.93,3084.82,3095.36,3041.33,56330.0,-0.0177
2010-12-29,3061.83,3049.93,3062.56,3025.22,45190.0,0.005600000000000001
2010-12-30,3064.1,3063.05,3079.91,3027.9,54280.0,0.0007000000000000001
2010-12-31,3128.26,3069.05,3129.45,3067.11,62570.0,0.0209
2011-01-04,3189.68,3155.56,3194.36,3143.6,85410.0,0.0196
2011-01-05,3175.66,3170.18,3193.78,3158.87,79270.0,-0.0044
2011-01-06,3159.64,3177.84,3198.05,3152.57,59680.0,-0.005
2011-01-07,3166.62,3156.36,3209.9,3141.12,84090.0,0.0022
2011-01-10,3108.19,3162.09,3182.78,3102.43,65489.99999999999,-0.018500000000000003
2011-01-11,3124.92,3096.25,3131.29,3084.51,56990.0,0.0054
2011-01-12,3142.34,3135.18,3153.43,3099.41,58500.0,0.005600000000000001
2011-01-13,3141.28,3153.99,3157.04,3127.16,51940.0,-0.0003
2011-01-14,3091.86,3129.67,3129.67,3083.51,53350.0,-0.015700000000000002
2011-01-17,2974.35,3067.43,3078.88,2968.61,66810.0,-0.038
2011-01-18,2977.65,2965.42,2984.47,2947.6,42970.0,0.0011
2011-01-19,3044.85,2978.46,3045.61,2967.24,56570.0,0.0226
2011-01-20,2944.71,3037.86,3037.86,2944.5,61050.0,-0.0329
2011-01-21,2983.46,2935.23,3030.26,2935.14,73100.0,0.0132
2011-01-24,2954.23,2986.09,2999.2,2943.92,65470.0,-0.0098
2011-01-25,2938.65,2949.65,2960.59,2919.16,48980.0,-0.0053
2011-01-26,2978.43,2939.77,2982.32,2939.36,43380.0,0.013500000000000002
2011-01-27,3026.47,2953.59,3037.16,2935.27,82590.0,0.0161
2011-01-28,3036.74,3020.12,3047.27,3011.38,63010.0,0.0034000000000000002
2011-01-31,3076.51,3035.42,3076.55,3032.45,67110.0,0.0131
2011-02-01,3077.28,3083.49,3087.22,3062.83,49860.0,0.0003
2011-02-09,3040.95,3055.4,3087.55,3031.75,60390.0,-0.0118
2011-02-10,3104.16,3034.08,3105.32,3024.35,66600.0,0.0208
2011-02-11,3120.96,3100.27,3133.5,3092.58,75980.0,0.0054
2011-02-14,3219.14,3123.25,3227.43,3123.25,121300.0,0.0315
2011-02-15,3217.67,3223.22,3259.64,3215.62,109550.0,-0.0005
2011-02-16,3248.53,3211.14,3248.85,3195.47,91330.0,0.0096
2011-02-17,3245.91,3255.63,3265.26,3218.91,88970.0,-0.0008
2011-02-18,3211.88,3240.05,3242.37,3203.12,75380.0,-0.0105
2011-02-21,3257.91,3192.15,3258.28,3189.85,79400.0,0.0143
2011-02-22,3163.58,3267.61,3269.05,3161.83,107860.0,-0.028999999999999998
2011-02-23,3174.74,3152.44,3182.18,3145.99,71330.0,0.0034999999999999996
2011-02-24,3190.93,3170.24,3195.69,3157.97,66490.0,0.0051
2011-02-25,3197.62,3190.87,3213.79,3159.85,61620.0,0.0021
2011-02-28,3239.56,3200.68,3241.6,3178.83,76630.0,0.0131
2011-03-01,3254.89,3241.71,3273.51,3235.75,88570.0,0.004699999999999999
2011-03-02,3243.3,3237.12,3257.42,3202.83,80910.0,-0.0036
2011-03-03,3221.72,3248.16,3271.64,3221.04,101220.0,-0.0067
2011-03-04,3270.67,3223.51,3273.66,3217.48,80010.0,0.0152
2011-03-07,3334.51,3287.41,3337.47,3287.41,118190.0,0.0195
2011-03-08,3337.46,3335.71,3342.71,3311.72,84880.0,0.0009
2011-03-09,3338.86,3344.1,3355.49,3322.7,78030.0,0.0004
2011-03-10,3280.26,3330.44,3330.44,3279.33,78210.0,-0.0176
2011-03-11,3247.38,3263.08,3290.7,3240.18,67210.0,-0.01
2011-03-14,3262.92,3238.91,3263.91,3230.11,63690.0,0.0048
2011-03-15,3203.96,3250.59,3250.59,3147.96,96030.0,-0.0181
2011-03-16,3248.2,3204.92,3250.88,3202.93,78860.0,0.0138
2011-03-17,3197.1,3216.29,3240.38,3185.08,85690.0,-0.015700000000000002
2011-03-18,3215.68,3228.91,3239.96,3205.14,61340.0,0.0058
2011-03-21,3207.11,3220.68,3236.28,3194.14,59110.0,-0.0027
2011-03-22,3222.96,3217.8,3227.8,3175.93,57250.0,0.0049
2011-03-23,3264.93,3222.32,3267.0,3216.65,72080.0,0.013000000000000001
2011-03-24,3251.36,3269.57,3273.37,3250.02,61300.0,-0.0042
2011-03-25,3294.48,3256.18,3304.26,3254.68,86900.0,0.013300000000000001
2011-03-28,3290.57,3307.41,3328.07,3286.86,97680.0,-0.0012
2011-03-29,3257.98,3288.56,3309.2,3256.34,105280.0,-0.009899999999999999
2011-03-30,3256.08,3256.72,3274.98,3233.11,78340.0,-0.0006
