Date,Close,Open,High,Low,Change
2010-10-08,6.672,6.6905,6.6935,6.6699,-0.003
2010-10-11,6.669,6.671,6.6763,6.6634,-0.0004
2010-10-12,6.6737,6.6681,6.6754,6.6681,0.0007000000000000001
2010-10-13,6.6639,6.6721,6.6738,6.6631,-0.0015
2010-10-14,6.6512,6.6632,6.6632,6.65,-0.0019
2010-10-15,6.6409,6.651,6.6511,6.6401,-0.0015
2010-10-18,6.6442,6.6407,6.6509,6.6402,0.0005
2010-10-19,6.6446,6.6437,6.6501,6.6435,0.0001
2010-10-20,6.6525,6.6448,6.6627,6.6448,0.0012
2010-10-21,6.6507,6.652,6.657,6.6423,-0.0003
2010-10-22,6.6589,6.6509,6.663,6.6482,0.0012
2010-10-25,6.6582,6.6563,6.6597,6.6527,-0.0001
2010-10-26,6.6626,6.6571,6.6666,6.6571,0.0007000000000000001
2010-10-27,6.681,6.6618,6.6862,6.6618,0.0028000000000000004
2010-10-28,6.6871,6.6799,6.6917,6.6799,0.0009
2010-10-29,6.6707,6.6867,6.6867,6.6695,-0.0025
2010-11-01,6.6917,6.672,6.6959,6.672,0.0031
2010-11-02,6.6785,6.693,6.6974,6.6766,-0.002
2010-11-03,6.6768,6.6785,6.6787,6.6705,-0.0003
2010-11-04,6.6623,6.6759,6.6922,6.6613,-0.0022
2010-11-05,6.6558,6.6612,6.6658,6.6502,-0.001
2010-11-08,6.6812,6.657,6.6857,6.657,0.0038
2010-11-09,6.644,6.6808,6.6884,6.6411,-0.005600000000000001
2010-11-10,6.6341,6.645,6.6456,6.6328,-0.0015
2010-11-11,6.625,6.6346,6.6365,6.6188,-0.0014000000000000002
2010-11-12,6.6371,6.6242,6.6471,6.6218,0.0018
2010-11-15,6.6437,6.6368,6.6505,6.6337,0.001
2010-11-16,6.6386,6.6413,6.652,6.6348,-0.0008
2010-11-17,6.642,6.6383,6.6512,6.6375,0.0005
2010-11-18,6.6334,6.6428,6.6433,6.6319,-0.0013
2010-11-19,6.6401,6.6332,6.6417,6.6322,0.001
2010-11-22,6.6423,6.6403,6.6435,6.6372,0.0003
2010-11-23,6.6442,6.6403,6.6524,6.6403,0.0003
2010-11-24,6.6534,6.642,6.654,6.642,0.0014000000000000002
2010-11-25,6.6502,6.6559,6.6559,6.6467,-0.0005
2010-11-26,6.6686,6.6476,6.6692,6.6476,0.0028000000000000004
2010-11-29,6.6605,6.67,6.676,6.66,-0.0012
2010-11-30,6.667,6.6596,6.669,6.649,0.001
2010-12-01,6.6631,6.667,6.6708,6.6607,-0.0006
2010-12-02,6.6614,6.663,6.6669,6.6574,-0.0003
2010-12-03,6.6633,6.66,6.6641,6.657,0.0003
2010-12-06,6.6488,6.6626,6.6628,6.6456,-0.0022
2010-12-07,6.6457,6.6477,6.6523,6.6432,-0.0005
2010-12-08,6.663,6.6448,6.6678,6.6448,0.0026
2010-12-09,6.6552,6.6599,6.6623,6.6528,-0.0012
2010-12-10,6.6553,6.6547,6.6583,6.6463,0.0
2010-12-13,6.6664,6.6557,6.6665,6.6547,0.0017000000000000001
2010-12-14,6.6565,6.6638,6.6638,6.6482,-0.0015
2010-12-15,6.6548,6.6522,6.6603,6.6522,-0.0003
2010-12-16,6.6638,6.6527,6.6662,6.6527,0.0014000000000000002
2010-12-17,6.6555,6.6635,6.6675,6.6555,-0.0012
2010-12-20,6.6747,6.6547,6.6802,6.6523,0.0029
2010-12-21,6.6585,6.6749,6.6749,6.6555,-0.0024
2010-12-22,6.6475,6.66,6.6605,6.6466,-0.0017000000000000001
2010-12-23,6.6475,6.647,6.6505,6.6416,0.0
2010-12-24,6.6271,6.6432,6.6432,6.6246,-0.0031
2010-12-27,6.6313,6.6262,6.634,6.6257,0.0006
2010-12-28,6.6247,6.6296,6.6307,6.6217,-0.001
2010-12-29,6.6225,6.626,6.6295,6.6218,-0.0003
2010-12-30,6.6025,6.622,6.625,6.6005,-0.003
2010-12-31,6.5906,6.6001,6.6107,6.5891,-0.0018
2011-01-03,6.5898,6.5896,6.5898,6.5896,-0.0001
2011-01-04,6.607,6.59,6.6123,6.59,0.0026
2011-01-05,6.6193,6.6071,6.6261,6.6089,0.0019
2011-01-06,6.6263,6.6229,6.6269,6.6198,0.0011
2011-01-07,6.6282,6.6251,6.633,6.6251,0.0003
2011-01-10,6.6369,6.6275,6.6372,6.6275,0.0013
2011-01-11,6.6193,6.6343,6.6373,6.6188,-0.0027
2011-01-12,6.6044,6.6187,6.6193,6.6029,-0.0023
2011-01-13,6.6067,6.6048,6.6131,6.5953,0.0003
2011-01-14,6.5888,6.6037,6.6079,6.5882,-0.0027
2011-01-17,6.5933,6.5869,6.5957,6.5869,0.0007000000000000001
2011-01-18,6.5831,6.5918,6.5933,6.5819,-0.0015
2011-01-19,6.5825,6.5817,6.5875,6.5802,-0.0001
2011-01-20,6.5857,6.5816,6.5888,6.5816,0.0005
2011-01-21,6.5835,6.5844,6.5895,6.5804,-0.0003
2011-01-24,6.5812,6.5827,6.5871,6.5803,-0.0003
2011-01-25,6.5826,6.5802,6.5851,6.5742,0.0002
2011-01-26,6.5817,6.5818,6.5848,6.5803,-0.0001
2011-01-27,6.5821,6.5807,6.5843,6.5797,0.0001
2011-01-28,6.5821,6.5815,6.5879,6.5787,0.0
2011-01-31,6.605,6.5877,6.605,6.5872,0.0034999999999999996
2011-02-01,6.5959,6.6017,6.6017,6.5912,-0.0014000000000000002
