Date,Close,Open,High,Low,Change
2010-06-11,91.65,91.49,91.78,91.22,0.0018
2010-06-14,91.63,91.67,92.12,91.42,-0.0003
2010-06-15,91.53,91.63,91.69,91.08,-0.0011
2010-06-16,91.32,91.53,91.82,91.1,-0.0022
2010-06-17,90.89,91.32,91.43,90.52,-0.0048
2010-06-18,90.69,90.89,90.96,90.46,-0.0021
2010-06-21,91.03,90.56,91.48,90.34,0.0037
2010-06-22,90.39,91.03,91.11,90.34,-0.006999999999999999
2010-06-23,89.94,90.39,90.57,89.75,-0.005
2010-06-24,89.6,89.94,89.97,89.23,-0.0038
2010-06-25,89.25,89.6,89.77,89.23,-0.0038
2010-06-28,89.39,89.3,89.46,89.07,0.0015
2010-06-29,88.63,89.39,89.42,88.3,-0.0085
2010-06-30,88.51,88.63,88.76,88.36,-0.0014000000000000002
2010-07-01,87.71,88.51,88.53,86.99,-0.009000000000000001
2010-07-02,87.78,87.71,88.21,87.45,0.0007000000000000001
2010-07-05,87.53,87.79,88.0,87.47,-0.0028000000000000004
2010-07-06,87.64,87.53,87.97,87.36,0.0013
2010-07-07,87.82,87.64,87.84,87.03,0.0021
2010-07-08,88.5,87.82,88.64,87.8,0.0077
2010-07-09,88.61,88.5,88.7,88.38,0.0013
2010-07-12,88.76,89.08,89.12,88.39,0.0016
2010-07-13,88.83,88.76,88.87,88.19,0.0008
2010-07-14,88.3,88.83,89.11,88.09,-0.006
2010-07-15,87.43,88.3,88.41,87.24,-0.009899999999999999
2010-07-16,86.57,87.43,87.5,86.3,-0.0098
2010-07-19,86.76,86.53,87.22,86.53,0.0021
2010-07-20,87.41,86.76,87.57,86.74,0.0075
2010-07-21,86.85,87.41,87.43,86.8,-0.0064
2010-07-22,87.22,86.85,87.23,86.35,0.0043
2010-07-23,87.46,87.22,87.5,86.74,0.0028000000000000004
2010-07-26,86.91,87.67,87.72,86.83,-0.0063
2010-07-27,87.82,86.91,87.98,86.84,0.0105
2010-07-28,87.41,87.88,88.13,87.24,-0.004699999999999999
2010-07-29,86.78,87.34,87.53,86.54,-0.0072
2010-07-30,86.46,86.76,86.82,86.02,-0.0037
2010-08-02,86.53,86.52,86.88,86.32,0.0009
2010-08-03,85.88,86.53,86.6,85.69,-0.0075
2010-08-04,86.33,85.88,86.4,85.33,0.0052
2010-08-05,85.81,86.33,86.45,85.71,-0.006
2010-08-06,85.51,85.81,86.18,85.03,-0.0034000000000000002
2010-08-09,85.93,85.35,85.95,85.34,0.0049
2010-08-10,85.32,85.93,86.24,85.18,-0.0072
2010-08-11,85.13,85.32,85.46,84.73,-0.0022
2010-08-12,86.17,85.13,86.18,84.93,0.012199999999999999
2010-08-13,86.22,86.17,86.38,85.57,0.0006
2010-08-16,85.18,85.97,85.98,85.12,-0.012
2010-08-17,85.62,85.18,85.68,85.18,0.0051
2010-08-18,85.46,85.62,85.62,85.19,-0.0018
2010-08-19,85.2,85.46,85.92,84.9,-0.003
2010-08-20,85.6,85.2,85.82,85.2,0.0046
2010-08-23,85.08,85.56,85.64,85.07,-0.006
2010-08-24,84.19,85.08,85.16,83.6,-0.0106
2010-08-25,84.79,84.19,84.83,84.06,0.0070999999999999995
2010-08-26,84.31,84.79,84.89,84.28,-0.005600000000000001
2010-08-27,85.26,84.31,85.45,84.28,0.0113
2010-08-30,84.61,85.6,85.9,84.49,-0.0077
2010-08-31,84.13,84.61,84.66,83.83,-0.005600000000000001
2010-09-01,84.51,84.13,84.67,83.68,0.0046
2010-09-02,84.37,84.51,84.56,84.0,-0.0017000000000000001
2010-09-03,84.34,84.37,85.22,84.17,-0.0004
2010-09-06,84.17,84.46,84.49,84.05,-0.002
2010-09-07,83.75,84.17,84.26,83.52,-0.005
2010-09-08,84.0,83.75,84.04,83.35,0.0029
2010-09-09,83.92,84.0,84.02,83.5,-0.001
2010-09-10,84.18,83.92,84.38,83.75,0.0032
2010-09-13,83.61,84.25,84.29,83.51,-0.0068000000000000005
2010-09-14,83.08,83.61,83.71,82.93,-0.0063
2010-09-15,85.61,83.08,85.77,82.88,0.0304
2010-09-16,85.81,85.61,85.93,85.23,0.0024
2010-09-17,85.86,85.81,85.93,85.6,0.0005
2010-09-20,85.72,85.75,85.8,85.51,-0.0016
2010-09-21,84.99,85.72,85.72,84.97,-0.0085
2010-09-22,84.59,84.99,85.0,84.28,-0.004699999999999999
2010-09-23,84.57,84.59,84.67,84.27,-0.0003
2010-09-24,84.21,84.57,85.39,84.12,-0.0042
2010-09-27,84.27,84.33,84.37,84.12,0.0007000000000000001
2010-09-28,83.94,84.27,84.34,83.7,-0.0039000000000000003
2010-09-29,83.77,83.94,84.09,83.5,-0.0021
2010-09-30,83.51,83.77,83.8,83.17,-0.0031
2010-10-01,83.21,83.51,83.56,83.16,-0.0036
2010-10-04,83.58,83.35,83.86,83.19,0.0045000000000000005
2010-10-05,83.17,83.58,83.99,82.98,-0.005
2010-10-06,82.98,83.17,83.24,82.76,-0.0023
2010-10-07,82.36,82.98,83.03,82.12,-0.0074
2010-10-08,81.9,82.36,82.56,81.74,-0.005600000000000001
2010-10-11,82.32,81.83,82.34,81.83,0.005
2010-10-12,81.8,82.32,82.32,81.67,-0.0063
2010-10-13,81.72,81.8,82.0,81.71,-0.001
2010-10-14,81.59,81.72,81.73,80.89,-0.0016
2010-10-15,81.47,81.59,81.62,80.89,-0.0014000000000000002
2010-10-18,81.18,81.32,81.41,81.13,-0.0034999999999999996
2010-10-19,81.46,81.18,81.92,81.15,0.0034000000000000002
2010-10-20,81.11,81.46,81.47,80.85,-0.0043
2010-10-21,81.27,81.11,81.82,80.92,0.002
2010-10-22,81.36,81.27,81.5,80.98,0.0011
2010-10-25,80.81,81.31,81.33,80.42,-0.0067
2010-10-26,81.42,80.81,81.65,80.62,0.0074
2010-10-27,81.58,81.42,81.99,81.38,0.002
