,G_Val,F_Val,F_total,F_percent
2013.12.09,"+394,679","+1,063,627","300,235,751",42.27%
2013.12.06,"+273,841","+933,940","299,109,264",42.12%
2013.12.05,"+227,044","-793,464","298,166,810",41.98%
2013.12.04,"-111,982","+410,540","298,961,094",42.10%
2013.12.03,"-584,576","+299,810","298,550,561",42.04%
2013.12.02,"-423,383","+1,187,252","298,250,751",42.00%
2013.11.29,"-355,199","+1,431,820","297,067,502",41.83%
2013.11.28,"+361,908","+2,734,110","295,635,682",41.63%
2013.11.27,"+1,065,708","+2,554,286","292,903,792",41.24%
2013.11.26,"+224,845","+634,602","290,349,508",40.88%
2013.11.25,"+399,798","+385,802","289,714,915",40.79%
2013.11.22,"+418,305","-95,894","289,350,913",40.74%
2013.11.21,"-267,469","-263,680","289,457,707",40.76%
2013.11.20,"-436,746","-513,986","289,721,399",40.79%
2013.11.19,"-27,642","-95,585","290,235,385",40.87%
2013.11.18,"-3,528","+192,790","290,332,050",40.88%
2013.11.15,"+674,134","+807,655","290,139,267",40.85%
2013.11.14,"+513,996","-168,360","289,330,535",40.74%
2013.11.13,"+31,491","-423,814","289,476,695",40.76%
2013.11.12,"+177,587","+190,470","289,914,509",40.82%
2013.11.11,"+404,976","-420,011","289,724,045",40.79%
2013.11.08,"-88,016","+129,079","290,144,050",40.85%
2013.11.07,"-69,189","+154,560","290,014,971",40.84%
2013.11.06,"-187,407","+81,880","289,839,011",40.81%
2013.11.05,"-281,719","+200,898","289,746,231",40.80%
2013.11.04,"+14,392","-48,450","289,427,638",40.75%
2013.11.01,"+754,585","+146,859","289,476,088",40.76%
2013.10.31,"+118,245","-476,994","289,314,249",40.74%
2013.10.30,"-163,965","+991,110","290,011,423",40.84%
2013.10.29,"-1,598,261","+154,861","289,020,313",40.70%
2013.10.28,"+4,963","+305,850","288,879,459",40.68%
2013.10.25,"-559,519","+67,650","288,352,329",40.60%
2013.10.24,"-221,873","+87,747","288,192,539",40.58%
2013.10.23,"-671,427","+215,016","287,697,767",40.51%
2013.10.22,"-958,616","+392,233","287,412,123",40.47%
2013.10.21,"-701,974","+569,150","286,986,486",40.41%
2013.10.18,"+143,570","+874,377","286,374,536",40.32%
2013.10.17,"-629,783","+1,309,980","285,480,539",40.20%
2013.10.16,"-431,651","+569,780","284,170,559",40.01%
2013.10.15,"-117,868","+710,710","283,600,782",39.93%
2013.10.14,"-643,210","+708,250","282,864,397",39.83%
2013.10.11,"-378,029","+1,099,590","282,124,047",39.72%
2013.10.10,"-750,170","+1,698,110","280,927,247",39.56%
2013.10.08,"-9,953,327","+10,653,508","279,117,507",39.30%
2013.10.07,"-1,224,518","+5,079,346","268,434,699",37.80%
2013.10.04,"-276,313","+5,432,360","263,355,352",37.08%
2013.10.02,"+745,363","+944,873","257,902,192",36.31%
2013.10.01,"+105,761","+230,659","256,957,327",36.18%
2013.09.30,"+1,019,603","+60,760","256,730,668",36.15%
2013.09.27,"+30,600","+64,451","256,605,408",36.13%
2013.09.26,"-66,122","+826,315","256,520,957",36.12%
2013.09.25,"-810,132","+682,757","255,694,642",36.00%
2013.09.24,"-755,547","+1,317,597","254,919,865",35.89%
2013.09.23,"-193,193","+1,129,011","253,572,268",35.70%
2013.09.17,"+1,215,688","+954,155","252,378,279",35.54%
2013.09.16,"+1,104,824","+903,346","251,324,782",35.39%
2013.09.13,"-128,863","+705,310","250,368,826",35.25%
2013.09.12,"-738,546","+2,176,700","249,477,596",35.13%
2013.09.11,"-406,443","+1,015,860","247,256,890",34.82%
2013.09.10,"-278,125","+2,690,560","246,241,027",34.67%
2013.09.09,"-651,795","+3,402,965","243,393,467",34.27%
2013.09.06,"-4,294,579","+527,434","240,120,028",33.81%
2013.09.05,"-5,091,038","+3,511,400","239,562,640",33.73%
2013.09.04,"-404,824","+902,610","236,051,240",33.24%
2013.09.03,"-609,356","+755,550","235,095,137",33.10%
2013.09.02,"-469,075","+363,640","234,339,589",33.00%
2013.08.30,"+5,376","+865,400","234,165,097",32.97%
2013.08.29,"-650,013","-1,058,323","233,299,697",32.85%
2013.08.28,"-378,592","+458,099","234,358,012",33.00%
2013.08.27,"-678,017","-252,370","233,899,914",32.93%
2013.08.26,"-537,134","-65,960","234,042,284",32.95%
2013.08.23,"+526,007","-45,244","234,108,244",32.96%
2013.08.22,"+392,170","+316,801","234,185,588",32.97%
2013.08.21,"+255,038","-249,934","233,914,788",32.94%
2013.08.20,"-555,395","+1,604,459","234,164,730",32.97%
2013.08.19,"-151,382","+348,295","232,764,271",32.77%
2013.08.16,"-70,865","+382,816","231,851,598",32.65%
2013.08.14,"+395,360","+2,662,340","231,553,129",33.30%
2013.08.13,"+2,049,780","+994,520","221,846,756",31.90%
2013.08.12,"+328,605","-103,710","220,945,372",31.77%
2013.08.09,"-173,178","+490,000","221,049,082",31.79%
2013.08.08,"-630,182","-692,077","219,963,023",31.63%
2013.08.07,"-1,453,562","+393,280","220,756,546",31.75%
2013.08.06,"+323,934","-37,278","220,363,266",31.69%
2013.08.05,"+38,014","+309,935","220,400,542",31.70%
2013.08.02,"-831,296","+343,480","220,214,641",31.68%
2013.08.01,"-465,751","-4,240","219,871,161",31.63%
2013.07.31,"+180,168","-199,274","219,875,392",31.63%
2013.07.30,"+1,215,252","-677,540","219,862,946",31.65%
2013.07.29,"-1,544,491","-1,917,710","220,547,726",31.75%
2013.07.26,"-957,061","-472,320","222,435,843",32.02%
2013.07.25,"-1,318,995","+408,205","222,908,163",32.09%
2013.07.24,"-55,055","+146,025","222,618,758",32.04%
2013.07.23,"+71,277","-352,715","222,472,733",32.02%
2013.07.22,"-1,270,913","-301,290","222,944,243",32.09%
2013.07.19,"-879,733","-333,211","223,353,533",32.15%
2013.07.18,"-815,764","+1,724,750","223,686,744",32.20%
2013.07.17,"-491,948","+177,299","221,961,994",31.95%
2013.07.16,"-502,950","+163,235","221,784,695",31.92%
2013.07.15,"-374,340","+184,410","221,621,460",31.90%
2013.07.12,"-320,236","-118,719","221,437,055",31.87%
2013.07.11,"+119,858","-556,171","221,515,774",31.89%
2013.07.10,"-711,242","+171,830","222,071,945",31.97%
2013.07.09,"+173,520","-374,090","221,900,115",31.94%
2013.07.08,"-114,587","+283,550","222,214,205",31.99%
2013.07.05,"-705,460","-127,190","221,910,655",31.94%
2013.07.04,"-712,336","+30,910","222,037,845",31.96%
2013.07.03,"-831,248","-537,771","221,967,635",31.95%
2013.07.02,"-2,697,927","+2,074,319","222,405,406",32.01%
2013.07.01,"-991,236","+880,460","220,551,637",31.76%
2013.06.28,"-981,335","+1,146,875","219,604,036",31.62%
2013.06.27,"-1,762,707","+1,188,840","218,471,359",31.46%
2013.06.26,"-607,602","+623,390","217,670,719",31.34%
2013.06.25,"-445,688","+671,885","217,058,029",31.26%
2013.06.24,"-598,783","-83,634","216,393,604",31.16%
2013.06.21,"+375,858","-1,131,339","216,573,538",31.19%
2013.06.20,"-552,356","-13,892","217,769,077",31.37%
2013.06.19,"-623,206","+604,035","217,836,469",31.38%
2013.06.18,"-1,097,012","+1,472,168","217,253,834",31.29%
2013.06.17,"-1,235,744","+81,084","215,803,066",31.09%
2013.06.14,"-223,412","+70,795","215,851,122",31.09%
2013.06.13,"-1,072,737","+827,040","216,093,748",31.13%
2013.06.12,"-111,228","+289,650","215,746,708",31.08%
2013.06.11,"-223,654","+50,463","215,457,059",31.04%
2013.06.10,"-801,599","+2,066,270","215,563,933",31.05%
2013.06.07,"-53,054","+550,258","213,538,509",30.76%
2013.06.05,"-451,327","+347,655","213,042,246",30.69%
2013.06.04,"-692,155","+1,107,410","212,694,591",30.64%
2013.06.03,"-1,253,097","+828,822","211,587,181",30.48%
2013.05.31,"-516,850","+854,965","210,747,609",30.36%
2013.05.30,"-4,416,709","+4,696,680","209,892,644",30.24%
2013.05.29,"-234,329","+1,300,370","205,195,964",29.56%
2013.05.28,"-247,935","+286,833","203,895,594",29.37%
2013.05.27,"-80,398","+396,100","203,608,761",29.33%
2013.05.24,"+220,027","-220,290","203,422,661",29.30%
2013.05.23,"+154,797","+1,128,805","203,642,951",29.34%
2013.05.22,"+276,319","+1,044,995","202,624,146",29.19%
2013.05.21,"+281,897","+654,234","201,579,141",29.04%
2013.05.20,"-117,619","+1,407,465","200,924,907",28.94%
2013.05.16,"+257,928","+1,106,430","199,385,097",28.72%
2013.05.15,"+111,459","+340,148","198,149,667",28.54%
2013.05.14,"+35,522","+513,229","197,819,969",28.50%
2013.05.13,"+182,193","-393,198","197,337,760",28.43%
2013.05.10,"-76,552","+761,260","197,687,414",28.48%
2013.05.09,"+3,368","+157,250","196,911,104",28.37%
2013.05.08,"-177,178","+119,544","196,753,860",28.34%
2013.05.07,"-72,736","-361,750","196,624,316",28.33%
2013.05.06,"-148,745","-1,252,577","196,983,066",28.38%
2013.05.03,"+883,272","-726,827","198,230,650",28.56%
2013.05.02,"+226,959","-507,929","199,001,467",28.67%
2013.04.30,"+81,367","+956,816","199,890,856",28.80%
2013.04.29,"+165,725","+144,817","198,884,440",28.65%
2013.04.26,"+77,717","+12,770","198,739,623",28.63%
2013.04.25,"-2,448,774","+3,507,196","198,891,853",28.65%
2013.04.24,"+295,933","-135,840","195,385,727",28.15%
2013.04.23,"+235,523","-297,550","195,364,893",28.14%
2013.04.22,"+176,297","-29,742","195,753,857",28.20%
2013.04.19,"+349,714","+596,627","195,691,106",28.19%
2013.04.18,"+381,923","-1,150,521","195,094,474",28.11%
2013.04.17,"+513,913","-684,960","196,244,995",28.27%
2013.04.16,"+133,355","-381,190","197,007,772",28.38%
2013.04.15,"+879,096","-241,524","197,393,377",28.44%
2013.04.12,"+206,548","+30,030","197,630,713",28.47%
2013.04.11,"+536,993","+345,600","197,600,683",28.47%
2013.04.10,"-263,713","-240,151","197,259,385",28.42%
2013.04.09,"+224,324","+155,210","197,487,536",28.45%
2013.04.08,"+274,026","-186,208","197,379,648",28.43%
2013.04.05,"+696,334","-620,197","197,682,010",28.48%
2013.04.04,"+1,063,021","+494,722","198,373,557",28.58%
2013.04.03,"+198,256","+175,564","197,876,835",28.51%
2013.04.02,"+195,689","-419,409","197,701,271",28.48%
2013.04.01,"+246,898","-264,052","198,140,680",28.54%
2013.03.29,"-505,181","+247,710","198,736,592",28.63%
2013.03.28,"-135,925","+132,830","198,213,952",28.55%
2013.03.27,"+319,788","+357,036","198,314,702",28.57%
2013.03.26,"-609,693","+2,305,240","197,917,666",28.51%
2013.03.25,"+43,049","+774,932","195,746,096",28.20%
2013.03.22,"-207,503","+134,414","195,052,294",28.10%
2013.03.21,"-925,859","+441,675","195,046,050",28.10%
2013.03.20,"-339,190","+711,263","194,626,264",28.04%
2013.03.19,"-298,988","+404,363","193,915,001",27.94%
2013.03.18,"-85,516","+374,088","193,576,338",27.89%
2013.03.15,"-204,855","+688,235","193,202,370",27.83%
2013.03.14,"-55,342","+833,681","192,514,135",27.73%
2013.03.13,"-183,668","+520,960","191,680,454",27.61%
2013.03.12,"-258,550","+622,760","191,055,294",27.52%
2013.03.11,"+63,376","+2,023,750","190,395,466",27.43%
2013.03.08,"+14,433","+1,413,470","188,240,446",27.12%
2013.03.07,"-186,092","+2,180,710","186,826,965",26.91%
2013.03.06,"+921,027","+3,247,500","184,481,251",26.58%
2013.03.05,"+916,869","+1,239,112","181,214,041",26.11%
2013.03.04,"+248,878","-280,697","179,974,929",25.93%
2013.02.28,"+804,424","+88,420","180,231,536",25.96%
2013.02.27,"+704,811","-502,913","180,156,256",25.95%
2013.02.26,"+1,090,633","-727,880","180,659,169",26.03%
2013.02.25,"+67,080","+369,093","181,387,049",26.13%
2013.02.22,-830,"+456,300","181,017,956",26.08%
2013.02.21,"-236,607","+865,740","180,320,431",25.98%
2013.02.20,"+2,075,335","+965,790","179,476,591",25.86%
2013.02.19,"+642,238","-140,170","178,330,801",25.69%
2013.02.18,"+203,480","+607,940","178,470,971",25.71%
2013.02.15,"+147,725","+394,860","177,851,031",25.62%
2013.02.14,"+3,044","+822,447","177,456,171",25.56%
2013.02.13,"+1,125,416","+746,574","176,605,498",25.44%
2013.02.12,"+788,246","+63,590","175,858,924",25.33%
2013.02.08,"+635,042","-342,355","175,795,334",25.33%
2013.02.07,"+368,741","+1,411,634","176,192,439",25.38%
2013.02.06,"+343,166","+1,208,049","174,780,807",25.18%
2013.02.05,"-35,105","-197,230","173,616,558",25.01%
2013.02.04,"-102,843","+514,504","173,782,148",25.04%
2013.02.01,"-661,521","+498,776","173,279,344",24.96%
2013.01.31,"-404,744","+25,907","172,769,618",24.89%
2013.01.30,"-347,042","+174,080","172,588,223",24.86%
2013.01.29,"-159,672","-905,398","172,313,403",24.82%
2013.01.28,"+56,130","-140,930","173,044,110",24.93%
2013.01.25,"-97,238","-820,526","173,704,540",25.02%
2013.01.24,"-371,620","-1,108,190","174,500,066",25.14%
2013.01.23,"-101,309","-1,855,974","175,608,256",25.30%
2013.01.22,"-1,021,660","-838,920","177,464,230",25.57%
2013.01.21,"-198,539","-76,522","178,197,947",25.67%
2013.01.18,"-1,561,015","+258,010","178,390,659",25.70%
2013.01.17,"-1,364,093","+243,293","178,132,649",25.66%
2013.01.16,"-1,265,151","+1,546,669","177,608,056",25.59%
2013.01.15,"-130,679","-676,693","176,061,387",25.36%
2013.01.14,+729,"+104,080","176,738,080",25.46%
2013.01.11,"+517,798","+681,840","176,751,000",25.46%
2013.01.10,"+564,755","+362,210","176,014,360",25.36%
2013.01.09,"-88,449","+30,007","175,652,150",25.30%
2013.01.08,"+87,730","+276,890","175,622,143",25.30%
2013.01.07,"-750,718","-255,250","175,345,253",25.26%
2013.01.04,"-740,000","+665,916","175,519,503",25.29%
2013.01.03,"+90,979","+700,875","174,553,587",25.15%
2013.01.02,"-7,624","+1,130,591","173,798,212",25.04%
2012.12.28,"-92,731","-357,110","172,667,621",24.87%
2012.12.27,"+87,449","-157,279","172,941,131",24.91%
2012.12.26,"-77,110","+607,620","172,958,410",24.92%
2012.12.24,"-172,229","-233,865","173,000,790",24.92%
2012.12.21,"-1,145,332","+235,594","173,251,785",24.96%
2012.12.20,"-187,223","+462,523","173,286,751",24.96%
2012.12.18,"+312,661","-103,640","172,661,228",24.87%
2012.12.17,"+739,472","+715,500","172,861,188",24.90%
2012.12.14,"+211,134","+9,062","172,212,895",24.81%
2012.12.13,"-294,616","-132,018","172,575,633",24.86%
2012.12.12,"+37,596","+624,210","171,968,851",24.77%
2012.12.11,"+199,434","+105,909","171,344,641",24.68%
2012.12.10,"+521,367","+448,538","171,238,732",24.67%
2012.12.07,"+1,784,544","+340,060","170,840,194",24.61%
2012.12.06,"+597,339","-294,770","170,500,134",24.56%
2012.12.05,"+541,559","-458,421","170,797,144",24.61%
2012.12.04,"-570,529","+508,519","171,255,568",24.67%
2012.12.03,"-1,073,317","+515,220","170,747,049",24.60%
2012.11.30,"-331,940","-1,273,853","170,209,429",24.52%
2012.11.29,"-505,529","-137,137","171,756,282",24.74%
2012.11.28,"+427,139","+46,954","171,925,419",24.77%
2012.11.27,"-622,535","+213,010","171,893,420",24.76%
2012.11.26,"+149,099","+321,934","171,826,855",24.75%
2012.11.23,"+326,407","-285,359","171,504,921",24.71%
2012.11.22,"+359,222","-77,865","171,790,280",24.75%
2012.11.21,"-155,707","+412,617","171,901,745",24.76%
2012.11.20,"+99,315","-11,020","171,489,135",24.70%
2012.11.19,"+85,170","-299,980","171,733,753",24.74%
2012.11.16,"-1,375,003","+568,167","171,996,135",24.78%
2012.11.15,"+2,639","-125,970","171,468,088",24.70%
2012.11.14,"+1,069,705","-420,685","171,589,058",24.72%
2012.11.13,"+403,924","-80,550","172,073,343",24.79%
2012.11.12,"-90,475","+322,120","172,153,893",24.80%
2012.11.09,"-695,726","-810,987","171,856,413",24.76%
2012.11.08,"+645,721","-854,130","172,667,400",24.88%
2012.11.07,"+119,214","+205,480","173,521,530",25.00%
2012.11.06,"-157,725","-219,207","173,246,050",24.96%
2012.11.05,"+160,131","+150,380","173,487,651",24.99%
2012.11.02,"+796,787","+346,620","173,288,141",24.97%
2012.11.01,"+326,406","+1,663,581","172,941,521",24.92%
2012.10.31,"+1,210,540","-278,655","171,277,940",24.68%
2012.10.30,"+798,391","-268,153","171,594,595",24.72%
2012.10.29,"+1,456,238","-779,360","171,862,748",24.76%
2012.10.26,"+618,745","+174,290","172,698,108",24.88%
2012.10.25,"+334,435","+2,372,360","172,305,848",24.82%
2012.10.24,"+2,378,115","+192,865","169,933,488",24.48%
2012.10.23,"+487,718","-424,336","169,740,623",24.45%
2012.10.22,"+181,975","+180,082","170,164,959",24.52%
2012.10.19,"+290,331","-187,400","169,964,877",24.49%
2012.10.18,"+91,891","+414,330","170,152,277",24.51%
2012.10.17,"+218,244","+1,102,950","169,737,947",24.45%
2012.10.16,"+1,141,107","-221,632","168,634,997",24.29%
2012.10.15,"-14,515","-385,310","168,856,629",24.33%
2012.10.12,"+242,740","-852,650","169,241,939",24.38%
2012.10.11,"-74,107","-312,392","169,994,589",24.49%
2012.10.10,"+514,818","-112,256","170,306,981",24.54%
2012.10.09,"+1,107,990","-404,469","170,419,241",24.55%
2012.10.08,"+1,067,339","+521,604","170,823,710",24.61%
2012.10.05,"+637,404","-30,924","170,302,106",24.53%
2012.10.04,"+1,236,433","-377,670","170,333,030",24.54%
2012.10.02,"-210,108","-238,611","170,710,702",24.59%
2012.09.28,"-197,571","+555,714","170,926,911",24.62%
2012.09.27,"-438,702","-106,356","170,366,197",24.54%
2012.09.26,"-537,304","+70,510","170,472,553",24.56%
2012.09.25,"-614,828","+636,197","170,402,043",24.55%
2012.09.24,"+26,150","+135,600","169,765,846",24.46%
2012.09.21,"+150,386","-100,724","169,630,251",24.44%
2012.09.20,"+1,820,285","+762,910","169,715,967",24.45%
2012.09.19,"+737,658","+991,154","168,953,048",24.34%
2012.09.18,"+193,293","-395,470","167,961,894",24.20%
2012.09.17,"+160,118","+107,695","168,334,964",24.25%
2012.09.14,"+1,581,128","+1,725,918","168,281,769",24.24%
2012.09.13,"-590,204","+30,990","166,555,851",24.00%
2012.09.12,"+4,644","+19,422","166,630,861",24.01%
2012.09.11,"-42,107","+217,870","166,611,439",24.00%
2012.09.10,"+309,627","-45,960","166,393,569",23.97%
2012.09.07,"+4,250,090","+746,088","166,439,529",23.98%
2012.09.06,"-2,955,964","-247,010","165,753,441",23.88%
2012.09.05,"-275,043","-113,850","166,000,458",23.92%
2012.09.04,"+232,291","-268,120","166,114,313",23.93%
2012.09.03,"+222,994","-204,710","166,382,425",23.97%
2012.08.31,"-267,395","-199,374","166,587,135",24.00%
2012.08.30,"-620,220","+142,036","166,786,509",24.03%
2012.08.29,"-572,827","-65,064","166,644,478",24.01%
2012.08.28,"-1,399,354","-1,183,640","166,709,542",24.02%
2012.08.27,"-1,207,154","-183,940","167,893,187",24.19%
2012.08.24,"-543,790","-34,252","168,077,127",24.21%
2012.08.23,"-1,118,663","-350,045","168,111,374",24.22%
2012.08.22,"-268,290","-32,235","168,461,419",24.27%
2012.08.21,"+855,718","+690,335","168,526,354",24.28%
2012.08.20,"-105,857","+386,552","167,836,019",24.18%
2012.08.17,"-149,044","+706,180","167,449,467",24.12%
2012.08.16,"-2,214,981","+165,394","166,743,287",24.02%
2012.08.14,"-390,045","+371,826","166,577,893",24.00%
2012.08.13,"-822,438","+201,790","166,206,067",23.94%
2012.08.10,"+285,458","+473,822","166,004,277",23.92%
2012.08.09,"-418,531","+936,680","165,535,235",23.85%
2012.08.08,"+1,069,386","+861,870","164,598,555",23.71%
2012.08.07,"+1,268,185","-71,559","163,651,665",23.58%
2012.08.06,"+817,948","+906,913","163,723,232",23.59%
2012.08.03,"-1,329,680","-555,866","162,816,319",23.46%
2012.08.02,"-1,356,037","+1,188,020","163,372,185",23.54%
2012.08.01,"-606,802","+155,500","162,184,165",23.37%
2012.07.31,"-626,953","+1,123,910","162,028,671",23.34%
2012.07.30,"-80,611","+472,124","160,909,761",23.18%
2012.07.27,"-267,423","+875,050","160,437,637",23.11%
2012.07.26,"-1,626,259","-36,870","159,562,587",22.99%
2012.07.25,"+35,197","-349,692","159,644,257",23.00%
2012.07.24,"+682,423","-400,865","160,016,349",23.05%
2012.07.23,"-1,315,971","-902,951","160,439,614",23.11%
2012.07.20,"+1,198,823","-429,340","161,342,565",23.24%
2012.07.19,"-737,942","-337,315","161,700,905",23.30%
2012.07.18,"-2,354,136","-414,350","162,038,213",23.34%
2012.07.17,"-1,330,354","-1,725,620","162,164,563",23.36%
2012.07.16,"-2,096,853","-19,340","163,866,192",23.61%
2012.07.13,"-328,289","-687,677","163,947,138",23.62%
2012.07.12,"-760,692","-602,528","164,577,217",23.71%
2012.07.11,"-1,195,576","-334,832","165,179,745",23.80%
2012.07.10,"-248,961","+401,670","165,494,577",23.84%
2012.07.09,"-208,011","+102,600","165,092,907",23.78%
2012.07.06,"-308,796","+821,530","164,990,307",23.77%
2012.07.05,"-207,912","-377,420","164,128,777",23.65%
2012.07.04,"-400,371","+186,220","164,506,197",23.70%
2012.07.03,"+117,195","+635,084","164,319,977",23.67%
2012.07.02,"+31,820","-170,590","163,685,044",23.58%
2012.06.29,"+466,221","+83,999","163,837,714",23.60%
2012.06.28,"+167,489","+527,530","163,718,935",23.59%
2012.06.27,"+569,412","-544,728","163,321,425",23.53%
2012.06.26,"-823,472","+665,463","163,875,113",23.61%
2012.06.25,"-440,585","-2,407,994","163,132,370",23.50%
2012.06.22,"-357,864","-90,267","165,540,364",23.85%
2012.06.21,"-8,754","-272,183","165,564,951",23.85%
2012.06.20,"+350,716","+1,282,768","165,887,134",23.90%
2012.06.19,"+172,810","+685,281","164,595,366",23.71%
2012.06.18,"-1,176,946","+454,148","163,833,285",23.60%
2012.06.15,"-2,627,011","+1,280,891","163,379,137",23.54%
2012.06.14,"+824,853","+68,686","162,066,886",23.35%
2012.06.13,"+594,692","+341,173","162,085,000",23.35%
2012.06.12,"+1,658,788","-232,249","161,843,827",23.32%
2012.06.11,"+877,990","+641,164","162,076,076",23.35%
2012.06.08,"-451,487","-380,232","161,422,792",23.26%
2012.06.07,"+762,272","+649,794","161,703,024",23.30%
2012.06.05,"-139,410","-337,820","161,043,330",23.20%
2012.06.04,"-792,240","-231,500","161,381,155",23.25%
2012.06.01,"-13,699","-379,016","161,612,655",23.28%
2012.05.31,"-783,175","+52,515","161,971,671",23.33%
2012.05.30,"+347,278","-635,461","161,919,161",23.33%
2012.05.29,"+2,057,058","+74,176","162,654,630",23.43%
2012.05.25,"-403,564","-1,194,730","162,612,764",23.43%
2012.05.24,"+348,208","-938,560","163,815,194",23.60%
2012.05.23,"-1,750,776","-465,421","164,767,634",23.74%
2012.05.22,"-391,550","-1,055,531","165,243,150",23.81%
2012.05.21,"-685,303","-305,446","166,300,697",23.96%
2012.05.18,"-225,660","+46,715","166,558,923",24.00%
2012.05.17,"-544,827","+2,818,510","166,536,448",23.99%
2012.05.16,"-3,281,981","-173,168","163,726,018",23.59%
2012.05.15,"-809,442","+153,752","163,925,446",23.62%
2012.05.14,"-253,689","+1,031,380","163,801,994",23.60%
2012.05.11,"-1,508,690","-44,639","162,819,094",23.46%
2012.05.10,"-740,234","+710,199","162,777,873",23.45%
2012.05.09,"-1,725,857","+787,542","162,069,694",23.35%
2012.05.08,"-1,303,017","-495,600","161,296,292",23.24%
2012.05.07,"-1,044,554","-67,148","161,900,992",23.33%
2012.05.04,"-387,886","+420,418","161,968,138",23.34%
2012.05.03,"-292,085","-70,640","161,522,390",23.27%
2012.05.02,"-1,054,231","-605,730","161,593,030",23.28%
2012.04.30,"-100,550","-52,320","162,092,760",23.36%
2012.04.27,"+453,656","-230,578","162,143,420",23.36%
2012.04.26,"+605,629","-301,470","162,373,998",23.40%
2012.04.25,"+262,924","-693,311","162,675,440",23.44%
2012.04.24,"-437,101","-514,643","163,389,981",23.54%
2012.04.23,"-1,901","-350,792","163,892,449",23.61%
2012.04.20,"+568,623","-1,867,820","164,283,241",23.67%
2012.04.19,"-285,308","-315,774","166,151,061",23.94%
2012.04.18,"-240,280","-1,127,570","166,366,835",23.97%
2012.04.17,"+833,103","-1,985,100","167,144,405",24.08%
2012.04.16,"+892,758","-179,767","169,591,455",24.44%
2012.04.13,"+2,095,807","-351,815","170,070,542",24.50%
2012.04.12,"+222,252","-1,135,508","170,441,984",24.56%
2012.04.10,"-254,948","-79,530","171,577,474",24.72%
2012.04.09,"-687,109","-194,532","171,657,004",24.73%
2012.04.06,"+189,478","-81,800","171,851,536",24.76%
2012.04.05,"+570,296","-1,201,411","171,933,336",24.77%
2012.04.04,"+258,750","-519,250","173,534,747",25.00%
2012.04.03,"+1,064,919","+435,835","174,151,497",25.09%
2012.04.02,"-218,154","-184,231","173,715,678",25.03%
2012.03.30,"-987,979","+819,559","173,899,904",25.06%
2012.03.29,"+632,453","+504,880","173,080,345",24.94%
2012.03.28,"+1,076,979","+58,780","172,575,466",24.87%
2012.03.27,"+826,151","-43,228","172,516,679",24.86%
2012.03.26,"+1,451,869","-320,050","172,543,907",24.86%
2012.03.23,"+471,288","+868,990","172,842,859",24.90%
2012.03.22,"+615,110","+122,130","172,073,868",24.79%
2012.03.21,"+76,286","+114,810","171,819,738",24.76%
2012.03.20,"+299,964","+28,720","171,704,928",24.74%
2012.03.19,"+1,221,211","-435,220","171,676,208",24.74%
2012.03.16,"-483,535","+98,805","172,107,531",24.80%
2012.03.15,"-1,128,765","+365,920","171,986,726",24.78%
2012.03.14,"-205,423","+287,623","171,595,506",24.72%
2012.03.13,"-1,059,585","-390,520","171,301,796",24.68%
2012.03.12,"-248,920","-157,170","171,492,316",24.71%
2012.03.09,"-151,237","+283,943","171,649,486",24.73%
2012.03.08,"-7,900","-316,662","171,515,543",24.71%
2012.03.07,"+274,477","-808,008","171,811,905",24.76%
2012.03.06,"-414,548","-678,252","172,496,083",24.85%
2012.03.05,"-407,296","-332,067","173,150,131",24.95%
2012.03.02,"+909,188","+226,785","173,482,210",25.00%
2012.02.29,"-546,508","+1,920,988","173,255,425",24.96%
2012.02.28,"+3,795,919","+3,623,901","171,298,537",24.68%
2012.02.27,"-536,487","-502,805","167,670,216",24.16%
2012.02.24,"-552,436","+682,117","168,173,008",24.23%
2012.02.23,"-641,957","+990,481","167,490,891",24.13%
2012.02.22,"+663,526","+178,488","166,500,410",28.12%
2012.02.21,"+188,894","-309,470","166,321,916",28.09%
2012.02.20,"-615,296","-240,150","166,631,386",28.14%
2012.02.17,"+821,882","-805,016","166,871,536",28.18%
2012.02.16,"+674,179","-1,204,592","167,675,602",28.32%
2012.02.15,"+2,160,239","+616,930","168,880,194",28.52%
2012.02.14,"-923,181","+1,723,172","168,263,264",28.41%
2012.02.13,"-1,216,762","-211,255","166,304,292",28.08%
2012.02.10,"-935,258","+896,142","166,515,542",28.12%
2012.02.09,"-848,008","+1,985,023","165,619,405",27.97%
2012.02.08,"-584,369","+1,170,120","163,628,382",27.63%
2012.02.07,"-1,593,456","-250,652","162,458,274",27.43%
2012.02.06,"-218,752","-121,538","162,708,926",27.48%
2012.02.03,"-3,458,689","+74,370","162,832,516",27.50%
2012.02.02,"+469,409","+1,829,488","162,758,146",27.48%
2012.02.01,"-391,273","+1,650,165","160,928,658",27.18%
2012.01.31,"-133,767","+1,089,500","159,278,493",26.90%
2012.01.30,"-842,711","+854,070","158,188,992",26.71%
2012.01.27,"-2,277,760","-6,215","157,325,272",26.57%
2012.01.26,"-1,343,784","+385,872","157,471,487",26.59%
2012.01.25,"-222,699","+954,727","157,055,615",26.52%
2012.01.20,"-424,247","+3,432,030","156,120,888",26.36%
2012.01.19,"-413,878","+2,749,229","152,643,858",25.78%
2012.01.18,"-639,122","+842,465","149,894,629",25.31%
2012.01.17,"-746,427","+1,652,550","149,052,164",25.17%
