,G_Val,F_Val,F_total,F_percent
2022.06.07,"-878,864","+43,424","362,356,420",49.77%
2022.06.03,"-2,076","+10,121","362,393,893",49.78%
2022.06.02,"-689,000","+477,673","362,397,949",49.78%
2022.05.31,"-693,354","+1,062,773","361,843,034",49.70%
2022.05.30,"+159,186","-211,234","360,788,561",49.56%
2022.05.27,"-429,773","+1,242,022","361,063,618",49.60%
2022.05.26,"-1,025,548","-944,221","359,799,104",49.42%
2022.05.25,"-447,539","-62,273","360,893,325",49.57%
2022.05.24,"-380,521","-1,183,983","360,935,598",49.58%
2022.05.23,"-199,794","+195,256","362,119,581",49.74%
2022.05.20,"+364,203","-172,228","361,924,325",49.71%
2022.05.19,"-338,188","+114,989","362,078,633",49.74%
2022.05.18,"-79,042","+483,386","361,954,344",49.72%
2022.05.17,"+375,284",+199,"361,420,758",49.65%
2022.05.16,"+202,697","-515,568","361,450,510",49.65%
2022.05.13,"+1,008,065","+7,081","361,842,388",49.70%
2022.05.12,"+227,216","-410,383","361,738,307",49.69%
2022.05.11,"+508,703","-138,313","362,098,690",49.74%
2022.05.10,"-64,063","+364,778","362,206,454",49.75%
2022.05.09,"-91,925","+265,298","361,850,536",49.70%
2022.05.06,"-412,406","-61,927","361,689,718",49.68%
2022.05.04,"-43,431","-23,794","361,547,945",49.66%
2022.05.03,"-48,865","-286,912","361,610,892",49.67%
2022.05.02,"-121,092","-369,774","361,777,804",49.69%
2022.04.29,"+999,941","-87,083","362,147,578",49.75%
2022.04.28,"-108,973","+80,557","362,234,561",49.76%
2022.04.27,"-167,982","-558,370","362,217,504",49.76%
2022.04.26,"+53,911","+139,289","362,715,643",49.82%
2022.04.25,"-419,780","-431,832","362,641,854",49.81%
2022.04.22,"-543,016","-93,440","363,073,686",49.87%
2022.04.21,"+729,344","-185,855","363,183,120",49.89%
2022.04.20,"-142,622","+173,182","363,289,599",49.90%
2022.04.19,"+453,585","+215,339","362,947,097",49.86%
2022.04.18,"+296,923","-146,406","362,677,911",49.82%
2022.04.15,"-654,675","-326,753","362,874,317",49.85%
2022.04.14,"-641,460","-691,427","362,860,662",49.84%
2022.04.13,"+334,420","-480,241","363,703,602",49.96%
2022.04.12,"-46,186","-112,520","364,081,233",50.01%
2022.04.11,"-86,256","-4,919","364,263,828",50.04%
2022.04.08,"-286,119","-552,608","364,268,747",50.04%
2022.04.07,"-136,493","-506,428","364,766,109",50.11%
2022.04.06,"-560,600","-1,142,198","365,239,653",50.17%
2022.04.05,"-229,471","+58,387","366,381,851",50.33%
2022.04.04,"-138,931","+135,308","366,439,464",50.33%
2022.04.01,"-773,762","-80,546","366,210,906",50.30%
2022.03.31,"-215,197","-1,043,133","366,336,452",50.32%
2022.03.30,"-21,580","+430,249","367,519,961",50.48%
2022.03.29,"+470,525","-272,255","367,205,323",50.44%
2022.03.28,"+97,856","-407,073","366,855,551",50.39%
2022.03.25,"-227,138","-1,355,415","367,258,505",50.45%
2022.03.24,"-643,871","-53,164","368,539,301",50.62%
2022.03.23,"-54,066","-174,696","368,660,337",50.64%
2022.03.22,"-35,245","+303,046","368,818,479",50.66%
2022.03.21,"-131,592","-246,399","368,494,995",50.62%
2022.03.18,"+40,754","+217,800","368,646,658",50.64%
2022.03.17,"-290,046","+2,041,734","368,488,852",50.62%
2022.03.16,"+129,509","+193,354","366,392,349",50.33%
2022.03.15,"-100,777","-842,632","366,269,434",50.31%
2022.03.14,"-20,692","-231,154","366,923,498",50.40%
2022.03.11,"-566,928","-580,003","367,123,251",50.43%
2022.03.10,"+524,158","-613,402","367,718,479",50.51%
2022.03.08,"-270,119","-222,694","368,301,109",50.59%
2022.03.07,"-618,649","-915,855","368,470,803",50.61%
2022.03.04,"-495,198","-763,687","369,702,158",50.78%
2022.03.03,"+146,801","+446,251","370,473,345",50.89%
2022.03.02,"-259,820","+562,431","370,027,094",50.83%
2022.02.28,"-266,784","+276,697","369,516,606",50.76%
2022.02.25,"-253,611","+319,459","369,239,909",50.72%
2022.02.24,"-286,420","-1,123,118","368,920,450",50.68%
2022.02.23,"+63,198","-196,381","370,084,568",50.84%
2022.02.22,"-46,864","-218,698","370,194,607",50.85%
2022.02.21,"-306,773","+99,412","370,407,305",50.88%
2022.02.18,"-27,843","-111,804","370,245,503",50.86%
2022.02.17,"+36,447","+1,376,250","370,399,607",50.88%
2022.02.16,"+111,676","+233,341","368,633,671",50.64%
2022.02.15,"+10,042","-406,556","368,337,492",50.60%
2022.02.14,"+390,942","+991,006","368,743,048",50.65%
2022.02.11,"+108,847","+1,575,649","367,658,566",50.50%
2022.02.10,"+1,016,738","+1,787,649","366,082,917",50.29%
2022.02.09,"+192,052","+125,564","364,343,268",50.05%
2022.02.08,"-65,260","+718,962","364,216,604",50.03%
2022.02.07,"-471,847","+194,988","363,472,942",49.93%
2022.02.04,"-176,910","+313,163","363,285,653",49.90%
2022.02.03,"-308,996","+1,283,790","363,195,490",49.89%
2022.01.28,"+267,844","+732,095","361,911,700",49.71%
2022.01.27,"-263,653","-466,033","361,179,605",49.61%
2022.01.26,"-2,280","+73,961","361,624,618",49.67%
2022.01.25,"+156,773","+66,850","361,453,657",49.65%
2022.01.24,"+80,615","+5,878","361,362,571",49.64%
2022.01.21,"-1,056,606",+128,"361,243,693",49.62%
2022.01.20,"-258,531","-271,989","361,258,565",49.62%
2022.01.19,"-102,293","+495,822","361,530,554",49.66%
2022.01.18,"-316,404","+432,832","360,945,532",49.58%
2022.01.17,"+8,694","-334,131","360,546,880",49.53%
2022.01.14,"-109,150","-75,882","360,888,011",49.57%
2022.01.13,"-501,228","+804,482","360,996,893",49.59%
2022.01.12,"+206,812","-133,921","360,220,601",49.48%
2022.01.11,"-31,583","+1,088,642","360,434,522",49.51%
2022.01.10,"-645,317","+138,889","359,546,719",49.39%
2022.01.07,"-265,363","+747,482","359,253,330",49.35%
2022.01.06,"-631,135","+874,525","358,409,948",49.23%
2022.01.05,"-1,129,261","+437,201","357,527,323",49.11%
2022.01.04,"-325,799","+324,559","356,850,022",49.02%
2022.01.03,"-934,483","+75,276","356,626,282",48.99%
2021.12.30,"+1,165,597","+263,751","356,252,006",48.94%
2021.12.29,"-743,817","-56,352","356,105,255",48.92%
2021.12.28,"+779,199","+262,223","356,331,707",48.95%
2021.12.27,"+308,477","-209,874","355,703,085",48.86%
2021.12.24,"+611,980","+201,656","355,745,861",48.87%
2021.12.23,"+239,565","-48,836","355,559,039",48.84%
2021.12.22,"+356,646","+848,912","356,185,716",48.93%
2021.12.21,"+694,865","+792,292","355,790,434",48.87%
2021.12.20,"-72,487","+79,226","355,269,931",48.80%
2021.12.17,"-155,622","-88,768","355,131,705",48.78%
2021.12.16,"-135,694","+472,815","355,173,546",48.79%
2021.12.15,"+122,649","+569,789","354,813,704",48.74%
2021.12.14,"-143,587","+90,162","354,310,621",48.67%
2021.12.13,"+237,667","+545,870","354,264,832",48.66%
2021.12.10,"-388,148","-290,101","353,694,134",48.58%
2021.12.09,"+384,865","+829,870","355,030,959",48.77%
2021.12.08,"+330,002","-426,686","354,171,600",48.65%
2021.12.07,"+519,010","+839,374","354,398,286",48.68%
2021.12.06,"+195,101","+51,774","353,561,466",48.57%
2021.12.03,"+10,691","-341,639","353,274,692",48.53%
2021.12.02,"+426,484","+910,664","353,549,239",48.56%
2021.12.01,"+299,194","-16,846","352,707,356",48.45%
2021.11.30,"+344,479","-115,613","352,676,621",48.44%
2021.11.29,"+929,657","-52,748","352,686,499",48.45%
2021.11.26,"+41,458","+295,683","352,724,129",48.45%
2021.11.25,"-112,657","-24,492","352,481,801",48.42%
2021.11.24,"-209,297","+446,008","352,502,897",48.42%
2021.11.23,"-212,015","+516,736","352,064,758",48.36%
2021.11.22,"+1,528,000","+2,369,627","351,603,386",48.30%
2021.11.19,"+106,411","+503,923","349,258,675",47.97%
2021.11.18,"-182,973","+398,400","348,744,459",47.90%
2021.11.17,"-482,911","+421,890","348,522,132",47.87%
2021.11.16,"+164,242","+416,316","348,118,187",47.82%
2021.11.15,"+623,315","+1,520,788","347,705,008",47.76%
2021.11.12,"+128,448","-230,804","345,974,146",47.52%
2021.11.11,"+35,336","+115,415","346,203,201",47.56%
2021.11.10,"+40,001","+405,366","346,111,062",47.54%
2021.11.09,"+292,182","+519,213","345,694,443",47.49%
2021.11.08,"+23,751","+307,024","344,800,089",47.36%
2021.11.05,"-12,540","+451,982","344,547,589",47.33%
2021.11.04,"+297,047","+19,340","344,095,607",47.27%
2021.11.03,"-223,726","+397,043","344,143,204",47.27%
2021.11.02,"+315,708","+177,882","343,786,645",47.22%
2021.11.01,"+740,197","+80,465","343,629,481",47.20%
2021.10.29,"+49,941","-406,817","343,614,541",47.20%
2021.10.28,"+368,950","+1,041,147","344,154,094",47.27%
2021.10.27,"-80,723","+53,428","343,109,514",47.13%
2021.10.26,"+310,630","+110,916","343,050,767",47.12%
2021.10.25,"+263,199","+297,763","343,185,851",47.14%
2021.10.22,"+102,363","+361,384","342,986,963",47.11%
2021.10.21,"-32,586","-142,867","342,907,600",47.10%
2021.10.20,"-195,796","+417,227","343,029,667",47.12%
2021.10.19,"+23,312","+61,466","342,606,343",47.06%
2021.10.18,"-281,811","+109,095","342,720,502",47.08%
2021.10.15,"+237,236","+859,256","342,648,317",47.07%
2021.10.14,"+140,598","+59,483","341,814,645",46.95%
2021.10.13,"+125,425","-58,301","341,927,899",46.97%
2021.10.12,"-321,573","+204,499","341,962,561",46.97%
2021.10.08,"-596,048","-14,020","341,328,062",46.89%
2021.10.07,"+27,499","-554,141","341,318,959",46.88%
2021.10.06,"-147,139","+251,757","341,923,526",46.97%
2021.10.05,"+70,007","-528,909","341,641,769",46.93%
2021.10.01,"-199,593","-241,916","342,873,185",47.10%
2021.09.30,"-132,033","+1,129,257","343,083,616",47.13%
2021.09.29,"-663,383","-912,809","341,975,906",46.97%
2021.09.28,"-372,847","-21,053","342,184,517",47.00%
2021.09.27,"-71,281","+306,988","342,221,345",47.01%
2021.09.24,"-75,759","-323,481","341,953,857",46.97%
2021.09.23,"+30,396","-102,539","341,205,763",46.87%
2021.09.17,"-20,367","+1,267,559","341,357,148",46.89%
2021.09.16,"-356,532","-876,838","340,078,101",46.71%
2021.09.15,"-201,885","+473,673","340,966,475",46.84%
2021.09.14,"+496,881","+492,775","340,494,900",46.77%
2021.09.13,"+195,590","+636,835","339,919,088",46.69%
2021.09.10,"+91,792","+439,409","339,292,131",46.61%
2021.09.09,"-481,725","-489,882","338,947,804",46.56%
2021.09.08,"-118,875","+968,723","339,427,414",46.62%
2021.09.07,"-242,528","+93,366","338,301,681",46.47%
2021.09.06,"-66,014","+9,648","338,208,639",46.46%
2021.09.03,"-299,133","+505,561","338,228,264",46.46%
2021.09.02,"-203,559","-14,695","337,922,329",46.42%
2021.09.01,"-82,869","+800,781","337,974,371",46.42%
2021.08.31,"+104,420","+998,374","337,197,491",46.32%
2021.08.30,"-26,535","+109,993","336,303,536",46.20%
2021.08.27,"-71,981","+98,841","336,359,258",46.20%
2021.08.26,"-135,577","+605,827","336,231,712",46.19%
2021.08.25,"-283,130","-126,328","335,584,220",46.10%
2021.08.24,"+87,961","+489,704","335,856,532",46.13%
2021.08.23,"+160,612","-265,482","335,370,016",46.07%
2021.08.20,"+20,224","+184,270","335,523,498",46.09%
2021.08.19,"-339,907","+573,463","335,309,341",46.06%
2021.08.18,"+104,560","+1,030,399","334,761,985",45.98%
2021.08.17,"+217,003","+610,326","333,646,368",45.83%
2021.08.13,"+143,486","-2,249,492","332,878,076",45.72%
2021.08.12,"+399,031","-8,354,863","335,153,234",46.04%
2021.08.11,"-543,344","-6,329,855","343,470,064",47.18%
2021.08.10,"-971,705","-2,246,721","349,835,876",48.05%
2021.08.09,"-371,853","-155,925","352,011,404",48.35%
2021.08.06,"-363,772","-24,772","352,361,819",48.40%
2021.08.05,"+104,711","-378,854","352,388,478",48.40%
2021.08.04,"+491,955","-69,927","352,740,922",48.45%
2021.08.03,"+535,874","+534,748","352,748,065",48.45%
2021.08.02,"+858,360","+153,467","352,183,985",48.38%
2021.07.30,"-148,743","-130,289","352,030,518",48.36%
2021.07.29,"-12,311","-324,423","352,213,755",48.38%
2021.07.28,"-304,289","-1,856,770","352,737,651",48.45%
2021.07.27,"-16,720","-684,858","354,591,989",48.71%
2021.07.26,"-185,893","-194,795","355,185,447",48.79%
2021.07.23,"+122,161","-441,176","355,283,783",48.80%
2021.07.22,"+453,774","+57,925","355,747,055",48.87%
2021.07.21,"-223,511","-607,493","355,784,939",48.87%
2021.07.20,"+132,929","-536,384","356,427,732",48.96%
2021.07.19,"-449,113","-433,184","356,918,058",49.03%
2021.07.16,"-417,976","-291,819","357,410,226",49.09%
2021.07.15,"+96,255","+5,676","357,537,793",49.11%
2021.07.14,"-106,894","+524,025","357,843,980",49.15%
2021.07.13,"+116,372","+1,071,088","357,405,293",49.09%
2021.07.12,"-65,203","-198,844","356,586,109",48.98%
2021.07.09,"-439,187","-1,157,875","356,797,352",49.01%
2021.07.08,"-172,724","-895,238","358,110,700",49.19%
2021.07.07,"-287,853","-247,390","359,036,596",49.32%
2021.07.06,"+164,759","+397,726","359,275,310",49.35%
2021.07.05,"+106,019","+159,336","359,696,880",49.41%
2021.07.02,"-886,934","-1,192,761","360,462,582",49.51%
2021.07.01,"-716,273","-761,115","361,732,450",49.69%
2021.06.30,"+125,499","+1,472,931","362,555,822",49.80%
2021.06.29,"-195,380","-170,697","360,860,338",49.57%
2021.06.28,"-68,762","-143,252","361,144,718",49.61%
2021.06.25,"+835,511","+488,434","360,795,470",49.56%
2021.06.24,"+480,530","+176,471","360,578,436",49.53%
2021.06.23,"+24,635","+574,430","360,324,575",49.49%
2021.06.22,"-274,550","-311,041","359,769,866",49.42%
2021.06.21,"-595,651","-762,034","359,350,574",49.36%
2021.06.18,"-175,607","-856,643","360,023,862",49.45%
2021.06.17,"-417,179","-381,533","360,918,505",49.58%
2021.06.16,"+122,857","+309,535","361,177,267",49.61%
2021.06.15,"+191,681","+295,532","360,819,732",49.56%
2021.06.14,"-57,845","+33,867","360,459,200",49.51%
2021.06.11,"+523,293","+1,532,366","360,466,566",49.51%
2021.06.10,"-488,846","+184,529","358,961,967",49.31%
2021.06.09,"-924,300","-1,318,388","358,790,838",49.28%
2021.06.08,"-236,615","+360,967","360,144,226",49.47%
2021.06.07,"+108,300","+138,073","359,634,159",49.40%
2021.06.04,"-252,943","+308,286","359,598,086",49.40%
2021.06.03,"+438,168","+632,197","359,237,791",49.35%
2021.06.02,"-366,035","-144,512","358,621,166",49.26%
2021.06.01,"+633,621","+129,953","358,670,878",49.27%
2021.05.31,"-108,273","+546,561","358,545,925",49.25%
2021.05.28,"+367,992","-342,238","358,009,792",49.18%
2021.05.27,"+110,080","+916,650","358,408,530",49.23%
2021.05.26,"+59,308","+316,680","357,537,700",49.11%
2021.05.25,"+289,619","+669,741","356,990,140",49.04%
2021.05.24,"-424,980","-59,749","356,398,339",48.96%
2021.05.21,"-58,678","-121,701","356,312,296",48.94%
2021.05.20,"+210,780","+91,865","356,350,997",48.95%
2021.05.18,"+734,916","-53,293","356,327,546",48.95%
2021.05.17,"+68,573","-271,623","356,321,839",48.95%
2021.05.14,"+54,569","-361,923","356,641,462",48.99%
2021.05.13,"-152,122","-318,605","357,129,711",49.06%
2021.05.12,"-241,629","-1,545,199","357,547,856",49.11%
2021.05.11,"-1,736,420","-3,336,968","359,076,555",49.32%
2021.05.10,"+60,102","-343,858","362,383,523",49.78%
2021.05.07,"+137,441","+70,366","362,874,985",49.85%
2021.05.06,"-139,669","-855,808","362,804,619",49.84%
2021.05.04,"+63,662","-42,003","363,660,427",49.95%
2021.05.03,"-321,040","+864,752","363,329,373",49.91%
2021.04.30,"-221,514","-299,043","362,914,673",49.85%
2021.04.29,"-349,006","-347,000","363,201,391",49.89%
2021.04.28,"-286,955","-1,096,382","363,548,391",49.94%
2021.04.27,"+333,697","+411,527","364,630,773",50.09%
2021.04.26,"+10,439","-538,936","364,177,432",50.02%
2021.04.23,"-422,924","-377,077","364,717,023",50.10%
2021.04.22,"-352,565","-205,403","365,110,442",50.15%
2021.04.21,"-852,859","-1,800,531","365,110,970",50.15%
2021.04.20,"+17,911","-13,154","366,817,501",50.39%
2021.04.19,"-260,729","+131,338","366,826,971",50.39%
2021.04.16,"-363,510","+25,626","366,716,633",50.37%
2021.04.15,"-141,892","-126,947","366,674,591",50.37%
2021.04.14,"-263,305","-495,451","366,892,918",50.40%
2021.04.13,"-90,750","+280,926","367,418,369",50.47%
2021.04.12,"-386,160","-519,033","367,136,073",50.43%
2021.04.09,"-212,952","-223,336","367,641,302",50.50%
2021.04.08,"-189,623","+274,392","367,884,638",50.53%
2021.04.07,"-226,082","+224,981","368,649,442",50.64%
2021.04.06,"-178,679",-913,"368,473,561",50.61%
2021.04.05,"+12,994","+240,471","368,504,474",50.62%
2021.04.02,"+50,479","+101,009","368,243,681",50.58%
2021.04.01,"-84,215","+2,492,059","368,264,817",50.59%
2021.03.31,"-513,155","-497,153","365,781,322",50.24%
2021.03.30,"+56,630","+391,306","366,258,475",50.31%
2021.03.29,"-346,845","+229,051","365,897,169",50.26%
2021.03.26,"-136,017","+454,745","365,658,118",50.23%
2021.03.25,"-256,120","-260,929","364,104,473",50.01%
2021.03.24,"-751,782","-138,740","364,226,984",50.03%
2021.03.23,"-585,930","-377,478","364,268,724",50.04%
2021.03.22,"-234,114","-124,215","364,625,288",50.09%
2021.03.19,"-563,616","-482,053","364,698,659",50.10%
2021.03.18,"-115,017","+737,356","365,127,323",50.15%
2021.03.17,"-21,557","-42,512","364,286,171",50.04%
2021.03.16,"+278,845","+385,824","364,323,663",50.04%
2021.03.15,"-398,378","-671,090","363,905,732",49.99%
2021.03.12,"+454,287","+462,125","364,603,740",50.08%
2021.03.11,"-1,361,119","+1,845,061","364,183,615",50.03%
2021.03.10,"-375,875","+138,259","362,288,449",49.76%
2021.03.09,"+352,506","-951,663","362,076,921",49.74%
2021.03.08,"-422,521","-444,523","362,943,584",49.85%
2021.03.05,"-502,147","-731,567","363,352,207",49.91%
2021.03.04,"-116,159","-1,945,833","364,103,774",50.01%
2021.03.03,"+356,316","+30,635","366,049,000",50.28%
2021.03.02,"+230,126","-229,410","366,020,821",50.28%
2021.02.26,"-637,625","-2,588,861","366,224,163",50.31%
2021.02.25,"+278,965","+2,130,991","368,833,024",50.66%
2021.02.24,"+115,073","-165,389","366,629,965",50.36%
2021.02.23,"+598,452","+331,121","366,744,854",50.38%
2021.02.22,"+496,634","+502,748","366,375,733",50.33%
2021.02.19,"+432,975","+1,862,590","365,750,865",50.24%
2021.02.18,"-443,653","-447,028","363,888,275",49.98%
2021.02.17,"-762,612","-86,113","364,310,183",50.04%
2021.02.16,"-306,119","+267,966","364,496,296",50.07%
2021.02.15,"+334,841","+1,278,973","364,304,369",50.04%
2021.02.10,"-622,642","+352,947","363,080,396",49.87%
2021.02.09,"+580,679","-407,177","362,727,449",49.83%
2021.02.08,"+173,124","-480,461","363,134,626",49.88%
2021.02.05,"+177,609","+128,832","363,870,087",49.98%
2021.02.04,"-1,425,707","-103,507","363,681,255",49.96%
2021.02.03,"-94,961","+245,140","363,779,762",49.97%
2021.02.02,"+539,882","+402,170","363,534,622",49.94%
2021.02.01,"+518,860","-429,002","363,213,452",49.89%
2021.01.29,"-122,661","+136,847","363,599,812",49.94%
2021.01.28,"-439,912","-1,374,728","363,436,865",49.92%
2021.01.27,"+311,869","-212,785","364,824,335",50.11%
2021.01.26,"-927,292","-1,534,940","364,934,320",50.13%
2021.01.25,"+315,247","+893,063","366,457,188",50.34%
2021.01.22,"-890,441","+329,017","365,570,221",50.22%
2021.01.21,"-253,262","+232,944","365,192,204",50.16%
2021.01.20,"-62,336","-241,663","364,959,260",50.13%
2021.01.19,"+308,219","-461,048","365,267,383",50.17%
2021.01.18,"+187,563","+56,944","365,499,637",50.21%
2021.01.15,"-468,202","-10,642","365,443,482",50.20%
2021.01.14,"-364,911","-230,711","365,468,524",50.20%
2021.01.13,"-230,600","+917,715","365,699,235",50.23%
2021.01.12,"-828,802","-205,985","364,028,977",50.00%
2021.01.11,"-1,854,559","-498,998","364,234,962",50.03%
2021.01.08,"-1,325,871","+542,556","364,715,437",50.10%
2021.01.07,"+502,308","-235,750","364,121,286",50.02%
2021.01.06,"-1,042,075","+723,804","364,082,648",50.01%
2021.01.05,"-93,706","+291,680","363,358,844",49.91%
2021.01.04,"+694,357","+567,334","363,141,164",49.88%
2020.12.30,"-482,927","+563,282","361,961,830",49.72%
2020.12.29,"-1,362,533","-8,808","361,423,548",49.65%
2020.12.28,"+492,442","-99,445","361,683,744",49.68%
2020.12.24,"+571,970","+95,625","361,840,189",49.70%
2020.12.23,"+247,327","+297,516","362,342,171",49.77%
2020.12.22,"-201,090","+124,526","362,659,359",49.82%
2020.12.21,"-287,953","-308,164","362,760,105",49.83%
2020.12.18,"-46,541","-133,622","362,599,204",49.81%
2020.12.17,"+222,984","+677,160","362,808,574",49.84%
2020.12.16,"+13,303","+64,991","362,409,348",49.78%
2020.12.15,"+59,058","+70,639","362,455,903",49.79%
2020.12.14,"-151,398","+400,444","362,541,864",49.80%
2020.12.11,"-64,007","-638,898","362,217,984",49.76%
2020.12.10,"-3,140","-2,666,354","362,957,114",49.86%
2020.12.09,"+205,046","-108,180","365,667,049",50.23%
2020.12.08,"-392,219","-192,299","365,860,229",50.26%
2020.12.07,"-454,583","+215,315","366,077,808",50.29%
2020.12.04,"-210,667","+284,121","367,495,913",50.48%
2020.12.03,"-307,816","+31,650","367,110,569",50.43%
2020.12.02,"+409,602","+1,588,655","367,065,919",50.42%
2020.12.01,"+657,667","+888,400","365,477,264",50.20%
2020.11.30,"+202,385","-649,210","364,900,412",50.12%
2020.11.27,"-249,592","-95,166","365,549,622",50.21%
2020.11.26,"-113,940","+413,674","365,454,788",50.20%
2020.11.25,"-196,658","-334,499","365,173,696",50.16%
2020.11.24,"-408,091","+30,549","365,459,315",50.20%
2020.11.23,"+199,828","+891,441","365,389,083",50.19%
2020.11.20,"-246,482","-173,322","364,498,210",50.07%
2020.11.19,"-396,416","+423,400","364,776,298",50.11%
2020.11.18,"-83,365","+317,012","364,330,773",50.05%
2020.11.17,"+41,409","+991,607","364,030,269",50.00%
2020.11.16,"+427,571","+3,311,579","363,057,478",49.87%
2020.11.13,"+440,091","+971,051","359,842,203",49.43%
2020.11.12,"-274,357","+1,417,213","358,871,152",49.30%
2020.11.11,"+158,675","+343,575","357,453,939",49.10%
2020.11.10,"-582,854","+897,128","357,111,378",49.05%
2020.11.09,"-207,281","+219,934","356,117,950",48.92%
2020.11.06,"+218,527","+667,523","355,899,154",48.89%
2020.11.05,"+850,844","+899,740","355,231,631",48.80%
2020.11.04,"+696,626","+234,164","354,328,039",48.67%
2020.11.03,"+423,481","-407,500","354,086,175",48.64%
2020.11.02,"+66,577","-475,611","354,494,562",48.69%
2020.10.30,"-345,992","-265,999","354,970,173",48.76%
2020.10.29,"-529,213","-199,702","355,387,363",48.82%
2020.10.28,"-222,015","+144,912","355,584,110",48.84%
2020.10.27,"-563,302","+252,222","355,439,198",48.82%
2020.10.26,"+20,543","-132,099","355,200,458",48.79%
2020.10.23,"+279,198","+19,493","355,332,557",48.81%
2020.10.22,"-212,356","-132,434","355,313,064",48.81%
2020.10.21,"+297,500","-1,097,564","355,993,498",48.90%
2020.10.20,"-100,021","-1,169,645","357,115,362",49.05%
2020.10.19,"+227,369","+550,056","358,285,007",49.21%
2020.10.16,"-93,991","-90,981","357,734,951",49.14%
2020.10.15,"+101,245","+277,726","357,825,932",49.15%
2020.10.14,"+65,618","-189,171","357,548,045",49.11%
2020.10.13,"+1,611,035","+605,777","357,737,216",49.14%
2020.10.12,"+857,858","+1,423,643","357,131,439",49.06%
2020.10.08,"-109,735","-85,562","355,707,796",48.86%
2020.10.07,"+358,226","-196,508","355,698,033",48.86%
2020.10.06,"-539,300","+187,951","355,990,841",48.90%
2020.10.05,"-603,833","+312,247","355,802,890",48.87%
2020.09.29,"+438,286","+1,062,972","355,491,243",48.83%
2020.09.28,"-366,142","+68,718","354,365,271",48.68%
2020.09.25,"+127,117","-125,564","354,319,593",48.67%
2020.09.24,"+1,490,695","+931,393","354,171,344",48.65%
2020.09.23,"+460,129","+560,984","353,239,951",48.52%
2020.09.22,"-324,177","+13,028","352,601,931",48.43%
2020.09.21,"+470,323","+1,279,854","352,572,940",48.43%
2020.09.18,"+698,195","+1,986,875","351,347,625",48.26%
2020.09.17,"-213,635","+1,661,590","349,284,787",47.98%
2020.09.16,"+170,968","+299,867","347,615,501",47.75%
2020.09.15,"+784,886","+1,672,759","347,306,010",47.71%
2020.09.14,"+508,780","+1,002,802","345,700,441",47.49%
2020.09.11,"-2,001","+1,022,956","344,649,489",47.34%
2020.09.10,"-986,660","-135,113","343,630,483",47.20%
2020.09.09,"-761,176","+466,107","343,750,596",47.22%
2020.09.08,"+266,772","+357,922","343,157,727",47.14%
2020.09.07,"-123,687","-199,205","342,796,805",47.09%
2020.09.04,"+394,109","-45,167","343,118,860",47.13%
2020.09.03,"+1,485,244","-15,181","343,164,027",47.14%
2020.09.02,"-91,793","-484,879","343,179,208",47.14%
2020.09.01,"-427,649","-84,857","343,649,087",47.20%
2020.08.31,"-316,929","-1,345,279","343,733,944",47.22%
2020.08.28,"-80,458","-169,943","345,400,657",47.45%
2020.08.27,"+389,028","+781,571","345,563,838",47.47%
2020.08.26,"+1,018,763","+735,245","344,770,677",47.36%
2020.08.25,"-35,879","+237,679","344,009,796",47.25%
2020.08.24,"+72,992","-59,431","343,793,617",47.22%
2020.08.21,"+69,200","+1,003,601","343,844,364",47.23%
2020.08.20,"-431,274","-795,670","342,777,001",47.08%
2020.08.19,"-1,378,765","-2,647,281","343,597,671",47.20%
2020.08.18,"-263,679","-793,017","346,162,128",47.55%
2020.08.14,"-172,101","-427,134","346,850,247",47.64%
2020.08.13,"-182,919","-508,654","347,228,663",47.70%
2020.08.12,"-438,838","-787,344","347,294,904",47.71%
2020.08.11,"-264,791","-61,201","348,100,248",47.82%
2020.08.10,"+81,004","+137,764","348,130,485",47.82%
2020.08.07,"-1,134,403","-865,064","347,953,869",47.80%
2020.08.06,"-284,975","-31,063","348,884,885",47.92%
2020.08.05,"-800,905","-1,254,594","348,883,106",47.92%
2020.08.04,"-495,332","-555,232","349,971,788",48.07%
2020.08.03,"-702,360","-282,490","350,549,292",48.15%
2020.07.31,"-859,430","-1,045,752","350,826,962",48.19%
2020.07.30,"+172,796","+929,760","352,019,156",48.35%
2020.07.29,"-236,066","-11,374","351,098,396",48.23%
2020.07.28,"-646,818","-111,992","351,118,770",48.23%
2020.07.27,"-290,042","-456,959","351,220,796",48.24%
2020.07.24,"-318,825","+1,038,807","351,642,927",48.30%
2020.07.23,"-600,069","-699,615","350,589,888",48.16%
2020.07.22,"-260,177","-800,437","351,196,506",48.24%
2020.07.21,"+185,958","+916,703","351,961,338",48.35%
2020.07.20,"-354,589","-418,580","351,072,169",48.22%
2020.07.17,"-160,235","-28,448","351,507,819",48.28%
2020.07.16,"-411,342","-77,951","351,503,267",48.28%
2020.07.15,"+58,534","-460,064","351,540,536",48.29%
2020.07.14,"-264,904","-248,122","351,998,668",48.35%
2020.07.13,"-48,703","-436,304","352,391,892",48.41%
2020.07.10,"-484,592","-75,326","352,812,230",48.46%
2020.07.09,"-991,778","-716,879","352,887,556",48.47%
2020.07.08,"-1,063,583","-505,273","353,643,350",48.58%
2020.07.07,"-859,279","+284,214","354,014,133",48.63%
2020.07.06,"+393,014","-273,012","353,729,919",48.59%
2020.07.03,"-11,931","+347,099","354,020,931",48.63%
2020.07.02,"-536,222","-621,308","353,713,332",48.59%
