,G_Val,F_Val,F_total,F_percent
2022.06.07,"-69,797","+12,700","28,117,077",19.97%
2022.06.03,"+23,149","+60,889","28,135,577",19.99%
2022.06.02,"-97,893","+2,531","28,070,088",19.94%
2022.05.31,"-64,475","+172,794","28,048,957",19.93%
2022.05.30,"+19,739","+6,415","27,816,163",19.76%
2022.05.27,"-14,776","+74,767","27,727,281",19.70%
2022.05.26,"+16,002","-2,114","27,647,843",19.64%
2022.05.25,"+210,757","+102,784","27,664,957",19.65%
2022.05.24,"-15,789","+18,459","27,562,173",19.58%
2022.05.23,"+31,026","-18,929","27,543,714",19.57%
2022.05.20,"+75,248","-31,788","27,552,988",19.57%
2022.05.19,"-24,425","+34,741","27,561,316",19.58%
2022.05.18,"-23,367","-45,431","27,526,575",19.55%
2022.05.17,"+10,615","-1,975","27,572,006",19.59%
2022.05.16,"-115,844","-97,905","27,570,489",19.60%
2022.05.13,"-262,574","-160,899","27,662,504",19.66%
2022.05.12,"-86,217","-50,145","27,824,449",19.78%
2022.05.11,"-16,402","-4,448","27,874,594",19.81%
2022.05.10,"+43,786","-49,362","27,874,745",19.81%
2022.05.09,"-3,558","-57,864","27,914,837",19.84%
2022.05.06,"+13,389","+46,745","27,973,566",19.88%
2022.05.04,"-11,166","-1,596","27,924,721",19.85%
2022.05.03,"-29,109","+49,354","27,916,645",19.84%
2022.05.02,"-6,518","+25,529","27,867,291",19.81%
2022.04.29,"+55,970",-370,"27,842,262",19.79%
2022.04.28,"+63,097","+138,908","27,841,632",19.79%
2022.04.27,"+174,104","-20,524","27,702,724",19.69%
2022.04.26,"+163,824","+317,509","27,708,792",19.70%
2022.04.25,"-20,459","+10,013","27,401,283",19.48%
2022.04.22,"-46,414","+47,788","27,361,270",19.45%
2022.04.21,"+61,922","-1,355","27,316,364",19.80%
2022.04.20,"-39,873","+35,641","26,738,952",19.38%
2022.04.19,"+48,546","+66,098","26,700,887",19.35%
2022.04.18,"-35,489","+19,049","26,601,961",19.28%
2022.04.15,"-110,024","-105,383","26,546,426",19.24%
2022.04.14,"+28,039","-36,581","26,647,787",19.32%
2022.04.13,"+32,826","+17,134","26,438,701",19.16%
2022.04.12,"-12,328","+59,179","26,378,723",19.12%
2022.04.11,"-13,675","+29,261","26,421,754",19.15%
2022.04.08,"-27,299","-29,562","26,392,493",19.13%
2022.04.07,"-53,484","+44,503","26,411,085",19.14%
2022.04.06,"-31,802","-14,586","26,354,981",19.10%
2022.04.05,+567,"+53,031","26,362,567",19.11%
2022.04.04,"+27,561","-2,103","26,309,536",19.07%
2022.04.01,"-57,474","-7,386","26,300,826",19.06%
2022.03.31,"+19,839","-98,925","26,308,212",19.07%
2022.03.30,"+61,457","+75,877","26,413,444",19.15%
2022.03.29,"+78,714","+15,222","26,404,668",19.14%
2022.03.28,"+26,338","+51,273","26,441,574",19.17%
2022.03.25,"-30,390","-176,336","26,398,729",19.14%
2022.03.24,"-43,020","-164,081","26,588,369",19.27%
2022.03.23,"+40,767","-101,462","26,758,734",19.40%
2022.03.22,"+353,405","-968,084","26,861,880",19.47%
2022.03.21,"-83,762","-103,820","27,766,063",20.13%
2022.03.18,"+10,353","-102,963","27,869,883",20.20%
2022.03.17,"+89,388","+101,546","27,947,318",20.26%
2022.03.16,"+36,806","-37,167","27,834,392",20.18%
2022.03.15,"+17,532","-65,449","27,831,187",20.17%
2022.03.14,"+134,337","-88,104","27,884,278",20.21%
2022.03.11,"+9,522","-147,586","27,967,150",20.27%
2022.03.10,"+88,408","-183,645","28,117,487",20.38%
2022.03.08,"+124,949","+50,526","28,297,388",20.51%
2022.03.07,"+42,276","-64,832","28,246,862",20.48%
2022.03.04,"+8,554","-143,609","28,329,094",20.54%
2022.03.03,"+189,005","+15,796","28,374,803",20.57%
2022.03.02,"-8,935","-3,568","28,359,007",20.56%
2022.02.28,"-23,912","+104,725","28,362,575",20.56%
2022.02.25,"+35,145","+40,536","28,257,850",20.48%
2022.02.24,"-94,483","-100,539","28,195,414",20.44%
2022.02.23,"-23,193","-129,465","28,295,953",20.51%
2022.02.22,"+63,732","+5,122","28,412,158",20.60%
2022.02.21,"+31,832","+66,013","28,406,736",20.59%
2022.02.18,"-79,409","-6,497","28,300,623",20.51%
2022.02.17,"+84,457","-47,690","28,307,120",20.52%
2022.02.16,"-17,943","+9,315","28,437,627",20.61%
2022.02.15,"-89,897","-10,598","28,438,631",20.62%
2022.02.14,"+42,697","+65,108","28,498,229",20.66%
2022.02.11,"-35,977","-47,786","28,417,565",20.60%
2022.02.10,"-47,525","+60,854","28,465,351",20.63%
2022.02.09,"-13,805","-122,927","28,403,887",20.59%
2022.02.08,"+4,180","+141,269","28,526,714",20.68%
2022.02.07,"-109,356","-49,146","28,419,945",20.60%
2022.02.04,"+33,449","-47,299","28,469,091",20.64%
2022.02.03,"+12,585","+92,082","28,578,290",20.72%
2022.01.28,"+12,763","+38,637","28,498,273",20.66%
2022.01.27,"-87,324","+156,066","28,519,836",20.67%
2022.01.26,"+19,294","+66,738","28,326,350",20.53%
2022.01.25,"-125,502","-49,308","28,287,280",20.51%
2022.01.24,"+152,636","+89,384","28,341,168",20.54%
2022.01.21,"-91,482","-41,199","28,186,684",20.43%
2022.01.20,"-7,232","-136,016","28,227,883",20.46%
2022.01.19,"+63,735","+296,180","28,381,334",20.57%
2022.01.18,"-90,713","-122,950","28,065,154",20.34%
2022.01.17,"-243,570","+359,400","28,188,104",20.43%
2022.01.14,"-563,756","-201,227","27,826,778",20.17%
2022.01.13,"-46,364","+54,401","28,028,005",20.32%
2022.01.12,"+48,852",+938,"27,955,728",20.27%
2022.01.11,"+19,704","+260,593","27,954,790",20.26%
2022.01.10,"-6,448","+19,308","27,613,739",20.02%
2022.01.07,"-31,249","+51,355","27,585,707",20.00%
2022.01.06,"-27,398","+45,530","27,483,082",19.92%
2022.01.05,"-111,092","+9,992","27,498,466",19.93%
2022.01.04,"-115,887","-43,043","27,522,118",19.95%
2022.01.03,"-47,472","+6,474","27,565,161",19.98%
2021.12.30,"-220,412","-89,710","27,558,651",19.98%
2021.12.29,"-390,599","-363,194","27,822,910",20.17%
2021.12.28,"+359,663","+187,331","28,332,281",20.54%
2021.12.27,"+102,269","+222,192","28,406,485",20.59%
2021.12.24,"+70,743","+38,427","28,180,142",20.43%
2021.12.23,"+79,023","+93,188","28,137,322",20.40%
2021.12.22,"-38,721","-68,505","27,921,713",20.24%
2021.12.21,"+31,945","-38,036","27,990,218",20.29%
2021.12.20,"-13,233","-22,711","28,038,522",20.33%
2021.12.17,"+24,482","+67,398","28,061,233",20.34%
2021.12.16,"-17,380","-22,590","27,946,935",20.26%
2021.12.15,"-12,805","+43,283","27,828,395",20.17%
2021.12.14,"+16,309","+71,213","27,798,890",20.15%
2021.12.13,"-17,219","-63,145","27,734,391",20.11%
2021.12.10,"-48,303","-39,776","27,801,568",20.15%
2021.12.09,"+82,978","+50,195","27,716,344",20.09%
2021.12.08,"+66,505","+160,740","27,666,149",20.06%
2021.12.07,"-153,668","+27,319","27,516,796",19.95%
2021.12.06,"-53,346","-51,866","27,489,477",19.93%
2021.12.03,"-83,992","-47,873","27,541,343",19.97%
2021.12.02,"+2,417","+35,323","27,589,216",20.00%
2021.12.01,"+42,257","+49,468","27,558,584",19.98%
2021.11.30,"-60,967","-84,067","27,503,962",19.94%
2021.11.29,"-11,483","-163,392","27,588,029",20.00%
2021.11.26,+421,"+80,444","27,751,421",20.12%
2021.11.25,"-14,241","-81,278","27,705,977",20.08%
2021.11.24,"-110,301","+4,391","27,787,554",20.14%
2021.11.23,"-165,584","-229,017","27,780,163",20.14%
2021.11.22,"+116,332","-65,297","28,039,038",20.33%
2021.11.19,"+86,856","+75,777","28,107,635",20.38%
2021.11.18,"-28,081","-37,409","28,027,858",20.32%
2021.11.17,"-90,761","-1,823","28,071,203",20.35%
2021.11.16,"+112,621","-50,274","28,100,910",20.37%
2021.11.15,"-2,505","-44,712","28,139,784",20.40%
2021.11.12,"-78,714","-328,544","28,127,279",20.39%
2021.11.11,"-50,327","-48,915","28,492,004",20.66%
2021.11.10,"+29,493","-4,721","28,501,554",20.66%
2021.11.09,"+89,307","+175,279","28,520,275",20.68%
2021.11.08,"-104,188","-332,254","28,365,896",20.56%
2021.11.05,"-49,125","+20,701","28,715,652",20.82%
2021.11.04,"-25,723","-34,531","28,699,951",20.81%
2021.11.03,"-38,468","+57,808","28,754,885",20.85%
2021.11.02,"-1,172","-17,671","28,697,077",20.80%
2021.11.01,"+14,731","+192,924","28,734,048",20.83%
2021.10.29,"-289,415","-95,593","28,539,571",20.69%
2021.10.28,"-51,773","-67,581","28,685,421",20.80%
2021.10.27,"-27,409","-28,615","28,747,527",20.84%
2021.10.26,"+36,414","+130,037","28,770,831",20.86%
2021.10.25,"-8,491","-56,658","28,648,594",20.77%
2021.10.22,"+12,452","+47,701","28,715,010",20.82%
2021.10.21,"-14,578","-12,060","28,671,558",20.79%
2021.10.20,"-32,392","+41,123","28,680,254",20.79%
2021.10.19,"-6,349","+64,892","28,639,131",20.76%
2021.10.18,"-79,123","-18,824","28,581,839",20.72%
2021.10.15,"-52,604","-28,539","28,590,663",20.73%
2021.10.14,"+84,932","-19,579","28,619,202",20.75%
2021.10.13,"+7,979","+13,133","28,643,781",20.77%
2021.10.12,"-94,132","-99,835","28,650,648",20.77%
2021.10.08,"-16,022","+155,946","28,740,483",20.84%
2021.10.07,"+10,697","+28,887","28,573,537",20.72%
2021.10.06,"-65,422","+206,483","28,519,650",20.68%
2021.10.05,"-275,771","-162,497","28,317,367",20.53%
2021.10.01,"-170,462","-32,553","28,479,664",20.65%
2021.09.30,"-93,686","-30,979","28,461,917",20.63%
2021.09.29,"-34,941","-60,971","28,561,236",20.71%
2021.09.28,"-75,640","-42,720","28,609,959",20.74%
2021.09.27,"-25,601","-97,691","28,652,579",20.77%
2021.09.24,"-72,840","-128,895","28,813,270",20.89%
2021.09.23,"+34,339","+220,011","28,942,765",20.98%
2021.09.17,"-6,732","+125,752","28,727,882",20.83%
2021.09.16,"-79,935","-33,653","28,602,130",20.74%
2021.09.15,"+29,323","+129,358","28,587,783",20.73%
2021.09.14,"+73,819","-72,357","28,458,425",20.63%
2021.09.13,"-71,841","-37,973","28,530,782",20.68%
2021.09.10,"+19,556","-41,834","28,572,399",20.71%
2021.09.09,"-101,424","-8,824","28,633,501",20.76%
2021.09.08,"-13,247","-60,572","28,651,651",20.77%
2021.09.07,"-12,347","-30,455","28,719,251",20.82%
2021.09.06,"-59,583","-34,758","28,730,796",20.83%
2021.09.03,"-47,686","+7,854","28,757,554",20.85%
2021.09.02,"-8,457","+69,904","28,739,700",20.84%
2021.09.01,"-19,344","-25,616","28,674,796",20.79%
2021.08.31,"+14,603",-167,"28,791,912",20.87%
2021.08.30,"+14,031","-124,773","28,807,415",20.88%
2021.08.27,"+224,661","+120,034","28,942,188",20.98%
2021.08.26,"+70,384","+30,094","28,831,856",20.90%
2021.08.25,"+19,840","+2,277","28,807,626",20.89%
2021.08.24,"-20,208","-36,252","28,825,349",20.90%
2021.08.23,"+235,785","+343,190","28,871,601",20.93%
2021.08.20,"+53,388","-67,162","28,528,411",20.68%
2021.08.19,"+48,378","+26,517","28,651,573",20.77%
2021.08.18,"+45,049","-20,296","28,605,088",20.74%
2021.08.17,"+18,860","+40,932","28,669,558",20.79%
2021.08.13,"-100,983","-3,197","28,618,626",20.75%
2021.08.12,"+5,459","-140,134","28,621,823",20.75%
2021.08.11,"+154,880","+355,611","28,781,957",20.87%
2021.08.10,"+22,780","+149,165","28,423,466",20.61%
2021.08.09,"-44,246","-9,471","28,266,825",20.50%
2021.08.06,"+37,852","+54,557","28,256,557",20.49%
2021.08.05,"+32,141","+10,195","28,156,602",20.42%
2021.08.04,"+92,175","+57,932","28,174,271",20.43%
2021.08.03,"-9,728","+35,890","28,106,339",20.38%
2021.08.02,"+83,719","+63,721","28,069,449",20.35%
2021.07.30,"-69,525","-96,877","27,996,928",20.30%
2021.07.29,"+21,025","+1,440","28,097,505",20.37%
2021.07.28,"-2,867","-20,868","28,116,065",20.39%
2021.07.27,"+3,271","+11,890","28,136,881",20.40%
2021.07.26,"-50,911","-23,978","28,150,744",20.41%
2021.07.23,"+37,418","+13,008","28,040,953",20.33%
2021.07.22,"+71,142","-17,587","28,037,745",20.33%
2021.07.21,"-37,844","-148,188","28,124,949",20.39%
2021.07.20,"+136,930","+239,622","28,273,137",20.50%
2021.07.19,"-64,364","-54,282","28,023,135",20.32%
2021.07.16,"-15,491","-13,986","28,098,688",20.37%
2021.07.15,"+79,567","+60,422","28,111,518",20.38%
2021.07.14,"-49,710","-61,739","28,050,562",20.34%
2021.07.13,"+3,453","-28,499","28,124,386",20.39%
2021.07.12,"+14,916","-50,101","28,149,285",20.41%
2021.07.09,"-95,121","-133,884","28,194,386",20.44%
2021.07.08,"+2,074","+5,359","28,329,746",20.54%
2021.07.07,+449,"-38,146","28,329,973",20.54%
2021.07.06,"-116,477","-145,842","28,264,119",20.49%
2021.07.05,"+106,395","+144,841","28,532,461",20.69%
2021.07.02,"-60,493","-32,872","28,401,020",20.59%
2021.07.01,"-87,437","-37,397","28,430,192",20.61%
2021.06.30,"-10,117","-22,483","28,467,589",20.64%
2021.06.29,"-22,987","-43,370","28,449,972",20.63%
2021.06.28,"-59,440","-66,420","28,461,713",20.64%
2021.06.25,"-83,002","+4,148","28,637,682",20.76%
2021.06.24,"-16,735","-159,202","28,638,344",20.77%
2021.06.23,"+200,260","+151,843","28,785,320",20.87%
2021.06.22,"-43,889","-200,554","28,635,121",20.76%
2021.06.21,"+190,911","+222,394","28,823,717",20.90%
2021.06.18,"+38,428","-17,693","28,571,386",20.72%
2021.06.17,"-48,857","-37,458","28,588,479",20.73%
2021.06.16,"-9,890","-60,993","28,604,611",20.74%
2021.06.15,"-27,189","-125,092","28,670,604",20.79%
2021.06.14,"+104,006","+256,092","28,835,751",20.91%
2021.06.11,"+13,088","+26,758","28,574,859",20.72%
2021.06.10,"-136,519","+195,611","28,575,501",20.72%
2021.06.09,"-105,052","-163,861","28,397,810",20.59%
2021.06.08,"+95,837","+81,782","28,559,110",20.71%
2021.06.07,"-22,503","+10,207","28,487,861",20.66%
2021.06.04,"-32,979","-35,970","28,451,032",20.63%
2021.06.03,"+51,507","-19,922","28,475,895",20.65%
2021.06.02,"-44,487","-107,456","28,480,423",20.65%
2021.06.01,"+28,576","-17,806","28,571,689",20.72%
2021.05.31,"-82,117","+91,468","28,589,484",20.73%
2021.05.28,"+207,996","+50,131","28,489,876",20.66%
2021.05.27,"+30,934","-55,656","28,439,745",20.62%
2021.05.26,"+32,474","-4,892","28,503,569",20.67%
2021.05.25,"+111,040","+126,691","28,497,721",20.66%
2021.05.24,"-16,432","-18,826","28,377,125",20.58%
2021.05.21,"-15,009","-1,923","28,395,235",20.59%
2021.05.20,"-17,703","-5,021","28,395,452",20.59%
2021.05.18,"+123,063","-2,322","28,389,713",20.58%
2021.05.17,"-35,390","-47,981","28,390,335",20.62%
2021.05.14,"+38,371","+20,629","28,447,295",20.66%
2021.05.13,"+30,766","-13,175","28,371,576",20.60%
2021.05.12,"-18,022","-130,320","28,399,136",20.62%
2021.05.11,"-134,175","-47,260","28,381,876",20.61%
2021.05.10,"+46,170","-158,342","28,463,636",20.67%
2021.05.07,"+149,335","+69,149","28,634,620",20.79%
2021.05.06,"-20,534","-399,966","28,553,771",20.74%
2021.05.04,"+111,630","+114,688","28,946,337",21.02%
2021.05.03,"-9,212","-195,335","28,880,642",20.97%
2021.04.30,"+24,966","-48,351","29,051,882",21.10%
2021.04.29,"-16,899","-61,205","29,062,064",21.10%
2021.04.28,"-60,748","+105,857","29,093,269",21.13%
2021.04.27,"-129,371","-138,850","29,036,176",21.09%
2021.04.26,"-74,766","-46,400","29,173,826",21.19%
2021.04.23,"-40,306","+3,226","29,190,193",21.20%
2021.04.22,"-76,519","-72,326","29,186,887",21.20%
2021.04.21,"-203,378","-76,708","29,244,735",21.66%
2021.04.20,"-165,499","-106,201","28,747,610",21.29%
2021.04.19,"-16,509","+47,773","28,854,311",21.37%
2021.04.16,"-45,267","+3,709","28,806,538",21.33%
2021.04.15,"-71,819","-18,860","28,800,674",21.33%
2021.04.14,"+11,414","-39,463","28,818,095",21.34%
2021.04.13,"-2,727","+70,417","28,867,558",21.38%
2021.04.12,"-18,684","-13,175","28,792,445",21.32%
2021.04.09,"-7,419","-34,644","28,804,902",21.33%
2021.04.08,"-2,678","+56,090","28,839,546",21.36%
2021.04.07,"+6,890","+34,865","28,762,738",21.30%
2021.04.06,"-59,218","+23,528","28,727,873",21.28%
2021.04.05,"-45,778","+10,135","28,729,345",21.28%
2021.04.02,"-22,928","+34,108","28,658,954",21.22%
2021.04.01,"-39,246","+149,061","28,756,399",21.30%
2021.03.31,"-65,094","+67,572","28,580,178",21.17%
2021.03.30,-850,"-6,530","28,646,713",21.22%
2021.03.29,"-71,375","+375,682","28,606,675",21.19%
2021.03.26,"+21,399","-23,601","28,232,557",20.91%
2021.03.25,"+32,132","+84,328","28,257,193",20.93%
2021.03.24,"+50,836","-9,245","28,309,906",20.97%
2021.03.23,"+1,654","+13,486","28,168,151",20.86%
2021.03.22,"+16,321","-28,499","28,153,086",20.85%
2021.03.19,"-66,448","-60,869","28,172,266",20.86%
2021.03.18,"+5,876","-57,679","28,219,443",20.90%
2021.03.17,"-34,920","-23,633","28,258,269",20.93%
2021.03.16,"+58,722","+67,042","28,275,609",20.94%
2021.03.15,"-89,197","-105,092","28,207,670",20.89%
2021.03.12,"-2,633","+12,079","28,321,257",20.97%
2021.03.11,"-92,318","+185,030","28,293,184",20.95%
2021.03.10,"-31,600","+14,243","28,108,383",20.82%
2021.03.09,"+63,203","+24,650","28,329,610",20.98%
2021.03.08,"-79,973","-51,138","28,292,102",20.95%
2021.03.05,"-56,764","-53,936","28,343,318",20.99%
2021.03.04,"-16,932","-108,067","28,434,554",21.06%
2021.03.03,"+95,653","+68,299","28,581,520",21.17%
2021.03.02,"+12,673","-114,905","28,510,681",21.11%
2021.02.26,"-14,695","-185,132","28,606,158",21.19%
2021.02.25,"+93,489","+11,512","28,791,290",21.32%
2021.02.24,"+37,832","+140,236","28,771,353",21.31%
2021.02.23,"-127,497","-71,786","28,626,117",21.20%
2021.02.22,"-71,698","-118,618","28,697,903",21.25%
2021.02.19,-729,"+52,341","28,847,937",21.36%
2021.02.18,"+5,059","-55,096","28,795,596",21.33%
2021.02.17,"-83,309","-10,589","28,848,400",21.37%
2021.02.16,"-110,403","-33,939","28,883,781",21.40%
2021.02.15,"-52,653","-64,465","28,893,684",21.40%
2021.02.10,"-121,657","+145,193","28,934,549",21.43%
2021.02.09,"-46,669","+19,878","28,769,356",21.31%
2021.02.08,"+18,374","-53,621","28,694,478",21.26%
2021.02.05,"-62,898","+36,520","28,798,099",21.33%
2021.02.04,"-178,850","-20,423","28,693,579",21.25%
2021.02.03,"-92,789","-213,892","28,714,002",21.27%
2021.02.02,"-71,101","+127,841","28,989,444",21.47%
2021.02.01,"+330,030","+969,526","29,059,103",21.53%
2021.01.29,"+20,669","+67,653","28,143,047",20.85%
2021.01.28,"-47,512","+329,228","28,073,005",20.80%
2021.01.27,"-8,366","+94,568","27,720,777",20.53%
2021.01.26,"-95,534","-68,520","27,620,009",20.46%
2021.01.25,"+91,784","+7,257","27,678,249",20.50%
2021.01.22,"-85,918","-33,589","27,653,292",20.48%
2021.01.21,"-10,770","-25,744","27,686,881",20.51%
2021.01.20,"-105,949","-135,508","27,712,625",20.53%
2021.01.19,"-51,288","+149,063","27,789,333",20.59%
2021.01.18,"-37,413","+62,858","27,548,124",20.41%
2021.01.15,"-8,834","-32,809","27,483,966",20.36%
2021.01.14,"-250,768","-128,817","27,505,275",20.37%
2021.01.13,"-28,986","-89,421","27,634,092",20.47%
2021.01.12,"-159,099","-237,646","27,705,691",20.52%
2021.01.11,"-173,502","-164,346","27,955,337",20.71%
2021.01.08,"-14,495","+20,729","28,130,157",20.84%
2021.01.07,"+69,986","+49,390","28,093,033",20.81%
2021.01.06,"-132,507","-55,747","28,037,543",20.77%
2021.01.05,"-40,097","+6,164","28,001,457",20.74%
2021.01.04,"-135,965","-132,183","27,905,666",20.67%
2020.12.30,"-98,003","-252,712","28,292,649",20.96%
2020.12.29,"-524,881","-85,247","28,467,259",21.09%
2020.12.28,"+454,657","+626,905","28,611,506",21.19%
2020.12.24,"+152,591","+54,946","28,010,101",20.75%
2020.12.23,"+9,681","-11,143","28,030,291",20.76%
2020.12.22,"-9,341","-1,210","27,889,269",20.66%
2020.12.21,"+62,668","+198,963","28,294,770",20.96%
2020.12.18,"+43,461","+29,989","28,094,687",20.81%
2020.12.17,"+27,571","+104,093","28,066,566",20.79%
2020.12.16,"-9,589","-122,157","27,929,366",20.69%
2020.12.15,"-77,122","+5,507","28,013,923",20.75%
2020.12.14,"-112,694","-92,927","27,950,016",20.70%
2020.12.11,-43,"-120,892","28,117,009",20.83%
2020.12.10,"+112,694","-167,313","28,263,058",20.94%
2020.12.09,"-50,828","-29,938","28,518,806",21.13%
2020.12.08,"-42,109","-376,794","28,354,636",21.00%
2020.12.07,"-77,872","+220,892","28,829,471",21.36%
2020.12.04,"-13,631","+500,735","28,204,784",20.89%
2020.12.03,"-105,640","+2,423","27,725,156",20.54%
2020.12.02,"-43,301","+54,204","27,764,133",20.57%
2020.12.01,"-19,526","-13,566","27,823,004",20.61%
2020.11.30,"+50,378","-103,108","27,831,370",20.62%
2020.11.27,"+26,551","+58,180","27,934,478",20.69%
2020.11.26,"-81,432","-1,875","27,961,850",20.71%
2020.11.25,"-122,906","+382,185","27,965,645",20.72%
2020.11.24,"-59,655","-28,571","27,582,927",20.43%
2020.11.23,"+82,635","+51,606","27,612,884",20.45%
2020.11.20,"+4,646","+1,659","27,668,344",20.50%
2020.11.19,"-32,005","-87,062","27,685,445",20.51%
2020.11.18,"+44,642","+7,987","27,783,995",20.58%
2020.11.17,"-140,883","+91,972","27,793,222",20.59%
2020.11.16,"-64,674","-30,647","27,701,250",20.52%
2020.11.13,"+16,159","+24,682","27,749,798",20.56%
2020.11.12,"-58,162","-60,405","27,739,616",20.55%
2020.11.11,"+61,447","+151,678","27,800,021",20.59%
2020.11.10,"-118,947","+41,047","27,641,765",20.48%
2020.11.09,"+37,384","-54,842","27,577,318",20.43%
2020.11.06,"-24,756","+5,049","27,630,960",20.47%
2020.11.05,"+25,409","-59,136","27,597,011",20.44%
2020.11.04,"+101,175","-12,674","27,653,611",20.49%
2020.11.03,"+93,501","+63,470","27,667,478",20.50%
2020.11.02,"-35,740","-17,947","27,591,120",20.44%
2020.10.30,"-30,458","-221,483","27,603,967",20.45%
2020.10.29,"+68,888","-28,669","27,853,553",20.63%
2020.10.28,"-46,534","-18,324","27,886,902",20.66%
2020.10.27,"-49,602","+2,578","27,950,371",20.71%
2020.10.26,"-32,555","-140,764","27,944,699",20.70%
2020.10.23,"-21,858","+68,819","28,084,463",20.80%
2020.10.22,"-56,638","+127,198","28,005,644",20.75%
2020.10.21,"-55,134","+53,060","27,878,446",20.65%
2020.10.20,"-6,522",+866,"27,823,686",20.61%
2020.10.19,"-3,698","-114,216","27,819,620",20.61%
2020.10.16,"+26,539","-36,469","27,932,536",20.69%
2020.10.15,"-13,806","-77,633","27,962,005",20.71%
2020.10.14,"-31,565","-52,921","28,039,638",20.77%
2020.10.13,"-53,786","-64,564","28,092,559",20.81%
2020.10.12,"+32,332","-36,821","28,157,123",20.86%
2020.10.08,"-28,085","-87,061","28,201,944",20.89%
2020.10.07,"+67,815","-91,164","28,351,105",21.00%
2020.10.06,"+12,906","+1,058","28,506,669",21.12%
2020.10.05,-518,"-95,583","28,540,939",21.14%
2020.09.29,"+48,411","+39,671","28,632,222",21.21%
2020.09.28,"-95,906","-198,507","28,605,951",21.19%
2020.09.25,"+12,869","+87,460","28,828,058",21.36%
2020.09.24,"-61,822","+133,591","28,729,998",21.28%
2020.09.23,"-62,042","+138,427","28,563,407",21.16%
2020.09.22,"-21,818","+65,459","28,393,856",21.03%
2020.09.21,"-66,075","-8,177","28,293,918",20.96%
2020.09.18,"-22,655","-97,201","28,305,823",20.97%
2020.09.17,"-76,630","-85,738","28,347,845",21.00%
2020.09.16,"-35,838","+9,220","28,427,238",21.06%
2020.09.15,"-5,497","+8,312","28,416,231",21.05%
2020.09.14,"-47,014","-45,670","28,397,919",21.04%
2020.09.11,"+33,139","-11,403","28,411,389",21.05%
2020.09.10,"-57,789","-70,482","28,401,618",21.04%
2020.09.09,"-181,250","-142,531","28,437,100",21.07%
2020.09.08,"+70,542","-83,283","28,506,378",21.12%
2020.09.07,"-23,163","-27,337","28,584,661",21.17%
2020.09.04,"-25,548","-40,636","28,605,000",21.19%
2020.09.03,"-82,525","+11,756","28,650,915",21.22%
2020.09.02,"+86,656","-69,175","28,639,207",21.22%
2020.09.01,"-7,952","-61,945","28,673,103",21.24%
2020.08.31,"-26,373","-275,221","28,776,050",21.32%
2020.08.28,"+11,202","-45,000","29,051,092",21.52%
2020.08.27,"-48,662","-96,041","29,099,839",21.56%
2020.08.26,"-15,931","+93,403","29,205,732",21.63%
2020.08.25,"-59,400","-88,841","29,090,784",21.55%
2020.08.24,"+15,511","+209,618","29,191,125",21.62%
2020.08.21,"-35,039","-167,527","28,915,121",21.42%
2020.08.20,"-12,327","+153,412","29,062,895",21.53%
2020.08.19,"-12,859","-121,272","28,909,483",21.42%
2020.08.18,"+108,646","+105,413","29,029,860",21.50%
2020.08.14,"-8,122","+92,068","28,923,910",21.43%
2020.08.13,"+53,784","+263,420","28,810,940",21.35%
2020.08.12,"-10,009","-21,133","28,536,625",21.15%
2020.08.11,"+72,701","-11,314","28,601,701",21.20%
2020.08.10,"-40,297","-14,019","28,615,549",21.21%
2020.08.07,-211,"+30,831","28,631,601",21.22%
2020.08.06,"-22,451","-70,219","28,587,758",21.19%
2020.08.05,"+81,406","+53,184","28,651,891",21.23%
2020.08.04,"-20,851","+12,023","28,612,979",21.20%
2020.08.03,"-4,580","+26,729","28,581,524",21.18%
2020.07.31,"-43,114","-42,752","28,523,900",21.14%
2020.07.30,"-46,011","+65,060","28,469,325",21.10%
2020.07.29,"-224,623","-122,131","28,404,265",21.05%
2020.07.28,"-42,093","+9,493","28,526,396",21.14%
2020.07.27,"+34,221","-33,449","28,673,574",21.25%
2020.07.24,"-45,463","+27,519","28,706,128",21.27%
2020.07.23,"-3,783","+74,250","28,678,072",21.25%
2020.07.22,"+8,425","+28,265","28,605,935",21.20%
2020.07.21,"-108,324","+5,618","28,577,670",21.18%
2020.07.20,"-130,627","-106,015","28,571,873",21.17%
2020.07.17,"+134,253","+130,841","28,680,130",21.25%
2020.07.16,"-26,474","+18,195","28,559,289",21.16%
2020.07.15,"-5,128","-67,482","28,543,416",21.15%
2020.07.14,"-86,582","-48,495","28,611,872",21.20%
2020.07.13,"+37,933","+8,931","28,672,217",21.25%
2020.07.10,"-59,245","-26,728","28,663,107",21.24%
2020.07.09,"+56,191","+24,320","28,675,845",21.25%
2020.07.08,"-3,905","-25,815","28,651,525",21.23%
2020.07.07,"+54,170","+40,843","28,719,655",21.28%
2020.07.06,"+39,831","-193,463","28,678,812",21.25%
2020.07.03,"-16,216","-70,369","28,872,350",21.40%
2020.07.02,"+64,459","+119,913","28,942,515",21.45%
2020.07.01,"+9,628","+39,901","28,822,169",21.36%
2020.06.30,"-13,153","+28,338","28,816,754",21.36%
2020.06.29,"-118,465","-26,592","28,781,972",21.33%
2020.06.26,"-83,882","+3,570","28,750,365",21.31%
2020.06.25,"-134,419","+4,269","28,736,795",21.30%
2020.06.24,"-40,811","-151,644","28,759,526",21.31%
